Ref No,Contract Title,Department,OJEU,Awarded,Has ext option,Expired,Service Type,Actual Cost,Duration  (months),Extended,Framework Agreement,Initial start date,Initial end date,Ext start date,Ext end date,Actual exp date,Contracts awarded to
5428,Provision of Catering Services,Technical and Service Support,Yes,Yes,Yes,No,Goods/Service,"£ 200,000",36,Yes,,01/04/2013,31/03/2016,01/04/2016,31/03/2017,, OCS Group UK Ltd
5426,Provision of Consultancy Services in support to the Intranet Development Project,Human Resources Management,No,Yes,No,Yes,Goods/Service,"£ 9,200",2,No,,27/07/2012,30/09/2012,,,30/09/2012, Intranet Focus Ltd
5425,Replacement of Roofs & Windows,Technical and Service Support,No,Yes,No,Yes,Works,"£ 465,197",5,No,,05/11/2012,05/04/2013,,,05/04/2013, Gee Construction Ltd
5423,Provision of leadership development workshops,Human Resources Management,No,Yes,No,Yes,Goods/Service,"£ 7,800",7,No,,19/07/2012,01/02/2013,,,01/02/2013, Mark Slaski Limited
5422,Occupational Health,Human Resources Management,Yes,Yes,Yes,No,Goods/Service,"£ 3,600,000",36,Yes,,01/04/2013,31/03/2016,01/04/2016,04/03/2018,, Healthcare Management Ltd
5421,provision of women's blouses,Procurement,No,Yes,No,Yes,Goods/Service,"£ 8,000",36,No,,01/08/2012,31/07/2015,,,31/07/2015, WM sudgens
5419,Trend Upgrade - Phase 2,Technical and Service Support,No,Yes,No,Yes,Works,"£ 115,626",4,No,,01/09/2012,31/12/2012,,,31/12/2012, ACL Electrical Ltd
5418,Supply of batteries,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 100,000",24,No,,25/02/2013,24/02/2015,,,24/02/2015, H-Squared Electronics Ltd
5417,Programme of Responsible Procurement Support Activities 2012-2013,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 40,000",12,No,,20/04/2012,19/04/2013,,,19/04/2013, SLA btwn CRPT and LFB
5416,Redecoration  Framework South/Small/Medium Sites,Technical and Service Support,No,Yes,No,Yes,Works,"£ 240,000",24,No,LFB,01/09/2012,31/08/2014,,,31/08/2014," George Jones (Contractors) Ltd, PJ Harte (Decorating Contractors) Ltd, Architectural Decorators Ltd., Corbett & Sons Ltd"
5415,Redecoration  Framework North/Small/Medium Sites,Technical and Service Support,No,Yes,No,Yes,Works,"£ 395,000",24,No,LFB,01/09/2012,31/08/2014,,,31/08/2014," Smith & O'Sullivan Ltd, Corbett & Sons Ltd., PJ Harte (Decorating Contractors) Ltd"
5414,Station Based Workwear,Procurement,Yes,Yes,Yes,No,Goods/Service,£ 0,36,Yes,,01/07/2013,30/06/2016,01/07/2016,30/06/2018,," Hunter Apparel&#x0D;
Burlington Uniforms "
5413,Strategic options appraisal for LFEPA's community safety work with young people,Deputy Commissioner & Support,No,Yes,No,Yes,Goods/Service,"£ 14,000",1,No,,20/08/2012,20/09/2012,,,20/09/2012," Drummond MacFarlane Ltd (Prime), Baxi Partnership Ltd (Sub)"
5412,Redecoration Framework - South Large Medium Sites,Technical and Service Support,No,Yes,No,Yes,Works,"£ 450,000",24,No,LFB,01/09/2012,31/08/2014,,,31/08/2014," Collins (Contractors) Ltd, Architectural Decorators Ltd., George Jones (Contractors) Ltd"
5411,Redecoration Framework - North/ Large Medium Sites,Technical and Service Support,No,Yes,No,Yes,Works,"£ 395,000",24,No,LFB,01/09/2012,31/08/2014,,,31/08/2014," Smith & O'Sullivan Ltd, Collins (Contractors) Ltd, Architectural Decorators Ltd., Corbett & Sons Ltd."
5410,RPE replacement components and associated Draeger Safety products,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 750,000",36,Yes,,01/09/2012,31/08/2015,31/08/2015,29/02/2016,29/02/2016, Draeger Safety UK Limited
5408,Rectification of Defects,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,000",2,No,,07/09/2012,06/11/2012,,,06/11/2012, ITT and contract d/w by URS
5407,Demolition Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 50,147",3,No,,19/06/2012,30/08/2012,,,30/08/2012, Erith Contractors Ltd
5406,Provision of Exhibition build at ExCel London for the UK Rescue Challenge,Communications,No,Yes,No,Yes,Goods/Service,"£ 25,000",6,No,,14/05/2012,21/10/2012,,,21/10/2012, Melville Exhibition and Event Services Ltd
5405,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 34,923",1,No,,06/08/2012,07/09/2012,,,07/09/2012, Diamond Build plc
5404,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 42,272",4,No,,02/10/2012,01/02/2013,,,01/02/2013, W&L Installations Ltd
5403,DAR - Transcription Services,Fire Safety (Statutory and Community),No,Yes,No,Yes,Goods/Service,£ 0,6,No,,06/02/2012,05/08/2012,,,05/08/2012, Merrill Legal solutions
5402,Provision of Mail Room Equipment,Information and Communications Technology ,No,Yes,No,No,Goods/Service,"£ 30,000",60,No,ESPO,01/05/2012,30/04/2017,,,, Pitney Bowes
5401,Provision of Catering Services,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 80,000",12,No,,01/04/2012,31/03/2013,,,31/03/2013, Principal Catering Consultants Ltd
5400,High Volume Pump Ancillary Equipment,Operational Policy,No,Yes,No,Yes,Goods/Service,"£ 20,000",1,No,,21/03/2012,20/04/2012,,,20/04/2012, Babcock Critical Services Limited
5399,CSU Minor Alterations,Technical and Service Support,No,Yes,No,Yes,Works,"£ 46,379",1,No,,02/05/2012,01/06/2012,,,01/06/2012, SW Bruce & Co Ltd
5398,Multi functional devices,Procurement,No,Yes,No,No,Goods/Service,"£ 660,000",48,Yes,Buying Solutions,01/08/2012,31/07/2016,01/08/2016,31/07/2017,, Canon UK Ltd
5397,Stationery,Procurement,No,Yes,No,Yes,Goods/Service,£ 0,30,No,GPS,01/02/2012,31/07/2014,,,31/07/2014, Banner Business Services Ltd
5396,Energy - Gas & Electric,Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,18,No,Buying Solutions,01/04/2012,30/09/2013,,,30/09/2013," British Gas Business, EDF Energy, Corona Energy (for Gas)"
5390,Provision of Stand-by  bags,Procurement,Yes,Yes,Yes,No,Goods/Service,"£ 180,000",48,Yes,,15/12/2012,14/12/2016,14/12/2016,14/12/2018,, Business Image Ltd
5389,Provision of Crew and Watch Manager Situational Judgement Tests,Human Resources Management,No,Yes,No,Yes,Goods/Service,"£ 41,150",6,No,,19/03/2012,18/09/2012,,,18/09/2012, SHL Group Ltd
5388,Leadership Programme- design and delivery of workshops,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,"£ 135,000",17,No,,01/08/2011,31/12/2012,,,31/12/2012, Nationwide Training Limited
5386,Provision of Real Fire Training,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,"£ 24,000",2,No,,07/02/2012,31/03/2012,,,31/03/2012, Gatwick Fire
5385,Yard gate works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 12,921",1,No,,21/03/2012,02/04/2012,,,02/04/2012, HS Jackson & Son (Fencing) Ltd
5384,Yard gate works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,610",1,No,,14/03/2012,20/03/2012,,,20/03/2012, HS Jackson & Son (Fencing) Ltd
5383,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 87,021",2,No,,01/03/2012,30/04/2012,,,30/04/2012, Lindfield Electrical Services
5382,REFIT Tranche B,Technical and Service Support,No,Yes,No,Yes,Works,"£ 769,365",18,No,,01/06/2012,12/12/2013,,,12/12/2013, Mitie Technical Facilities Management Ltd
5381,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 42,125",2,No,,30/07/2012,03/09/2012,,,03/09/2012, SW Bruce & Co Ltd
5380,Remedial electrical work as identified within Periodic Inspection and Testing Report,Technical and Service Support,No,Yes,No,Yes,Works,"£ 10,077",1,No,,14/02/2012,02/03/2012,,,02/03/2012, Thomas Sinden Ltd
5379,Innoculations for ISAR,"Operations, Prevention and Response",No,Yes,Yes,Yes,Goods/Service,"£ 19,800",12,No,,01/04/2012,31/03/2013,,,31/03/2013, Nomad Travel
5378,Replacement of roof coverings,Technical and Service Support,No,Yes,No,Yes,Works,"£ 64,941",2,No,,01/07/2012,15/08/2012,,,15/08/2012, Amber Construction Services Ltd
5377,Electronic (Tribal Enterprise) Stock Condition Survey of Selected LFB Properties,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 20,931",2,No,,23/01/2012,31/03/2012,,,31/03/2012, Property Data Solutions
5376,Provision of Drugs and Alcohol Screening Services,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 75,000",36,Yes,,01/11/2012,31/10/2015,,31/10/2016,31/10/2016, Synergy Health Laboratory Services Limited
5375,Provision of Catering Services,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 18,000",3,No,,01/01/2012,31/03/2012,,,31/03/2012, Principal Catering Consultants Ltd
5374,Motorisation of gates,Technical and Service Support,No,Yes,No,Yes,Works,"£ 55,490",1,No,,01/05/2012,18/05/2012,,,18/05/2012, RJ Holland Ltd
5373,Re-engineering of Respirex Viton re-usable Gas Tight Suits,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 375,000",36,No,,21/12/2011,21/12/2014,,,21/12/2014, Respirex International Limited
5372,Insurance Broking Services,Finance and Contractual Services Directorate,No,Yes,Yes,No,Goods/Service,"£ 34,000",36,Yes,,01/07/2012,30/06/2015,,30/06/2017,, Heath Lambert t/a Gallagher Heath
5371,Heating system works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 143,606",2,No,,23/01/2012,19/03/2012,,,19/03/2012, Flowrite Plumbing & Heating Ltd
5370,Boundary Wall Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 15,668",1,No,,19/03/2012,13/04/2012,,,13/04/2012, Cosmur Construction (London) Ltd
5369,Removal of façade panels (Asbestos),Technical and Service Support,No,Yes,No,Yes,Works,"£ 4,300",1,No,,24/06/2012,26/06/2012,,,26/06/2012, Woods Building Services Ltd
5368,Remedial electrical work as identified within Periodic Inspection and Testing Report,Technical and Service Support,No,Yes,No,Yes,Works,"£ 15,351",1,No,,17/02/2012,16/03/2012,,,16/03/2012, Thomas Sinden Ltd
5367,Windows replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 80,823",3,No,,18/06/2012,21/09/2012,,,21/09/2012, Hazelmere Window Co Ltd
5366,Cycle to Work Scheme,Human Resources Management,Yes,Yes,Yes,Yes,Goods/Service,£ 0,24,Yes,,14/02/2012,13/02/2014,,13/02/2016,13/02/2016, Wheelies Direct Cycle Solutions Ltd
5365,EU Secretariat for EC Bid,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 115,000",36,Yes,,03/01/2012,02/01/2015,,02/01/2016,02/01/2016, Global 2 local
5363,Refurbishment of Station Officers' Washroom,Technical and Service Support,No,Yes,No,Yes,Works,"£ 21,329",2,No,,01/02/2012,15/03/2012,,,15/03/2012, Diamond Build Plc
5362,TREND package 1,Technical and Service Support,No,Yes,No,Yes,Works,"£ 254,983",4,No,,23/01/2012,22/05/2012,,,22/05/2012, Open Control Solutions
5361,Remedial electrical work as identified within Periodic Inspection and Testing Report,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,367",1,No,,02/01/2012,03/02/2012,,,03/02/2012, C Beaumont Ltd
5360,Remedial electrical work as identified within Periodic Inspection and Testing Report,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,307",1,No,,02/01/2012,03/02/2012,,,03/02/2012, C Beaumont Ltd
5359,Remedial electrical work as identified within Periodic Inspection and Testing Report,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,216",2,No,,27/01/2012,23/03/2012,,,23/03/2012, C Beaumont Ltd
5358,Electrical Lighting Controls Replacement and Upgrades,Technical and Service Support,No,Yes,No,Yes,Works,"£ 104,574",2,No,,16/01/2012,05/03/2012,,,05/03/2012, Lindfield Electrical Services
5357,Supply of Fitness Equipment,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 250,000",2,No,,30/01/2012,16/03/2012,,,16/03/2012, Pulse Fitness Ltd
5356,Remedial electrical work as identified within Periodic Inspection and Testing Report,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,292",1,No,,02/01/2012,03/02/2012,,,03/02/2012, C Beaumont Ltd
5355,Renewal of Front and Rear Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 40,832",3,No,,03/01/2012,23/03/2012,,,23/03/2012, Jewers Doors
5354,Bespoke 'Leaky Feeder' Deployment System,"Operations, Prevention and Response",No,Yes,Yes,Yes,Goods/Service,"£ 12,000",24,Yes,,21/11/2011,20/11/2013,,20/11/2014,20/11/2014, PSP (UK) Ltd
5353,Renewal of Rear Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,603",3,No,,03/01/2012,23/03/2012,,,23/03/2012, Jewers Doors
5352,Renewal of Front Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 33,580",1,No,,20/02/2012,12/03/2012,,,12/03/2012, Arkas Limited
5350,Control and Mobilising Services,Procurement,Yes,Yes,Yes,No,Goods/Service,"£ 19,601,893",120,No,,01/08/2012,01/08/2022,,,, Capita Secure Information Solutions Ltd
5349,Waste management,Technical and Service Support,Yes,Yes,Yes,Yes,Goods/Service,"£ 1,400,000",36,Yes,,01/09/2012,31/08/2015,,31/08/2016,31/05/2016, McGrath Bros (Waste Control) Ltd
5348,Roof Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 62,923",2,No,,20/02/2012,30/03/2012,,,30/03/2012, Acclaim Contracts Limited
5347,Asbestos Remedial works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 22,370",1,No,,05/12/2011,16/12/2011,,,16/12/2011, Southern Asbestos Services Ltd
5346,Renewal of Front Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 33,580",1,No,,09/01/2012,30/01/2012,,,30/01/2012, Arkas Limited
5345,Provision of a Lone Worker  Protection Service,Fire Safety (Statutory and Community),No,Yes,Yes,Yes,Goods/Service,"£ 25,920",12,Yes,,01/02/2012,31/01/2013,,31/01/2015,31/01/2015, Skyguard ltd
5344,Cleaning contract,Technical and Service Support,Yes,Yes,Yes,Yes,Goods/Service,£ 0,60,No,,01/10/2012,08/10/2016,,,08/10/2016, Knighton Cleaning Services
5343,Redecoration - various,Technical and Service Support,No,Yes,No,Yes,Works,"£ 163,829",3,No,,31/03/2012,30/06/2012,,,30/06/2012, Procure and Manage Ltd
5342,Evaluation of London Fire Brigade Youth Schemes,Fire Safety (Statutory and Community),No,Yes,Yes,Yes,Goods/Service,£ 0,6,No,Buying Solutions RM662 / L9,02/11/2011,01/05/2012,,,01/05/2012, Cordis Bright Ltd
5341,Provision of printing services,Communications,No,Yes,No,Yes,Goods/Service,"£ 17,500",12,No,,01/09/2011,31/08/2012,,,31/08/2012, Richard Edward Limited
5338,Heating Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 152,865",3,No,,17/10/2011,09/01/2012,,,09/01/2012, Bennett Mechanical Services
5337,Furniture for Merton Operations Centre,Procurement,No,Yes,No,Yes,Goods/Service,"£ 38,370",1,No,Buying Solutions RM 440,28/08/2011,29/09/2011,,,29/09/2011, Herman Miller
5336,Full Internal and External Re-decoration with minor repairs,Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,840",2,No,,15/10/2011,15/12/2011,,,15/12/2011, George Jones & Sons Ltd
5334,Replacement of Heating Boiler on Ground and First Floor,Technical and Service Support,No,Yes,No,Yes,Works,"£ 9,241",1,No,,16/09/2011,01/10/2011,,,01/10/2011, T Brown Group Ltd
5333,Removal of asbestos ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 6,431",2,No,,20/10/2011,03/12/2011,,,03/12/2011, Asbestos First Limited
5331,Consultancy Agreement for Functional Hearing Tests,Human Resources Management,No,Yes,No,Yes,Goods/Service,"£ 19,500",12,No,,02/05/2011,01/05/2012,,,01/05/2012, FHT Enterprise Ltd
5329,Hire of audio visual equipment at ExCel London for the UK Rescue Challenge,Communications,No,Yes,No,Yes,Goods/Service,"£ 19,152",1,No,,22/09/2011,24/09/2011,,,24/09/2011, CVS International Limited
5328,Heating Upgrade Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 314,812",4,No,,03/10/2011,31/01/2012,,,31/01/2012, Ream Contracts Ltd
5327,Provision of exhibition build at ExCel London for the UK Rescue Challenge,Communications,No,Yes,No,Yes,Goods/Service,"£ 14,000",2,No,,04/08/2011,24/09/2011,,,24/09/2011, Melville Exhibition and Event Services Limited
5326,PFI Host Station Business Continuity Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 78,881",3,No,,31/10/2011,29/01/2012,,,29/01/2012, DCB (Kent) Limited
5325,Hire of tiered seating at Excel London for the UK Rescue Challenge,Communications,No,Yes,No,Yes,Goods/Service,"£ 13,250",2,No,,04/08/2011,24/09/2011,,,24/09/2011, Wernick Event Hire Ltd T/A Eventlink
5324,Provision of Chilled Mains Drinking Water Dispenser Services,Technical and Service Support,Yes,Yes,Yes,Yes,Goods/Service,"£ 35,000",24,Yes,,01/07/2012,30/06/2014,,30/06/2015,30/06/2015, Pressure Coolers Ltd t/a Maestro Pressure Coolers
5323,Urban Search and Rescue Observation and other agreed training,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,£ 0,48,No,,31/03/2008,31/03/2012,,,31/03/2012, Texas Engineering Extension Service (TEEX)
5322,Development of Performance Management Framework (software) System,Strategy and Inclusion,No,Yes,No,Yes,Goods/Service,"£ 91,000",6,No,,18/11/2011,17/05/2012,,,17/05/2012, 360 Systems Ltd
5321,Remedial Electrical Work,Technical and Service Support,No,Yes,No,Yes,Works,"£ 8,274",1,No,,22/08/2011,16/09/2011,,,16/09/2011, Thomas Sinden Ltd
5320,Remedial Electrical Work,Technical and Service Support,No,Yes,No,Yes,Works,"£ 12,851",1,No,,22/08/2011,16/09/2011,,,16/09/2011, Thomas Sinden Ltd
5318,Clapham and Braidwood Court Heating Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 349,291",3,No,,17/08/2011,24/11/2011,,,24/11/2011, W G Wigginton Ltd
5317,Financial and commercial consultancy support - mobilising,Procurement,No,Yes,No,Yes,Goods/Service,"£ 100,000",48,No,Buying Solutions M662/L11,22/07/2011,21/07/2015,,,21/07/2015, Grant Thornton UK LLP
5316,Torches for Firefighters,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 87,618",36,Yes,,01/11/2011,31/10/2014,01/11/2014,31/10/2015,31/10/2015, Wolf Safety Lamp Company Ltd
5315,Hard FM Contracts,Technical and Service Support,Yes,Yes,Yes,No,Works,"£ 14,947,370",60,Yes,,01/04/2012,31/03/2017,31/03/2017,31/03/2018,," Balfour Beatty Workplace Ltd (Lot 1), Kier Facilities Services Ltd (lot 2)"
5314,Management Consultancy & Accounting Services,Procurement,No,Yes,Yes,Yes,Goods/Service,£ 0,24,Yes,OGC RM662/L3,20/06/2011,19/06/2013,,20/06/2015,20/06/2015, Mott MacDonald Limited
5313,Remedial Electrical Work,Technical and Service Support,No,Yes,No,Yes,Works,"£ 13,665",4,No,,13/06/2011,29/06/2011,,,29/06/2011, Beaumont Ltd
5312,Upgrade of LFB existing core voice infrastructure in order to accommodate the installation of replacement telephones ,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,£ 0,6,No,OGCBS Sprint ii RM720,24/05/2011,23/11/2011,,,23/11/2011, Specialist Computer Centres (SCC) plc
5311,Repairs to Pontoon,Technical and Service Support,No,Yes,No,Yes,Works,"£ 50,544",1,No,,25/07/2011,17/08/2011,,,17/08/2011, DCB (Kent) Limited
5310,Provision of a Large Area Scene Lighting Unit,Procurement,No,Yes,No,Yes,Goods/Service,"£ 105,000",36,No,,01/06/2011,31/05/2014,,,31/05/2014, Musco Lighting Europe Ltd
5309,Recognising and managing stress and resilience training,Operational Resilience and Training Directorate,No,Yes,Yes,Yes,Goods/Service,"£ 25,000",7,No,,01/09/2011,31/03/2012,,,31/03/2012, EJT Associates Ltd
5307,Training for office 2010,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 142,050",7,No,OGCBS RM464C/12,06/06/2011,31/12/2011,,,31/12/2011, QA Limited
5306,PFI Business Continuity Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 590,265",5,No,,05/09/2011,05/02/2012,,,05/02/2012, Kingswood Construction Ltd  
5305,Annual Test & Inspection of Lightning Protection,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 24,500",4,No,,01/06/2011,28/09/2011,,,28/09/2011, CJS Eastern Ltd
5304,Project Management Consultancy,Strategy and Inclusion,No,Yes,No,Yes,Goods/Service,"£ 19,500",2,No,,17/03/2011,30/04/2011,,,30/04/2011, CITI Limited
5303,Remedial Repairs,Technical and Service Support,No,Yes,No,Yes,Works,"£ 95,860",2,No,,05/09/2011,02/11/2011,,,02/11/2011, H&V Building Services Ltd
5302,Removal of Asbestos Based Material,Technical and Service Support,No,Yes,No,Yes,Works,"£ 17,072",2,No,,01/08/2011,28/09/2011,,,28/09/2011, The Asbestos & Insulation Company Ltd
5301,Remedials to Drill Tower No.2,Technical and Service Support,No,Yes,No,Yes,Works,"£ 15,109",1,No,,02/06/2011,01/07/2011,,,01/07/2011, T Brown Group Ltd
5300,Provision of a Managed Archived Records Storage Service,Information and Communications Technology ,No,Yes,Yes,No,Goods/Service,"£ 175,000",60,Yes,,02/06/2011,01/06/2016,02/06/2016,01/06/2017,, Document Warehouse (previously NEXUS Property Solutions Ltd )
5299,"Various Works to North, West, and Main Block",Technical and Service Support,No,Yes,No,Yes,Works,"£ 13,234",1,No,,24/01/2011,01/03/2011,,,01/03/2011, Collins (Contractors) Ltd
5297,Gas Detection Monitors,Procurement,No,Yes,No,Yes,Goods/Service,"£ 29,456",36,No,,30/03/2011,29/03/2014,,,29/03/2014, GfG Europe Limited
5295,"MPA Front Extension, Fire Gear Room Side Extension and Internal Alteration Works",Technical and Service Support,No,Yes,No,Yes,Works,"£ 953,320",8,No,,10/10/2011,08/06/2012,,,08/06/2012, Cosmur Construction (London) Ltd
5294,Travel Management Services,Procurement,No,Yes,No,Yes,Goods/Service,"£ 800,000",48,No,Buying Solutions,03/05/2011,02/05/2015,,,02/05/2015, Redfern Travel Ltd
5293,Install Replacement DFHW Boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 29,437",1,No,,11/04/2011,06/05/2011,,,06/05/2011, EPS Group Ltd
5292,Window Replacement Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 86,866",2,No,,05/03/2011,05/05/2011,,,05/05/2011, Hazelmere Window Co Ltd
5291,Fitness Equipment,Procurement,No,Yes,No,Yes,Goods/Service,"£ 37,000",8,No,ESPO,14/03/2011,31/10/2011,,,31/10/2011, Precor Products Ltd
5290,FOfT,Procurement,Yes,Yes,No,No,Goods/Service,"£ 366,705,402",120,No,,01/04/2012,31/03/2022,,,, Babcock Emergency Services Training Ltd
5289,Concrete Repairs and Roof Covering Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 79,090",3,No,,16/05/2011,08/08/2011,,,08/08/2011, Concrete Repairs Limited
5288,Five Yearly Inspection and Testing of Fixed Electrical Installations 2011,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 99,368",7,No,,06/06/2011,12/12/2011,,,12/12/2011, Beaumont Ltd
5287,External Highway Topographic Surveys,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 16,545",1,No,,24/01/2011,25/02/2011,,,25/02/2011, Star Net Geomatics Limited
5285,Yards Reconstruction Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 147,706",3,No,,01/08/2011,10/10/2011,,,10/10/2011, Walker Construction (UK) Ltd
5284,Provision of Stand-Alone Automatic Distress Signal Units,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 140,000",36,No,,07/03/2011,06/03/2014,,,06/03/2014, Draeger Safety UK Ltd.
5282,Supply of Facilities Management Services Consultancy,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 46,558",14,No,OGC RM365,07/02/2011,31/03/2012,,,31/03/2012, Gardiner & Theobald LLP
5281,Re-Glazing Works to Covered Wash Area ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 32,919",1,No,,15/03/2011,08/04/2011,,,08/04/2011, Cooper Clarke Ltd
5280,Inspection of Fleet Vehicles,Procurement,No,Yes,Yes,Yes,Goods/Service,£ 0,12,Yes,,01/04/2011,31/03/2012,,31/03/2013,31/03/2013, Applus Car Testing Service Ltd
5279,Refurbishment of Showers,Technical and Service Support,No,Yes,No,Yes,Works,"£ 22,263",1,No,,15/03/2011,02/04/2011,,,02/04/2011, Collins (Contractors) Ltd
5278,"Provision of the Preservation, Digitisation and Marketing of LFB's Photographic Archive",Procurement,No,Yes,Yes,No,Goods/Service,"£ 70,000",60,Yes,,25/07/2011,24/07/2016,24/07/2016,24/07/2017,, Mary Evans Picture Library
5277,Refurbishment of Drill Tower,Technical and Service Support,No,Yes,No,Yes,Works,"£ 37,894",2,No,,14/03/2011,29/04/2011,,,29/04/2011, Diamond Build Plc
5276,Male Ablutions Remodelling,Technical and Service Support,No,Yes,No,Yes,Works,"£ 75,912",2,No,,07/03/2011,07/05/2011,,,07/05/2011, DCB (Kent) Limited
5275,Renewal of Front Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 70,713",1,No,,01/03/2011,01/04/2011,,,01/04/2011, Crawford Ltd
5274,Refurbishment of Breathing Apparatus Room,Technical and Service Support,No,Yes,No,Yes,Works,"£ 23,176",1,No,,28/02/2011,25/03/2011,,,25/03/2011, Bolt & Heeks Ltd
5273,Asbestos Removal works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 3,900",1,No,,10/02/2011,02/03/2011,,,02/03/2011, K&K Industrial Services Limited
5272,Provision of Real Fire Training,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,"£ 36,000",14,No,,01/02/2011,31/03/2012,,,31/03/2012, Gatwick Fire
5270,Manufacture and Supply of Multiple Breaching Rig for USAR Training Team,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,"£ 13,900",1,No,,20/02/2011,18/03/2011,,,18/03/2011, Hindles of Lincoln Limited
5269,Cleaning Consumables (Met Police Contract),Procurement,No,Yes,No,Yes,Goods/Service,£ 0,48,No,,18/10/2010,17/10/2014,,,17/10/2014, Greenham 
5268,Repair of Rear External Fire Escape Staircase,Technical and Service Support,No,Yes,No,Yes,Works,"£ 5,845",1,No,,14/03/2011,15/04/2011,,,15/04/2011, Kirkman & Jourdain Ltd
5267,Tribal (Enterprise) Electronic Stock Condition Survey 2010/2011,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 36,452",3,No,,05/01/2011,15/03/2011,,,15/03/2011, Property Data Solutions Ltd
5265,Refurbishment of Ground Floor Toilets & Showers,Technical and Service Support,No,Yes,No,Yes,Works,"£ 70,859",2,No,,14/02/2011,01/04/2011,,,01/04/2011, Quinn London Ltd
5264,Grounds Maintenance,Technical and Service Support,No,Yes,Yes,Yes,Works,"£ 206,410",24,Yes,,01/04/2011,31/03/2013,,31/03/2015,31/03/2015," Vista Landscape Management Ltd, Ground Control Ltd"
5263,Roof Upgrades,Technical and Service Support,No,Yes,No,Yes,Works,"£ 80,096",5,No,,01/11/2010,17/03/2011,,,17/03/2011, Breyer Group Plc
5262,Measured Surveys,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 15,000",2,No,,22/11/2010,31/01/2011,,,31/01/2011, Property Data Solutions
5261,Renewal of Front Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 34,600",1,No,,06/01/2011,17/01/2011,,,17/01/2011, Arkas Ltd
