 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Location Description
141014G,PRESSURE COOLERS LTD==========,557287,123,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,124,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,125,8.00,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,126,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,127,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - EASTERN
141014G,PRESSURE COOLERS LTD==========,557287,128,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - WESTERN
141014G,PRESSURE COOLERS LTD==========,557287,129,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,130,8.25,CATERING FIXTURES,27/10/14,,WALTHAMSTOW FS
141014G,PRESSURE COOLERS LTD==========,557287,131,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,132,8.00,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - WESTERN
141014G,PRESSURE COOLERS LTD==========,557287,133,8.00,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - WESTERN
141014G,PRESSURE COOLERS LTD==========,557287,134,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - WESTERN
141014G,PRESSURE COOLERS LTD==========,557287,135,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - EASTERN
141014G,PRESSURE COOLERS LTD==========,557287,136,8.00,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - WESTERN
141014G,PRESSURE COOLERS LTD==========,557287,137,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,138,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - EASTERN
141014G,PRESSURE COOLERS LTD==========,557287,139,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - WESTERN
141014G,PRESSURE COOLERS LTD==========,557287,140,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,141,8.00,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - EASTERN
141014G,PRESSURE COOLERS LTD==========,557287,142,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,143,8.25,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,144,8.00,CATERING FIXTURES,27/10/14,,BUDGET HOLDING A/C - SOUTHERN
141014G,PRESSURE COOLERS LTD==========,557287,145,8.25,OPERATIONAL EQUIP-PURCHASE,27/10/14,,COMMAND UNIT - LEWISHAM
141014G,PRESSURE COOLERS LTD==========,557287,146,8.25,CATERING EQUIPMENT,27/10/14,,CFS - HAVERING
211014E,TOYOTA MATERIAL HANDLING UK LT,610139990,1,909.99,PURCHASE,27/10/14,909.99,CORPORATE PROCUREMENT SERVICES
140843,ESSEX & SUFFOLK WATER PLC=====,612080610032K,1,450.28,WATER & SEWERAGE RATES,27/10/14,450.28,HAROLD HILL FIRE STATION
221014C,GAS & AIR SERVICES (UK)=======,6464,1,495.00,REPAIR & MAINTENANCE,27/10/14,495.00,PROTECTIVE EQUIPMENT GROUP
211014E,MOORE STEPHENS CONSULTING LTD=,673600,1,"7,000.00",MAINTENANCE & SUPPORT,27/10/14,"38,000.00",I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,2,"5,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,3,"2,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,4,"4,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,5,"5,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,6,"5,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,7,"2,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,8,"5,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,MOORE STEPHENS CONSULTING LTD=,673600,9,"3,000.00",MAINTENANCE & SUPPORT,27/10/14,,I&CT BUSINESS ENGAGEMENT
211014E,TWO SERVICES LTD==============,78217,1,713.00,CATERING EQUIPMENT,27/10/14,713.00,HILLINGDON FS
140843,NPOWER YORKSHIRE LIMITED,8872992617,1,315.00,ELECTRICITY,27/10/14,315.00,MERTON CONTROL CENTRE
201014G,DRAEGER SAFETY UK LIMITED=====,90459323,1,318.25,PROTECTIVE EQUIPT - PARTS,27/10/14,659.75,
201014G,DRAEGER SAFETY UK LIMITED=====,90459323,2,265.50,PROTECTIVE EQUIPT - PARTS,27/10/14,,
201014G,DRAEGER SAFETY UK LIMITED=====,90459323,3,76.00,PROTECTIVE EQUIPT - PARTS,27/10/14,,
211014E,ROYAL MAIL (LONDON DIVISION)==,9048313189,1,291.25,POSTAL SERVICES,27/10/14,291.25,CENTRALLY HELD BUDGETS
211014E,NORTHUMBRIAN WATER LTD========,913306541,1,424.00,CURRENT HYDRANT COSTS,27/10/14,424.00,WATER OFFICE
081014G,HARDY MEDIA,AW14200,1,380.00,PUBLIC RELATIONS,27/10/14,380.00,COMMS COMMUNICATION SUPPORT
211014E,THAMES WATER UTILITIES LTD====,CBA1409679,1,307.00,CURRENT HYDRANT COSTS,27/10/14,307.00,WATER OFFICE
211014E,THAMES WATER UTILITIES LTD====,CBA1409680,1,307.00,CURRENT HYDRANT COSTS,27/10/14,307.00,WATER OFFICE
211014E,THAMES WATER UTILITIES LTD====,CBA1409682,1,"1,185.00",CURRENT HYDRANT COSTS,27/10/14,"1,185.00",WATER OFFICE
211014E,THAMES WATER UTILITIES LTD====,CBA1409686,1,"1,185.00",CURRENT HYDRANT COSTS,27/10/14,"1,185.00",WATER OFFICE
211014E,THAMES WATER UTILITIES LTD====,CBA1409688,1,"1,185.00",CURRENT HYDRANT COSTS,27/10/14,"1,185.00",WATER OFFICE
211014E,THAMES WATER UTILITIES LTD====,CBA1409749,1,"1,185.00",CURRENT HYDRANT COSTS,27/10/14,"1,185.00",WATER OFFICE
211014E,THAMES WATER UTILITIES LTD====,CBA1409750,1,477.00,CURRENT HYDRANT COSTS,27/10/14,477.00,WATER OFFICE
221014G,RADIOCOMS SYSTEMS LIMITED=====,CF284226,1,"1,254.00",ACQUISITIONS,27/10/14,"4,976.40",I&CT CONTRACT & ASSET MANGMNT
221014G,RADIOCOMS SYSTEMS LIMITED=====,CF284226,2,"3,722.40",ACQUISITIONS,27/10/14,,I&CT CONTRACT & ASSET MANGMNT
221014C,NCC SERVICES LTD==============,E872101,1,750.00,MAINTENANCE & SUPPORT,27/10/14,750.00,I&CT BUSINESS ENGAGEMENT
081014G,BRITISH PSYCHOLOGICAL SOCIETY=,EI034801,1,415.83,PROFESSIONAL DEVELOPMENT,27/10/14,415.83,HR EMPLOYMENT RELATIONS
131014C,JOANNE ABLACK=================,FB7-10-2014,1,800.00,CONSULTANTS,27/10/14,800.00,HR  ADVISORY & COUNSELLING
211014E,HALL FUELS,I07059724,1,"2,078.40",FUEL,27/10/14,"2,078.40",TWICKENHAM FS
211014E,HALL FUELS,I07060208,1,"2,909.76",FUEL,27/10/14,"2,909.76",POPLAR FS
211014E,HALL FUELS,I07068169,1,"3,998.84",FUEL,27/10/14,"3,998.84",ADDINGTON FS
151014C,HALL FUELS,I07076283,1,"2,078.20",FUEL,27/10/14,"2,078.20",KENTISH TOWN FS
131014C,BABCOCK CIVIL INFRASTRUCTURE,II5000722,1,191.60,REFRESHMENTS,27/10/14,687.26,MOBILISING
131014C,BABCOCK CIVIL INFRASTRUCTURE,II5000722,2,97.04,REFRESHMENTS,27/10/14,,MOBILISING
131014C,BABCOCK CIVIL INFRASTRUCTURE,II5000722,3,120.67,REFRESHMENTS,27/10/14,,MOBILISING
131014C,BABCOCK CIVIL INFRASTRUCTURE,II5000722,4,215.28,REFRESHMENTS,27/10/14,,MOBILISING
131014C,BABCOCK CIVIL INFRASTRUCTURE,II5000722,5,62.67,REFRESHMENTS,27/10/14,,MOBILISING
211014E,INNOVISE======================,IS43369,1,310.30,STATIONERY CONSUMABLES,27/10/14,310.30,HR EMPLOYMENT RELATIONS
221014G,RADIOCOMS SYSTEMS LIMITED=====,RSLSI14005641,1,500.00,RADIO,27/10/14,500.00,I&CT OPERATIONAL SUPPORT
221014G,*ACORN BUSINESS SUPPLIES LTD,SI078080,1,260.00,OFFICE EQUIPMENT,27/10/14,260.00,BEXLEY FS
221014G,VODAFONE PAGING LTD===========,VR1402136,1,"4,995.84",CELLULAR TELEPHONES,27/10/14,"4,995.84",I&CT CONTRACT & ASSET MANGMNT
140849,ROYAL MAIL====================,AD5824,1,350.00,DAY TO DAY MINOR IMPS,29/10/14,350.00,PFI CONSTRUCTION
140849,ROYAL MAIL====================,AD5825,1,350.00,DEVELOPMENT  EXPENSES-CONTRACT,29/10/14,350.00,
271014C,MOOLANDS LTD,00000802,1,840.00,STRATEGIC (NON CYCLICAL),30/10/14,840.00,STOKE NEWINGTON FIRE STATION
271014C,MOOLANDS LTD,00001164,1,975.00,STRATEGIC (NON CYCLICAL),30/10/14,975.00,ISLINGTON FIRE STATION
271014C,MOOLANDS LTD,00001166,1,946.00,STRATEGIC (NON CYCLICAL),30/10/14,946.00,WHITECHAPEL FS
091014G,HEALTH MANAGEMENT LIMITED=====,0000120423,1,344.76,DRUG & ALCOHOL TESTS,30/10/14,344.76,HR CENTRALLY HELD BUDGETS
231014E,ENTEL UK LTD==================,0000142770,1,9.00,RADIO,30/10/14,689.00,I&CT OPERATIONAL SUPPORT
231014E,ENTEL UK LTD==================,0000142770,2,680.00,RADIO,30/10/14,,I&CT OPERATIONAL SUPPORT
271014C,MR SUKI SINGH,0406/LT,1,400.00,REFRESHMENTS,30/10/14,400.00,LIFE LFB FUNDED PROJECTS
231014E,ESRI (UK) LIMITED=============,085187 (84934/CN84934),1,"1,642.50",MAINTENANCE & SUPPORT,30/10/14,"1,642.50",I&CT BUSINESS ENGAGEMENT
221014C,CARILLION COMMUNICATIONS LTD==,1012583,1,450.00,TACTICAL DAY TO DAY,30/10/14,450.00,UNION STREET HQ HOLDING A/C
140847,BRIDGE ORTHOPAEDIC SERVICES LT,102327,1,870.00,DOCTORS/MEDICAL FEES,30/10/14,870.00,CENTRALLY HELD BUDGETS
231014E,*SPRUE SAFETY PRODUCTS LTD====,1066611,1,"2,595.60",FIRE DETECTORS,30/10/14,"2,595.60",CFS - RICHMOND UPON THAMES
231014E,*SPRUE SAFETY PRODUCTS LTD====,1066612,1,370.80,FIRE DETECTORS,30/10/14,370.80,CFS - LAMBETH
271014C,*SPRUE SAFETY PRODUCTS LTD====,1066640,1,"2,224.80",FIRE DETECTORS,30/10/14,"2,224.80",CFS - WANDSWORTH
271014C,OPERATIONAL RESEARCH IN HEALTH,106Y/LFB1/49,1,"9,900.00",CONSULTANTS,30/10/14,"9,900.00",INFORMATION MNGT & PERFORMANCE
800053837,*JAMES HUNTER (OUTFITTERS) LTD,107863,1,246.45,CLOTHING,30/10/14,319.32,WENNINGTON FIRE STATION
800053837,*JAMES HUNTER (OUTFITTERS) LTD,107863,2,72.87,CLOTHING,30/10/14,,WENNINGTON FIRE STATION
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,1,"2,500.00",STRATEGIC (CYCLICAL),30/10/14,"5,875.00",CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,2,625.00,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,3,250.00,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,4,437.50,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,5,500.00,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,6,375.00,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,7,500.00,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,8,500.00,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
271014C,VISTA LANDSCAPE MANAGEMENT LTD,120209,9,187.50,STRATEGIC (CYCLICAL),30/10/14,,CROYDON FS
141014E,BANHAUS LTD,1302,1,"1,190.00",OPERATIONAL EQUIP-PURCHASE,30/10/14,"2,015.00",NORTH EAST AREA TEAM
141014E,BANHAUS LTD,1302,2,825.00,OPERATIONAL EQUIP-PURCHASE,30/10/14,,NORTH EAST AREA TEAM
800053937,REDFERN TRAVEL LTD,1361644,1,427.40,PUBLIC TRANSPORT,30/10/14,427.40,PERFORMANCE & TRAINING
800053941,REDFERN TRAVEL LTD,1363035,1,"8,253.30",OVERSEAS TRAVEL,30/10/14,"8,253.30",CHALLENGE TEAM
800053947,REDFERN TRAVEL LTD,1363755,1,668.10,PUBLIC TRANSPORT,30/10/14,668.10,NATL OPERATIONAL GUIDANCE PROJ
800053727,REDFERN TRAVEL LTD,1363912,1,747.70,PUBLIC TRANSPORT,30/10/14,747.70,ENFORCEMENT - NORTH WEST
800053944,REDFERN TRAVEL LTD,1364030,1,268.35,PUBLIC TRANSPORT,30/10/14,268.35,NATL OPERATIONAL GUIDANCE PROJ
800053730,REDFERN TRAVEL LTD,1364574,1,270.15,PUBLIC TRANSPORT,30/10/14,270.15,ENFORCEMENT - SOUTH WEST
800053729,REDFERN TRAVEL LTD,1364575,1,270.15,PUBLIC TRANSPORT,30/10/14,270.15,ENFORCEMENT - SOUTH WEST
800053958,REDFERN TRAVEL LTD,1364653,1,330.61,PUBLIC TRANSPORT,30/10/14,330.61,NATL OPERATIONAL GUIDANCE PROJ
800053960,REDFERN TRAVEL LTD,1365463,1,"1,594.09",PUBLIC TRANSPORT,30/10/14,"1,594.09",NATL OPERATIONAL GUIDANCE PROJ
800053773,REDFERN TRAVEL LTD,1370200,1,793.70,PUBLIC TRANSPORT,30/10/14,793.70,ENFORCEMENT - NORTH WEST
800053986,REDFERN TRAVEL LTD,1372296,1,593.40,PUBLIC TRANSPORT,30/10/14,593.40,NATL OPERATIONAL GUIDANCE PROJ
800053785,REDFERN TRAVEL LTD,1374389,1,457.70,PUBLIC TRANSPORT,30/10/14,457.70,I&CT TECHNICAL SUPPORT GROUP
800053808,REDFERN TRAVEL LTD,1379662,1,562.27,PUBLIC TRANSPORT,30/10/14,562.27,NATL OPERATIONAL GUIDANCE PROJ
800053798,REDFERN TRAVEL LTD,1379870,1,328.80,PUBLIC TRANSPORT,30/10/14,328.80,ENFORCEMENT - SOUTH EAST
800054014,REDFERN TRAVEL LTD,1380618,1,274.72,PUBLIC TRANSPORT,30/10/14,274.72,NATL OPERATIONAL GUIDANCE PROJ
800053810,REDFERN TRAVEL LTD,1380728,1,329.65,PUBLIC TRANSPORT,30/10/14,329.65,ENFORCEMENT - NORTH WEST
800053811,REDFERN TRAVEL LTD,1380731,1,282.90,PUBLIC TRANSPORT,30/10/14,282.90,ENFORCEMENT - NORTH WEST
800053820,REDFERN TRAVEL LTD,1382727,1,438.20,PUBLIC TRANSPORT,30/10/14,438.20,SOUTH EAST AREA TEAM
271014C,JOHN BURKE ASSOCIATES,14-02/13694,1,"1,440.00",PROF FEES-MISCELLANEOUS,30/10/14,"1,440.00",
271014C,JOHN BURKE ASSOCIATES,14-07/14072,1,720.00,PROF FEES-MISCELLANEOUS,30/10/14,720.00,
271014C,JOHN BURKE ASSOCIATES,14-07/14147,1,"1,440.00",PROF FEES-MISCELLANEOUS,30/10/14,"1,440.00",
271014C,JOHN BURKE ASSOCIATES,14-08/14197,1,720.00,PROF FEES-MISCELLANEOUS,30/10/14,720.00,
271014C,JOHN BURKE ASSOCIATES,14-08/14299,1,"1,800.00",PROF FEES-MISCELLANEOUS,30/10/14,"1,800.00",
271014C,JOHN BURKE ASSOCIATES,14-09/14416,1,"1,920.00",PROF FEES-MISCELLANEOUS,30/10/14,"1,920.00",
271014C,KIER BUILDING SERV ENGINEERS==,14031075,1,"16,460.05",STRATEGIC (CYCLICAL),30/10/14,"16,460.05",ACCOM BUDGET HOLDING A/C
271014C,SOUTHERN ASBESTOS SERVICES LTD,218910,1,"14,500.00",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,"14,500.00",
271014C,ASBESTOS FIRST================,2344/R12560,1,"8,910.00",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,"9,060.00",
271014C,ASBESTOS FIRST================,2344/R12560,2,150.00,DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,,
271014C,ASBESTOS FIRST================,23442/R12566,1,"5,997.00",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,"5,997.00",
271014C,B NOKES CONTRACTS LTD,2436,1,"9,722.00",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,"11,922.00",
271014C,B NOKES CONTRACTS LTD,2436,2,"2,200.00",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,,
271014C,B NOKES CONTRACTS LTD,2454,1,"2,560.00",STRATEGIC (NON CYCLICAL),30/10/14,"2,560.00",BARKING FIRE STATION
271014C,B NOKES CONTRACTS LTD,2455,1,"4,600.00",STRATEGIC (NON CYCLICAL),30/10/14,"4,600.00",BARKING FIRE STATION
271014C,B NOKES CONTRACTS LTD,2456,1,"4,422.50",STRATEGIC (NON CYCLICAL),30/10/14,"4,422.50",DOWGATE FIRE STATION
271014C,B NOKES CONTRACTS LTD,2457,1,"4,192.50",STRATEGIC (NON CYCLICAL),30/10/14,"4,192.50",HAINAULT FIRE STATION
271014C,B NOKES CONTRACTS LTD,2458,1,"7,050.50",STRATEGIC (NON CYCLICAL),30/10/14,"7,050.50",HOMERTON FIRE STATION
271014C,B NOKES CONTRACTS LTD,2459,1,"4,600.00",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,"4,600.00",
271014C,B NOKES CONTRACTS LTD,2460,1,"5,434.25",PURCHASES-COMPUTER/EQUIPMENT,30/10/14,"5,434.25",
271014C,B NOKES CONTRACTS LTD,2461,1,"4,600.00",PURCHASES-COMPUTER/EQUIPMENT,30/10/14,"4,600.00",
271014C,B NOKES CONTRACTS LTD,2462,1,"1,967.00",STRATEGIC (NON CYCLICAL),30/10/14,"1,967.00",ROMFORD FIRE STATION
271014C,B NOKES CONTRACTS LTD,2463,1,"3,882.50",STRATEGIC (NON CYCLICAL),30/10/14,"3,882.50",WALTHAMSTOW FS
271014C,BRISTOL UNIFORMS LTD==========,266899,1,"3,600.47",CLOTHING,30/10/14,"3,600.47",CENTRAL DEPARTMENT ACCOUNT
800054088,ADECCO UK LIMITED=============,26926726,1,708.80,FRS STAFF AGENCY,30/10/14,708.80,MOBILISING
800054023,ADECCO UK LIMITED=============,26934345,1,"1,076.80",FRS STAFF AGENCY,30/10/14,"1,076.80",TSS MANAGEMENT
271014C,BRISTOL UNIFORMS LTD==========,269949,1,"3,708.01",CLOTHING,30/10/14,"3,708.01",CENTRAL DEPARTMENT ACCOUNT
241014C,BRISTOL UNIFORMS LTD==========,273073,1,748.44,CLOTHING,30/10/14,748.44,CLOTHING/VEHICLE INSURANCE
241014C,BRISTOL UNIFORMS LTD==========,273074,1,"3,933.39",CLOTHING,30/10/14,"3,933.39",CLOTHING/VEHICLE INSURANCE
241014C,BRISTOL UNIFORMS LTD==========,273075,1,"197,575.56",CLOTHING,30/10/14,"197,575.56",CLOTHING/VEHICLE INSURANCE
241014C,BRISTOL UNIFORMS LTD==========,276373,1,748.42,CLOTHING,30/10/14,748.42,CLOTHING/VEHICLE INSURANCE
241014C,BRISTOL UNIFORMS LTD==========,276374,1,"3,933.39",CLOTHING,30/10/14,"3,933.39",CLOTHING/VEHICLE INSURANCE
241014C,BRISTOL UNIFORMS LTD==========,276375,1,"197,575.56",CLOTHING,30/10/14,"197,575.56",CLOTHING/VEHICLE INSURANCE
241014C,SAFEQUIP LTD==================,32584,1,243.00,CLOTHING,30/10/14,"1,276.95",OPERATIONAL TACTICS
241014C,SAFEQUIP LTD==================,32584,2,796.50,CLOTHING,30/10/14,,OPERATIONAL TACTICS
241014C,SAFEQUIP LTD==================,32584,3,229.50,CLOTHING,30/10/14,,OPERATIONAL TACTICS
241014C,SAFEQUIP LTD==================,32584,4,7.95,CLOTHING,30/10/14,,OPERATIONAL TACTICS
271014C,WALKER CONSTRUCTION (UK) LIMIT,34529,1,"6,123.74",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,"6,123.74",
221014C,OPEN UNIVERSITY===============,392036,1,"1,015.00",PROFESSIONAL DEVELOPMENT,30/10/14,"1,015.00",YOUNG FIREFIGHTER SCHEME
271014C,CK DIRECT,4161,1,"8,265.00",STRATEGIC (NON CYCLICAL),30/10/14,"8,265.00",BARKING FIRE STATION
231014E,FOCUS & VISION TECHNOLOGY LTD,42728,1,914.00,MEDICAL EXPENSES CONTRACT,30/10/14,914.00,HR CENTRALLY HELD BUDGETS
231014E,FOCUS & VISION TECHNOLOGY LTD,42789,1,266.28,MEDICAL EXPENSES CONTRACT,30/10/14,266.28,HR CENTRALLY HELD BUDGETS
241014C,FOCUS & VISION TECHNOLOGY LTD,42835,1,565.26,MEDICAL EXPENSES CONTRACT,30/10/14,565.26,HR CENTRALLY HELD BUDGETS
271014C,FAHEY BUILDERS LTD============,5241,1,"1,967.00",STRATEGIC (NON CYCLICAL),30/10/14,"9,835.00",BEXLEY FS
271014C,FAHEY BUILDERS LTD============,5241,2,"1,967.00",STRATEGIC (NON CYCLICAL),30/10/14,,BECKENHAM FS
271014C,FAHEY BUILDERS LTD============,5241,3,"1,967.00",STRATEGIC (NON CYCLICAL),30/10/14,,CROYDON FS
271014C,FAHEY BUILDERS LTD============,5241,4,"1,967.00",STRATEGIC (NON CYCLICAL),30/10/14,,ERITH FS
271014C,FAHEY BUILDERS LTD============,5241,5,"1,967.00",STRATEGIC (NON CYCLICAL),30/10/14,,FOREST HILL FS
271014C,FAHEY BUILDERS LTD============,5242,1,"4,610.00",STRATEGIC (NON CYCLICAL),30/10/14,"4,610.00",STOKE NEWINGTON FIRE STATION
271014C,FAHEY BUILDERS LTD============,5243,1,"8,665.00",STRATEGIC (NON CYCLICAL),30/10/14,"8,665.00",STOKE NEWINGTON FIRE STATION
271014C,CORE SURVEYSLTD===============,5833,1,"1,981.50",DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,"1,981.50",
271014C,URS SCOTT WILSON LIMITED,5988933,1,"1,577.54",PROF FEES-MISCELLANEOUS,30/10/14,"1,577.54",
271014C,URS SCOTT WILSON LIMITED,6023400,1,708.39,PROF FEES-MISCELLANEOUS,30/10/14,708.39,
241014C,CHANGING YOUNG MINDS,7/15/20/10/14,1,150.00,GENERAL,30/10/14,600.00,LIFE LFB FUNDED PROJECTS
241014C,CHANGING YOUNG MINDS,7/15/20/10/14,2,150.00,GENERAL,30/10/14,,LIFE LFB FUNDED PROJECTS
241014C,CHANGING YOUNG MINDS,7/15/20/10/14,3,150.00,GENERAL,30/10/14,,LIFE LFB FUNDED PROJECTS
241014C,CHANGING YOUNG MINDS,7/15/20/10/14,4,150.00,GENERAL,30/10/14,,LIFE LFB FUNDED PROJECTS
271014C,H & V HEATING & VENTILATING==,7479/0910/JE,1,925.18,DEVELOPMENT  EXPENSES-CONTRACT,30/10/14,925.18,
141014G,COLLEGE OF POLICING,90019748,1,450.00,PROFESSIONAL DEVELOPMENT,30/10/14,450.00,CBRN RRT
201014G,DRAEGER SAFETY UK LIMITED=====,90459711,1,319.59,TELEMETRY MAINTENANCE,30/10/14,319.59,PROTECTIVE EQUIPMENT GROUP
101014G,CAPITA SECURE INFO SOLUTIONS,93939076,1,"53,214.26",CAMS CONTRACT,30/10/14,"53,214.26",C & M SERVICE TEAM
101014G,CAPITA SECURE INFO SOLUTIONS,93939084,1,"1,312.50",CAMS CONTRACT,30/10/14,"1,312.50",C & M SERVICE TEAM
101014G,CAPITA SECURE INFO SOLUTIONS,93939128,1,"13,682.62",CAMS CONTRACT,30/10/14,"13,682.62",C & M SERVICE TEAM
231014E,SURVITEC SERVICE &DISTRIBUTION,CD30798237,1,"1,436.00",PURCHASE,30/10/14,"1,436.00",PROTECTIVE EQUIPMENT GROUP
271014C,KIER BUILDING SERV ENGINEERS==,F00050561,1,"1,672.28",STRATEGIC (NON CYCLICAL),30/10/14,"1,672.28",WIMBLEDON FIRE STATION
271014C,KIER BUILDING SERV ENGINEERS==,F00051052,1,"1,790.00",STRATEGIC (CYCLICAL),30/10/14,"1,790.00",ERITH FS
271014C,KIER BUILDING SERV ENGINEERS==,F00051054,1,"1,918.54",STRATEGIC (NON CYCLICAL),30/10/14,"1,918.54",UNION STREET HQ HOLDING A/C
211014E,HALL FUELS,I07080826,1,"3,117.30",FUEL,30/10/14,"3,117.30",FINCHLEY FS
271014C,PURDY CONTRACTS LTD,IN236236,1,"1,868.84",STRATEGIC (NON CYCLICAL),30/10/14,"1,868.84",CROYDON FS
101014G,BLUESKY SHAREPOINT CONSULTING,INV-1410,1,425.00,CONSULTANTS,30/10/14,425.00,NATL OPERATIONAL GUIDANCE PROJ
271014C,SAM CARE,LFB01SC1415,1,"4,960.59",ADVERTISING,30/10/14,"4,960.59",HR CENTRALLY HELD BUDGETS
231014E,SPECIALIST COMPUTER CENTRES===,OP/L898624,1,272.15,ACQUISITIONS,30/10/14,310.78,I&CT CONTRACT & ASSET MANGMNT
231014E,SPECIALIST COMPUTER CENTRES===,OP/L898624,2,1.51,ACQUISITIONS,30/10/14,,I&CT CONTRACT & ASSET MANGMNT
231014E,SPECIALIST COMPUTER CENTRES===,OP/L898624,3,13.92,ACQUISITIONS,30/10/14,,I&CT CONTRACT & ASSET MANGMNT
231014E,SPECIALIST COMPUTER CENTRES===,OP/L898624,4,23.20,ACQUISITIONS,30/10/14,,I&CT CONTRACT & ASSET MANGMNT
201014G,SPECIALIST COMPUTER CENTRES===,OP/L911101,1,"1,448.10",ACQUISITIONS,30/10/14,"1,448.10",I&CT CONTRACT & ASSET MANGMNT
161014E,SECURITAS SECURITY SERVICES LT,S-SIN0270485,1,"86,313.60",GENERAL,30/10/14,"86,313.60",BUSINESS CONTINUITY
161014E,SECURITAS SECURITY SERVICES LT,S-SIN0270487,1,"142,855.61",GENERAL,30/10/14,"142,855.61",EMERGENCY FIRE CREW CAPABILITY
