Invoice Number, Batch No,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
3128,800107327,GRADIENT CONSULTANTS LLP,3128,66,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,67,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,68,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,69,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,70,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,71,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,72,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,73,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,74,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,75,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,76,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,77,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,78,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,79,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,80,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,81,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,82,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,83,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,84,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,85,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,86,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,87,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,88,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,89,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,90,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,91,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,92,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,93,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,94,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,95,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,96,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,97,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,98,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,99,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,100,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,101,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,102,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,103,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3128,800107327,GRADIENT CONSULTANTS LLP,3128,104,11.54,PLANNED ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3130622,271117K,CIPFA BUSINESS,3130622,1,590.00,PROFESSIONAL DEVELOPMENT,30/11/17,590.00,Development and Training,Human Resources
3147,800107292,GRADIENT CONSULTANTS LLP,3147,1,475.00,REACTIVE ASBESTOS,30/11/17,"2,890.00",Technical and Service Support,Works - Construction
3147,800107292,GRADIENT CONSULTANTS LLP,3147,2,365.00,REACTIVE ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3147,800107292,GRADIENT CONSULTANTS LLP,3147,3,90.00,REACTIVE ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3147,800107292,GRADIENT CONSULTANTS LLP,3147,4,475.00,REACTIVE ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3147,800107292,GRADIENT CONSULTANTS LLP,3147,5,665.00,REACTIVE ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3147,800107292,GRADIENT CONSULTANTS LLP,3147,6,255.00,REACTIVE ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3147,800107292,GRADIENT CONSULTANTS LLP,3147,7,90.00,REACTIVE ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3147,800107292,GRADIENT CONSULTANTS LLP,3147,8,475.00,REACTIVE ASBESTOS,30/11/17,,Technical and Service Support,Works - Construction
3174,221117K,GRADIENT CONSULTANTS LLP,3174,1,500.00,REACTIVE SMALL WORKS AND PROJ,30/11/17,500.00,Technical and Service Support,Works - Construction
3175,221117K,GRADIENT CONSULTANTS LLP,3175,1,625.00,REACTIVE SMALL WORKS AND PROJ,30/11/17,625.00,Technical and Service Support,Works - Construction
32352,800107297,ARKAS LIMITED,32352,1,"1,068.13",REACTIVE APPLIANCE BAY DOORS,30/11/17,"1,068.13",Technical and Service Support,Works - Construction
32353,800107315,ARKAS LIMITED,32353,1,410.00,REACTIVE APPLIANCE BAY DOORS,30/11/17,410.00,Technical and Service Support,Works - Construction
32354,800107298,ARKAS LIMITED,32354,1,"1,479.75",REACTIVE APPLIANCE BAY DOORS,30/11/17,"1,479.75",Technical and Service Support,Works - Construction
32355,800107299,ARKAS LIMITED,32355,1,358.00,REACTIVE APPLIANCE BAY DOORS,30/11/17,358.00,Technical and Service Support,Works - Construction
32356,800107316,ARKAS LIMITED,32356,1,"1,168.13",REACTIVE APPLIANCE BAY DOORS,30/11/17,"1,168.13",Technical and Service Support,Works - Construction
32357,800107306,ARKAS LIMITED,32357,1,"1,423.92",REACTIVE APPLIANCE BAY DOORS,30/11/17,"1,423.92",Technical and Service Support,Works - Construction
32358,800107307,ARKAS LIMITED,32358,1,340.00,REACTIVE APPLIANCE BAY DOORS,30/11/17,340.00,Technical and Service Support,Works - Construction
3572,231117K,B NOKES CONTRACTS LTD,3572,1,"9,962.00",REACTIVE SMALL WORKS AND PROJ,30/11/17,"9,962.00",Technical and Service Support,Works - Construction
359981,241117K,HUNTERS CONTRACTS LIMITED,359981,1,562.48,OFFICE FURNITURE,30/11/17,562.48,HR Management,Furniture & Soft Furnishings
359982,241117K,HUNTERS CONTRACTS LIMITED,359982,1,259.80,OFFICE FURNITURE,30/11/17,259.80,Fire Stations (South West),Furniture & Soft Furnishings
359984,241117K,HUNTERS CONTRACTS LIMITED,359984,1,649.50,OFFICE FURNITURE,30/11/17,649.50,Fire Stations (North East),Furniture & Soft Furnishings
359985,241117K,HUNTERS CONTRACTS LIMITED,359985,1,421.86,OFFICE FURNITURE,30/11/17,421.86,Fire Stations (North West),Furniture & Soft Furnishings
36059,221117K,WALKER CONSTRUCTION (UK) LIMIT,36059,1,"63,745.00",DEVELOPMENT  EXPENSES-CONTRACT,30/11/17,"63,745.00",Technical and Service Support, 
37235,231117K,DELTOR COMMUNICATIONS LTD.===,37235,1,397.00,GENERAL CONSUMABLES,30/11/17,397.00,Procurement,Emergency Services
3780063938,221117K,COMPUTACENTRE,3780063938,1,"3,816.27",MAINTENANCE & SUPPORT,30/11/17,"3,816.27",Information and Communication Technology,ICT
41144,231117K,CLASSIC VIDEO INTERNATIONAL===,41144,1,"1,423.00",PUBLIC RELATIONS,30/11/17,"1,423.00",Communications,Facilities & Management Services
5/12/63,171117K,FIRESAFE CONSULTANTS LIMITED,5/12/63,1,400.00,GENERAL,30/11/17,400.00,Central Finance,Consultancy
5993,231117K,CARPETS & FLOOR COVERS DIRECT,5993,1,"1,369.10",REACTIVE SMALL WORKS AND PROJ,30/11/17,"1,369.10",Technical and Service Support,Works - Construction
6019-10,221117K,ACTIVE EPROC SOLUTIONS LTD,6019-10,1,"2,610.99",CONSULTANTS,30/11/17,"2,610.99",Procurement,Consultancy
64307,800106871,G BURLEY & SONS LTD,64307,1,23.07,GROUNDS MAINTENANCE,30/11/17,"1,900.80",Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,2,42.97,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,3,9.47,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,4,11.79,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,5,9.24,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,6,9.71,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,7,11.00,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,8,11.95,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,9,22.04,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,10,27.21,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,11,37.17,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,12,182.28,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,13,8.33,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,14,13.11,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,15,7.60,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,16,5.56,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,17,8.78,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,18,12.70,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,19,11.82,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,20,7.37,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,21,31.06,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,22,15.28,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,23,8.61,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,24,10.92,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,25,10.01,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,26,12.03,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,27,14.96,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,28,10.42,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,29,4.67,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,30,18.46,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,31,54.68,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,32,13.77,PLANNED GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,33,3.33,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,34,7.30,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,35,19.15,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,36,13.89,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,37,18.19,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,38,8.79,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,39,13.21,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,40,20.83,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,41,28.28,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,42,22.75,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,43,25.31,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,44,23.28,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,45,25.68,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,46,15.44,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,47,56.95,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,48,9.68,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,49,20.77,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,50,13.54,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,51,18.33,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,52,3.01,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,53,44.61,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,54,1.51,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,55,23.07,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,56,15.63,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,57,59.11,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,58,20.07,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,59,37.25,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,60,7.07,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,61,12.39,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,62,9.05,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,63,22.82,PLANNED GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,64,9.78,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,65,7.23,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,66,24.77,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,67,14.17,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,68,10.20,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,69,29.50,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,70,23.36,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,71,12.77,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,72,42.74,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,73,5.32,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,74,9.99,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,75,23.40,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,76,17.87,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,77,32.59,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,78,2.92,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,79,8.20,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,80,11.27,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,81,10.68,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,82,26.79,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,83,1.69,PLANNED GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,84,21.17,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,85,24.92,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,86,12.03,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,87,20.89,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,88,15.30,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,89,34.48,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,90,55.00,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,91,11.63,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,92,49.26,PLANNED GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,93,6.03,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,94,10.92,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,95,6.50,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,96,8.12,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64307,800106871,G BURLEY & SONS LTD,64307,97,0.98,PLANNED GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,1,59.62,GROUNDS MAINTENANCE,30/11/17,"4,514.54",Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,2,46.49,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,3,13.43,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,4,26.24,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,5,51.36,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,6,39.77,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,7,20.15,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,8,55.14,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,9,95.13,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,10,23.77,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,11,121.71,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,12,42.63,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,13,2.19,PLANNED GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,14,46.23,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,15,82.72,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,16,34.37,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,17,65.49,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,18,12.37,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,19,26.31,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,20,69.13,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,21,24.29,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,22,26.77,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,23,54.12,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,24,10.39,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,25,30.66,PLANNED GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,26,30.92,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,27,46.35,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,28,34.78,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,29,21.77,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,30,16.24,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,31,22.71,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,32,29.41,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
64308,800106872,G BURLEY & SONS LTD,64308,33,11.84,GROUNDS MAINTENANCE,30/11/17,,Technical and Service Support,Works - Construction
