Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
ALLSTAR BUSINESS SOLUTIONS LTD,800056171,E2003941920,98,33.58,FUEL,22/12/2014,,Mobilising,Vehicle Management
NCC SERVICES LTD==============,171214C,E879436,1,845,MAINTENANCE & SUPPORT,22/12/2014,845,Information and Communication Technology,ICT
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,1,320.86,STRATEGIC (CYCLICAL),22/12/2014,"4,444.53",Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,2,375.31,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,3,109.87,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,4,110,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,5,716.55,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,6,465.41,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,7,264.58,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,8,110.12,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,9,180.95,STRATEGIC (CYCLICAL),22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,10,50.26,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,11,212.42,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,12,"1,322.59",STRATEGIC (CYCLICAL),22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,13,98.49,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,14,82.5,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
KIER BUILDING SERV ENGINEERS==,171214C,F00051653,15,24.62,STRATEGIC (CYCLICAL),22/12/2014,,Technical and Service Support,"Works - Construction, R&M"
WM ENGINEERING SERVICES LTD===,171214C,I-4802,1,290.45,TACTICAL DAY TO DAY,22/12/2014,290.45,Technical And Service Support,"Works - Construction, R&M"
WM ENGINEERING SERVICES LTD===,171214C,I-4823,1,439.37,TACTICAL DAY TO DAY,22/12/2014,439.37,Technical And Service Support,"Works - Construction, R&M"
BABCOCK CIVIL INFRASTRUCTURE,081214C,II5000833,1,"1,511.64",REFRESHMENTS,22/12/2014,"1,511.64",Mobilising,"Works - Construction, R&M"
SKYGUARD LTD,081214C,INV10246,1,"1,701.70",OPERATIONAL EQUIP-PURCHASE,22/12/2014,"1,701.70",Regulatory Fire Safety,Fire & Rescue
QA LIMITED,161214G,ISL125013,1,"10,000.00",PROFESSIONAL DEVELOPMENT,22/12/2014,"10,000.00",Information and Communication Technology,Human Resources
E&S B DAVIS LTD,161214E,LTD/53027,1,360,OPERATIONAL EQUIP-PURCHASE,22/12/2014,360,Operations Fire Stations,Environmental Services
E&S B DAVIS LTD,161214E,LTD/53067,1,540,OPERATIONAL EQUIP-PURCHASE,22/12/2014,540,Operations Fire Stations,Environmental Services
COFELY WORKPLACE LIMITED,171214C,M129758,1,643.85,STRATEGIC (NON CYCLICAL),22/12/2014,643.85,Technical and Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M130119,1,"1,290.65",STRATEGIC (NON CYCLICAL),22/12/2014,"1,290.65",Technical and Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M130235,1,"1,770.88",STRATEGIC (NON CYCLICAL),22/12/2014,"1,770.88",Technical and Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M130236,1,385,STRATEGIC (NON CYCLICAL),22/12/2014,385,Technical and Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,1,253,TACTICAL DAY TO DAY,22/12/2014,"5,163.68",Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,2,231,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,3,566.5,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,4,194.48,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,5,33.48,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,6,777.26,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,7,23.58,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,8,451,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,9,283.11,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,10,190.36,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,11,143.02,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,12,106.36,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,13,294.8,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,14,655.6,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,15,186.63,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,16,308,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,17,41.3,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,18,384.75,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,19,19.88,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132155,20,19.57,TACTICAL DAY TO DAY,22/12/2014,,Technical And Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M1325580,1,"1,215.85",STRATEGIC (NON CYCLICAL),22/12/2014,"1,215.85",Technical and Service Support,"Works - Construction, R&M"
COFELY WORKPLACE LIMITED,171214C,M132585,1,"1,490.82",STRATEGIC (CYCLICAL),22/12/2014,"1,490.82",Technical and Service Support,"Works - Construction, R&M"
OAK TELECOM LTD===============,161214E,M44730,1,480,MAINTENANCE & SUPPORT,22/12/2014,480,Information and Communication Technology,ICT
ESTEEM SYSTEMS LTD============,101214C,OP/I081460,1,850,PURCHASES-COMPUTER/EQUIPMENT,22/12/2014,850,Information and Communication Technology,ICT
ESTEEM SYSTEMS LTD============,101214C,OP/I081484,1,"2,550.00",MAINTENANCE & SUPPORT,22/12/2014,"2,550.00",Information and Communication Technology,ICT
PHOENIX SOFTWARE LTD==========,171214C,OP/I742773,1,"10,000.00",PROF FEES-SOFTWARE CONSULTANTS,22/12/2014,"16,000.00",Information and Communication Technology,ICT
PHOENIX SOFTWARE LTD==========,171214C,OP/I742773,2,"5,000.00",PROF FEES-SOFTWARE CONSULTANTS,22/12/2014,,Information and Communication Technology,ICT
PHOENIX SOFTWARE LTD==========,171214C,OP/I742773,3,"1,000.00",PROF FEES-SOFTWARE CONSULTANTS,22/12/2014,,Information and Communication Technology,ICT
HUNTER LODGE==================,161214G,SI-05645,1,960,ADVERTISING,22/12/2014,960,Procurement,Facilities & Management S
BRITISH TELECOM===============,161214E,VP71179080M20901&E,1,"3,294.83",CALL CHARGES,22/12/2014,"99,313.16",Information and Communication Technology,ICT
BRITISH TELECOM===============,161214E,VP71179080M20901&E,2,"96,018.33",OFFICE EQUIPMENT,22/12/2014,,Information and Communication Technology,ICT
SPEAKERS TRUST,171214C,WEB/004207,1,"1,650.00",GENERAL,22/12/2014,"1,650.00",LIFE - LFB Funded,Human Resources
LONDON BOROUGH OF MERTON,171214C,ZZ3075Z623,1,"1,048.58",DAY TO DAY MINOR IMPS,22/12/2014,"1,048.58",Property PFI,Statutory Bodies
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,1,"508,853.87",VEHICLES,23/12/2014,"711,771.95",Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,2,969.02,VEHICLES,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,3,165.72,MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,4,472.33,MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,5,"2,286.72",MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,6,"1,504.47",MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,7,262.73,MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,8,"8,115.90",MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,9,"44,970.80",LOST & NFWT OPS EQUIPMENT,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,10,"142,746.71",VEHICLES NWFT,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014292,11,"1,423.68",ACCIDENT REPAIRS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,1,"146,892.18",VEHICLES,23/12/2014,"579,983.71",Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,2,"388,204.41",VEHICLES,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,3,"10,378.87",LOST & NFWT OPS EQUIPMENT,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,4,"5,534.75",VEHICLES NWFT,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,5,"7,433.59",ACCIDENT REPAIRS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,6,124.29,MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,7,"3,620.64",MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,8,"2,142.73",MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,9,262.73,MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,10,"10,613.10",MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,11,510.12,MODIFICATIONS,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,12,"1,399.94",VEHICLES,23/12/2014,,Procurement,Consultancy
BABCOCK CRITICAL SERVICES LTD,902479,SIMP014293,13,"2,866.36",ACCIDENT REPAIRS,23/12/2014,,Procurement,Consultancy
WOLF SAFETY LAMP CO LTD=======,181214E,25680,1,"3,870.00",GENERAL CONSUMABLES,24/12/2014,"3,870.00",Procurement,Fire & Rescue
ADVANCED FURNITURE============,081214C,62218,1,675,OFFICE FURNITURE,24/12/2014,675,Operations Fire Stations,Furniture
ADVANCED FURNITURE============,151214C,66256,1,"1,080.00",OFFICE FURNITURE,24/12/2014,"1,080.00",Operations Fire Stations,Furniture
SYNERGY HEALTH LAB SERVICE LTD,191214C,116324,1,349,DRUG & ALCOHOL TESTS,24/12/2014,349,HR Excluding Secondments,Healthcare
CORONA ENERGY RETAIL 4 LTD,140903,973911141,1,851.18,GAS,24/12/2014,"15,007.07",Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,2,6.9,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,3,308.63,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,4,866.17,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,5,646.86,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,6,668.99,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,7,575.3,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,8,525.79,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,9,359,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,10,587.99,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,11,376.77,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,12,227.91,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,13,168.37,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,14,507.04,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,15,818.33,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,16,995.16,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,17,588.92,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,18,417.31,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,19,969.8,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,20,57.82,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,21,56.32,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,22,30.37,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,23,156.6,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,24,860.38,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,25,765.95,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,26,460.42,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,27,648.11,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,28,412.77,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,29,208.24,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140903,973911141,30,883.67,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,1,469.22,GAS,24/12/2014,"17,554.21",Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,2,"1,257.48",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,3,922.16,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,4,318.16,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,5,391.29,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,6,449,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,7,753.6,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,8,597.66,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,9,"1,084.68",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,10,254.02,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,11,639.94,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,12,645.04,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,13,314.62,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,14,28.45,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,15,748,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,16,50.72,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,17,540.85,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,18,520.7,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,19,213.31,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,20,454.17,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,21,498.07,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,22,"1,030.67",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,23,36.24,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,24,456.83,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,25,347.02,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,26,523.11,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,27,673.86,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,28,557.73,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,29,591.67,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,30,816.47,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,31,734.33,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140904,973911142,32,635.14,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,1,218.19,GAS,24/12/2014,"22,616.68",Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,2,368.88,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,3,391.14,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,4,386.99,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,5,596.38,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,6,111,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,7,718.45,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,8,397.03,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,9,"2,168.73",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,10,485.91,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,11,106.94,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,12,259.82,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,13,"1,055.16",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,14,728.24,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,15,768.02,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,16,"2,016.82",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,17,437.03,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,18,"1,236.30",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,19,340.28,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,20,942.99,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,21,259.24,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,22,372.18,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,23,435.19,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,24,891.78,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,25,415.4,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,26,"1,914.11",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,27,522.24,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,28,792.56,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,29,538.26,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,30,"1,174.16",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,31,486.52,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,32,619.05,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140905,973911143,33,461.69,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,1,475.11,GAS,24/12/2014,"20,227.85",Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,2,"1,115.45",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,3,"1,376.49",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,4,646.64,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,5,303.14,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,6,"1,028.29",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,7,513.79,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,8,163.4,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,9,"2,511.57",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,10,627.89,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,11,69.3,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,12,893.38,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,13,522.82,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,14,"1,639.24",GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,15,411.97,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,16,9,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,17,673.92,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,18,742,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,19,392.06,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,20,57.11,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,21,549.17,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,22,376.7,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,23,671.78,GAS,24/12/2014,,Technical And Service Support,Utilities
CORONA ENERGY RETAIL 4 LTD,140906,973911144,24,503.56,GAS,24/12/2014,,Technical And Service Support,Utilities
