Invoice Number, Batch Number,Vendor Name, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,24,60.84,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,25,258.00,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,26,987.20,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,27,60.52,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,28,338.69,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,29,379.90,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,30,164.77,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,31,101.49,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,32,97.13,GAS,11/26/18,,Technical and Service Support,Utilities
1354010182,142478,CORONA ENERGY RETAIL 4 LTD,33,97.93,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,1,100.70,GAS,11/26/18,"13,676.75",Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,2,120.39,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,3,143.91,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,4,171.50,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,5,173.00,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,6,193.74,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,7,185.75,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,8,160.70,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,9,112.71,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,10,244.84,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,11,254.06,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,12,576.09,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,13,69.20,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,14,285.68,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,15,317.85,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,16,246.84,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,17,414.41,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,18,257.04,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,19,655.54,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,20,529.95,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,21,284.42,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,22,284.63,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,23,58.25,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,24,381.53,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,25,51.46,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,26,"2,493.88",GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,27,295.89,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,28,124.93,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,29,61.69,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,30,278.36,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,31,683.28,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,32,322.66,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,33,643.10,GAS,11/26/18,,Technical and Service Support,Utilities
1354010183,142479,CORONA ENERGY RETAIL 4 LTD,34,"2,498.77",GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,1,280.04,GAS,11/26/18,"13,093.83",Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,2,789.51,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,3,190.34,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,4,120.05,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,5,449.21,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,6,58.76,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,7,89.24,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,8,172.82,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,9,338.94,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,10,223.12,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,11,66.58,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,12,555.42,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,13,443.11,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,14,652.57,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,15,602.23,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,16,"1,284.65",GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,17,464.86,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,18,628.29,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,19,"1,048.36",GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,20,289.13,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,21,39.37,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,22,56.02,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,23,939.20,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,24,126.40,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,25,492.17,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,26,310.82,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,27,48.74,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,28,349.98,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,29,348.93,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,30,562.04,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,31,621.51,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,32,107.53,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,33,72.75,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,34,90.49,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,35,92.35,GAS,11/26/18,,Technical and Service Support,Utilities
1354010184,142480,CORONA ENERGY RETAIL 4 LTD,36,88.30,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,1,408.01,GAS,11/26/18,"12,531.39",Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,2,489.86,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,3,311.19,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,4,347.66,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,5,"1,274.67",GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,6,159.77,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,7,114.80,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,8,71.92,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,9,192.87,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,10,62.30,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,11,396.48,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,12,"1,119.00",GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,13,78.99,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,14,232.44,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,15,156.44,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,16,441.58,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,17,535.05,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,18,320.02,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,19,103.00,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,20,94.31,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,21,449.32,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,22,318.83,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,23,592.84,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,24,257.64,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,25,634.52,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,26,99.22,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,27,93.62,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,28,438.08,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,29,550.30,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,30,520.28,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,31,630.86,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,32,512.41,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,33,160.89,GAS,11/26/18,,Technical and Service Support,Utilities
1354010185,142481,CORONA ENERGY RETAIL 4 LTD,34,362.22,GAS,11/26/18,,Technical and Service Support,Utilities
14352,121118K,STEELCASE SOUTHEAST LTD,1,690.13,OFFICE FURNITURE,11/26/18,690.13,Information and Communication Technology,Furniture & Soft Furnishings
157,211118K,E&S B DAVIS LTD,1,295.00,OPERATIONAL EQUIP-PURCHASE,11/26/18,295.00,Fire Stations (South West),Fire & Rescue
1800042998,800121976,ENGIE,1,301.35,REACTIVE MEP,11/26/18,"53,628.11",Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,2,"1,554.30",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,3,"4,464.81",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,4,"2,909.50",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,5,"1,971.65",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,6,705.52,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,7,275.00,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,8,"2,955.54",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,9,"1,420.10",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,10,311.06,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,11,213.09,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,12,800.30,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,13,57.91,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,14,56.43,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,15,330.00,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,16,653.00,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,17,583.26,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,18,92.00,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,19,122.76,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,20,595.79,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,21,244.95,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,22,414.05,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,23,121.21,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,24,146.12,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,25,310.86,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,26,137.67,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,27,47.20,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,28,369.00,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,29,173.47,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,30,195.47,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,31,866.10,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,32,140.51,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,33,71.67,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,34,189.97,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,35,230.40,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,36,341.29,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,37,781.67,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,38,179.45,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,39,10.90,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,40,146.90,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,41,"1,846.90",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,42,577.50,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,43,69.48,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,44,72.79,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,45,319.12,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,46,"1,402.50",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,47,664.38,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,48,"1,230.44",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,49,350.45,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,50,495.00,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,51,71.67,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,52,82.67,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,53,110.26,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,54,431.48,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,55,537.27,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,56,671.70,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,57,492.03,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,58,234.80,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,59,143.34,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,60,234.80,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,61,569.25,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,62,115.76,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,63,"3,537.70",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,64,225.94,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,65,618.59,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,66,165.26,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,67,107.98,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,68,"1,180.34",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,69,537.27,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,70,189.43,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,71,55.09,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,72,470.33,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,73,34.08,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,74,132.26,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,75,"2,590.83",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,76,215.27,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,77,33.09,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,78,296.54,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,79,87.89,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,80,24.23,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,81,120.15,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,82,184.51,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,83,34.08,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,84,139.13,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,85,620.89,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,86,605.04,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,87,"1,184.56",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,88,355.95,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,89,404.60,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,90,537.27,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,91,808.15,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,92,"1,219.72",REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
1800042998,800121976,ENGIE,93,696.12,REACTIVE MEP,11/26/18,,Technical and Service Support,Works - Construction
19553,211118V,DRON & WRIGHT,1,"10,443.40",CONSULTANTS,11/26/18,"15,721.65",Technical and Service Support,Consultancy
19553,211118V,DRON & WRIGHT,2,"5,278.25",CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,1,37.09,CONSULTANTS,11/26/18,"37,001.79",Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,2,"5,388.31",CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,3,134.28,CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,4,"3,300.26",CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,5,"1,952.70",CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,6,"1,552.49",DISPOSAL COSTS-ESTATES AGENTS,11/26/18,,Technical and Service Support, 
19561,211118V,DRON & WRIGHT,7,"1,318.91",DISPOSAL COSTS-ESTATES AGENTS,11/26/18,,Technical and Service Support, 
19561,211118V,DRON & WRIGHT,8,"2,816.11",CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,9,"4,430.86",CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,10,767.00,CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,11,"3,993.72",CONSULTANTS,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,12,"4,085.96",DISPOSAL COSTS-ESTATES AGENTS,11/26/18,,Technical and Service Support, 
19561,211118V,DRON & WRIGHT,13,317.18,PROFESSIONAL SERVICES,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,14,47.09,PROFESSIONAL SERVICES,11/26/18,,Technical and Service Support,Consultancy
19561,211118V,DRON & WRIGHT,15,"4,096.23",PROF FEES-MISCELLANEOUS,11/26/18,,Technical and Service Support, 
19561,211118V,DRON & WRIGHT,16,"1,815.22",PROF FEES-MISCELLANEOUS,11/26/18,,Technical and Service Support, 
19561,211118V,DRON & WRIGHT,17,948.38,PROF FEES-MISCELLANEOUS,11/26/18,,Technical and Service Support, 
211299,211118K,PAVILION PUBLISHING LTD,1,"1,030.00",PROFESSIONAL DEVELOPMENT,11/26/18,"1,030.00",CPO Delivery,Human Resources
227771,201118K,PREMIER MOVES LTD,1,"1,165.50",HIRE OF FACILITIES,11/26/18,"1,165.50",Technical and Service Support,Facilities & Management Services
246852,201118K,ENVIROGRAF,1,"1,105.05",OPERATIONAL EQUIP-PURCHASE,11/26/18,"1,105.05",Community Safety,Fire & Rescue
253067,211118K,VODAFONE LIMITED,1,"1,015.00",MOBILE PLAN CHARGES,11/26/18,"1,289.87",Information and Communication Technology,ICT
253067,211118K,VODAFONE LIMITED,2,274.87,MOBILE PLAN CHARGES,11/26/18,,Information and Communication Technology,ICT
270918,201118K,ROSALINE SEWELL,1,"1,560.00",CONSULTANTS,11/26/18,"1,560.00",People Services,Consultancy
28367554,191118V,AECOM INFRASTRUCTURE &,1,"13,885.28",PROF FEES-MISCELLANEOUS,11/26/18,"13,885.28",Technical and Service Support, 
2910143659,201118K,DRAEGER SAFETY UK LIMITED,1,10.60,PROTECTIVE EQUIPT - PARTS,11/26/18,477.60,Technical and Service Support,Emergency Services
2910143659,201118K,DRAEGER SAFETY UK LIMITED,2,100.40,PROTECTIVE EQUIPT - PARTS,11/26/18,,Technical and Service Support,Emergency Services
