 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass,
800126390,BANNER GROUP LIMITED,3243725,133,11.08,STATIONERY CONSUMABLES,28/02/19,,Fire Stations (North West),Stationery,
800126390,BANNER GROUP LIMITED,3243725,134,22.20,HYGIENE,28/02/19,,Fire Stations (North West),Cleaning & Janitorial,
800126390,BANNER GROUP LIMITED,3243725,135,1.32,STATIONERY CONSUMABLES,28/02/19,,Fire Stations (North West),Stationery,
800126390,BANNER GROUP LIMITED,3243725,136,3.79,STATIONERY CONSUMABLES,28/02/19,,Fire Stations (North West),Stationery,
800126390,BANNER GROUP LIMITED,3243725,137,7.40,HYGIENE,28/02/19,,Fire Stations (North West),Cleaning & Janitorial,
800126390,BANNER GROUP LIMITED,3243725,138,39.96,STATIONERY CONSUMABLES,28/02/19,,Technical and Service Support,Stationery,
800126390,BANNER GROUP LIMITED,3243725,139,14.00,STATIONERY CONSUMABLES,28/02/19,,Technical and Service Support,Stationery,
800126390,BANNER GROUP LIMITED,3243725,140,37.00,STATIONERY CONSUMABLES,28/02/19,,Technical and Service Support,Stationery,
800126390,BANNER GROUP LIMITED,3243725,141,52.50,STATIONERY CONSUMABLES,28/02/19,,Technical and Service Support,Stationery,
800126390,BANNER GROUP LIMITED,3243725,142,33.30,STATIONERY CONSUMABLES,28/02/19,,Technical and Service Support,Stationery,
800126390,BANNER GROUP LIMITED,3243725,143,10.80,STATIONERY CONSUMABLES,28/02/19,,Technical and Service Support,Stationery,
800126390,BANNER GROUP LIMITED,3243725,144,70.50,STATIONERY CONSUMABLES,28/02/19,,Technical and Service Support,Stationery,
800126390,BANNER GROUP LIMITED,3243725,145,9.06,CONSUMABLES PERIPHERALS,28/02/19,,People Services,ICT,
800126390,BANNER GROUP LIMITED,3243725,146,6.78,STATIONERY CONSUMABLES,28/02/19,,People Services,Stationery,
800126390,BANNER GROUP LIMITED,3243725,147,42.00,PRINTER & PHOTOCOPIER PAPER,28/02/19,,Fire Safety Delivery,Stationery,
800126390,BANNER GROUP LIMITED,3243725,148,119.00,CONSUMABLES PRINTING,28/02/19,,Fire Safety Delivery,ICT,
800126390,BANNER GROUP LIMITED,3243725,149,7.40,HYGIENE,28/02/19,,Fire Safety Delivery,Cleaning & Janitorial,
800126390,BANNER GROUP LIMITED,3243725,150,19.00,STATIONERY CONSUMABLES,28/02/19,,Central Fire Safety,Stationery,
800126390,BANNER GROUP LIMITED,3243725,151,10.02,STATIONERY CONSUMABLES,28/02/19,,Operational Resilience,Stationery,
800126390,BANNER GROUP LIMITED,3243725,152,22.20,HYGIENE,28/02/19,,Central Operations,Cleaning & Janitorial,
800126390,BANNER GROUP LIMITED,3243725,153,515.22,STATIONERY CONSUMABLES,28/02/19,,Firefighter Trainees,Stationery,
800126390,BANNER GROUP LIMITED,3243725,154,515.22,STATIONERY CONSUMABLES,28/02/19,,Firefighter Trainees,Stationery,
800126390,BANNER GROUP LIMITED,3243725,155,60.48,STATIONERY CONSUMABLES,28/02/19,,Procurement,Stationery,
800126390,BANNER GROUP LIMITED,3243725,156,10.50,PRINTER & PHOTOCOPIER PAPER,28/02/19,,Fire Stations (North West),Stationery,
800126390,BANNER GROUP LIMITED,3243725,157,52.50,PRINTER & PHOTOCOPIER PAPER,28/02/19,,Fire Stations (South West),Stationery,
800126390,BANNER GROUP LIMITED,3243725,158,4.24,HYGIENE,28/02/19,,Fire Stations (South West),Cleaning & Janitorial,
800126390,BANNER GROUP LIMITED,3243725,159,7.40,HYGIENE,28/02/19,,Fire Stations (North East),Cleaning & Janitorial,
800126390,BANNER GROUP LIMITED,3243725,160,52.50,PRINTER & PHOTOCOPIER PAPER,28/02/19,,Fire Stations (North West),Stationery,
220219K,ACE VEHICLE SERVICES LIMITED,34,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South West),Fire & Rescue,
150219V,WALKER CONSTRUCTION (UK) LIMIT,36620,1,"6,924.84",DEVELOPMENT  EXPENSES-CONTRACT,28/02/19,"6,924.84",Technical and Service Support,"Works - Construction, R&M",
220219K,ACE VEHICLE SERVICES LIMITED,39,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South West),Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,4,1,295.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,295.00,Fire Stations (North West),Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,40,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South East),Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,41,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South West),Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,42,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South East),Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,43,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South East),Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,44,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South East),Fire & Rescue,
210219V,MITIE SECURITY (LONDON) LTD,44/677098,1,"23,519.42",PREMISES SECURITY,28/02/19,"23,519.42",Technical and Service Support,Facilities & Management Services,
210219K,MITIE SECURITY (LONDON) LTD,44/677928,1,602.36,PREMISES SECURITY,28/02/19,602.36,Technical and Service Support,Facilities & Management Services,
250219O,ACE VEHICLE SERVICES LIMITED,45,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South West),Fire & Rescue,
250219O,AME TEAMWORKS,459-DATAH-LFB,1,285.00,LEARNING SUPPORT,28/02/19,285.00,People Services,Human Resources,
220219K,ACE VEHICLE SERVICES LIMITED,46,1,320.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,320.00,Fire Stations (South West),Fire & Rescue,
250219O,AME TEAMWORKS,461-JT-LFB,1,480.00,LEARNING SUPPORT,28/02/19,480.00,People Services,Human Resources,
220219K,ACE VEHICLE SERVICES LIMITED,49,1,640.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,640.00,Fire Stations (North West),Fire & Rescue,
210219V,BT GLOBAL SERVICES,496861,1,"16,748.67",NETWORK EQUIPMENT & SERVICES,28/02/19,"16,748.67",Information and Communication Technology,ICT,
220219K,ACE VEHICLE SERVICES LIMITED,5,1,295.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,295.00,Fire Stations (South East),Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,51,1,350.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,350.00,Fire Stations (South East),Fire & Rescue,
210219K,HOMEPACK LTD,51624,1,112.80,OPERATIONAL EQUIP-PURCHASE,28/02/19,284.00,Fire Stations (North East),Fire & Rescue,
210219K,HOMEPACK LTD,51624,2,171.20,OPERATIONAL EQUIP-PURCHASE,28/02/19,,Fire Stations (North East),Fire & Rescue,
210219K,FIRE HOSETECH LIMITED,5925,1,254.50,OPERATIONAL EQUIP-PURCHASE,28/02/19,764.00,Technical and Service Support,Fire & Rescue,
210219K,FIRE HOSETECH LIMITED,5925,2,276.05,OPERATIONAL EQUIP-PURCHASE,28/02/19,,Technical and Service Support,Fire & Rescue,
210219K,FIRE HOSETECH LIMITED,5925,3,220.95,OPERATIONAL EQUIP-PURCHASE,28/02/19,,Technical and Service Support,Fire & Rescue,
210219K,FIRE HOSETECH LIMITED,5925,4,12.50,OPERATIONAL EQUIP-PURCHASE,28/02/19,,Technical and Service Support,Fire & Rescue,
220219K,ACE VEHICLE SERVICES LIMITED,6,1,295.00,OPERATIONAL EQUIP-PURCHASE,28/02/19,295.00,Fire Stations (South East),Fire & Rescue,
070219V,CAPITA SECURE INFO SOLUTIONS,6060035869,1,"122,895.71",CAMS CONTRACT,28/02/19,"122,895.71",Information and Communication Technology,ICT,
150219V,CAPITA SECURE INFO SOLUTIONS,6060035970,1,"17,964.25",CAMS CONTRACT,28/02/19,"17,964.25",Information and Communication Technology,ICT,
210219K,CARPETS & FLOOR COVERS DIRECT,6981,1,"3,120.00",REACTIVE SMALL WORKS AND PROJ,28/02/19,"3,120.00",Technical and Service Support,Works - Construction,
210219V,CARPETS & FLOOR COVERS DIRECT,6988,1,"6,120.00",REACTIVE SMALL WORKS AND PROJ,28/02/19,"6,120.00",Technical and Service Support,Works - Construction,
210219V,CARPETS & FLOOR COVERS DIRECT,6989,1,"7,136.00",REACTIVE SMALL WORKS AND PROJ,28/02/19,"7,136.00",Technical and Service Support,Works - Construction,
210219V,THE FULKER CONSULTANCY LIMITED,7196,1,"15,385.59",PROF FEES-MISCELLANEOUS,28/02/19,"15,385.59",Technical and Service Support,Consultancy,
800126688,G BURLEY & SONS LTD,72902,1,8.77,GROUNDS MAINTENANCE,28/02/19,"2,006.60",Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,2,10.91,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,3,39.76,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,4,8.55,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,5,8.98,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,6,10.18,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,7,20.40,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,8,25.18,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,9,34.40,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,10,174.41,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,11,7.71,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,12,12.14,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,13,7.03,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,14,5.14,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,15,8.12,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,16,11.75,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,17,10.94,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,18,6.83,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,19,28.74,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,20,14.14,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,21,7.97,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,22,10.10,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,23,9.26,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,24,11.13,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,25,14.36,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,26,9.64,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,27,40.30,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,28,127.04,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,29,11.03,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,30,27.23,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,31,5.70,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,32,17.61,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,33,50.61,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,34,12.75,PLANNED GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,35,4.32,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,36,3.08,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,37,6.75,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,38,17.73,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,39,12.86,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,40,16.84,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,41,8.14,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,42,12.23,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,43,20.57,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,44,26.17,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,45,21.05,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,46,23.42,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,47,25.01,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,48,23.76,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,49,14.29,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,50,54.01,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,51,9.48,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,52,19.22,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,53,12.53,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,54,10.60,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,55,2.78,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,56,43.88,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,57,22.66,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,58,54.70,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,59,19.21,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,60,34.48,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,61,14.46,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,62,9.66,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,63,11.46,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,64,8.38,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,65,21.12,PLANNED GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,66,9.05,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,67,6.70,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,68,31.53,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,69,13.12,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,70,9.44,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,71,27.30,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,72,22.14,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,73,11.82,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,74,39.55,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,75,9.25,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,76,22.96,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,77,17.32,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,78,31.98,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,79,54.29,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,80,7.59,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,81,10.69,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,82,9.88,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,83,14.16,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,84,31.91,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,85,54.29,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,86,10.76,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,87,45.59,PLANNED GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,88,5.58,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,89,6.32,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,90,6.01,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,91,7.51,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,92,2.47,PLANNED GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126688,G BURLEY & SONS LTD,72902,93,93.73,PLANNED GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,1,37.50,REACTIVE GROUNDS MAINTENANCE,28/02/19,"4,717.68",Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,2,59.62,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,3,95.13,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,4,41.65,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,5,23.77,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,6,121.71,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,7,42.63,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,8,46.23,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,9,82.72,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,10,34.37,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,11,65.49,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,12,12.37,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,13,26.31,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,14,69.13,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,15,24.29,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,16,26.77,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,17,96.91,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,18,10.39,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,19,30.66,PLANNED GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,20,30.92,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,21,49.48,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,22,24.48,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,23,34.78,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,24,42.34,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,25,21.77,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,26,16.24,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,27,22.71,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,28,29.41,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,29,11.84,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,30,56.33,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,31,60.55,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,32,16.92,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,33,7.40,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,34,16.41,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,35,19.57,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,36,22.28,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,37,62.95,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,38,105.54,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,39,131.56,PLANNED GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,40,6.70,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,41,30.14,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,42,46.56,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,43,27.57,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,44,26.77,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,45,53.24,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,46,25.89,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,47,55.22,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,48,18.06,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,49,25.72,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
800126553,G BURLEY & SONS LTD,72907,50,21.60,GROUNDS MAINTENANCE,28/02/19,,Technical and Service Support,Works - Construction,
