Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
KMR/00002,15/03/19,5981.71,TWO LIGHTS OUT IN THE GYM,LFB/HQ,KIER BUILDING SERV ENGINEERS,137.95,1.00,137.95,,
KMR/00002,15/03/19,5981.71,LIGHT OUT IN APPLIANCE BAY,LFB/HQ,KIER BUILDING SERV ENGINEERS,35.64,1.00,35.64,,
KMR/00002,15/03/19,5981.71,IN THE MESS ROOM - THE WASTE FROM THE LEFT HAND SINK IS LEAK,LFB/HQ,KIER BUILDING SERV ENGINEERS,55.33,1.00,55.33,,
KMR/00002,15/03/19,5981.71,THE PULL CORD FOR THE LIGHT IN THE FEMALE TOILET ON THE FIRS,LFB/HQ,KIER BUILDING SERV ENGINEERS,82.70,1.00,82.70,,
KMR/00002,15/03/19,5981.71,SHOWER HAS COME AWAY FROM THE WALL IN THE FF DORM LEFT HAND,LFB/HQ,KIER BUILDING SERV ENGINEERS,51.07,1.00,51.07,,
KMR/00002,15/03/19,5981.71,THERE IS A LIGHT SWITCH IN THE MIDDLE CREW MANAGERS DORM WHI,LFB/HQ,KIER BUILDING SERV ENGINEERS,123.46,1.00,123.46,,
KMR/00002,15/03/19,5981.71,THE STATION HAVE NO HEATING THROUGHOUT THE SITE,LFB/HQ,KIER BUILDING SERV ENGINEERS,260.26,1.00,260.26,,
KMR/00002,15/03/19,5981.71,NO HOT WATER - WHOLE SITE,LFB/HQ,KIER BUILDING SERV ENGINEERS,126.40,1.00,126.40,,
KMR/00002,15/03/19,5981.71,DAMAGED SOCKET IN THE KITCHEN ON THE 1ST FLOOR SOCKET HAS BE,LFB/HQ,KIER BUILDING SERV ENGINEERS,32.16,1.00,32.16,,
KMR/00002,15/03/19,5981.71,3RD FLOOR OFFICES VISTORS TOILET DOESNT FLUSH,LFB/HQ,KIER BUILDING SERV ENGINEERS,279.18,1.00,279.18,,
KMR/00002,15/03/19,5981.71,LAGGING AROUND THE HEATING PIPES IS COMING AWAY AND NEEDS RE,LFB/HQ,KIER BUILDING SERV ENGINEERS,11.08,1.00,11.08,,
KMR/00002,15/03/19,5981.71,1ST FLOOR MALE SHOWER ROOM FURTHEST SHOWER AWAY IS NOT DRAIN,LFB/HQ,KIER BUILDING SERV ENGINEERS,135.96,1.00,135.96,,
KMR/00002,15/03/19,5981.71,LEAK DRIPPING ONTO THE FLOOR FROM THE APPLIANCE BAY.,LFB/HQ,KIER BUILDING SERV ENGINEERS,185.12,1.00,185.12,,
KMR/00002,15/03/19,5981.71,TEMP HEATERS REQUIRED AS REQUESTED BY CLAIRE PAGE,LFB/HQ,KIER BUILDING SERV ENGINEERS,110.26,1.00,110.26,,
KMR/00002,15/03/19,5981.71,SITE HAVE CONFIRMED BAY HEATERS NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,131.74,1.00,131.74,,
KMR/00002,15/03/19,5981.71,BAY HEATER NOT COMING ON-,LFB/HQ,KIER BUILDING SERV ENGINEERS,25.54,1.00,25.54,,
KMR/00002,15/03/19,5981.71,THERE IS A BROKEN TOILET FLUSH IN THE FEMALE SHOWER ROOM ON,LFB/HQ,KIER BUILDING SERV ENGINEERS,199.55,1.00,199.55,,
KMR/00002,15/03/19,5981.71,ELECTRICIAN REQUIRED ON SITE URGENTLY DUE TO PARTIAL POWER L,LFB/HQ,KIER BUILDING SERV ENGINEERS,220.52,1.00,220.52,,
KMR/00002,15/03/19,5981.71,FOLLOWING ON FROM F318904 GENERATOR NEEDS RE FILLING AS ITS,LFB/HQ,KIER BUILDING SERV ENGINEERS,103.08,1.00,103.08,,
KMR/00002,15/03/19,5981.71,THE HEATER IN THE GROUND FLOOR DRYING ROOM IS NOW NOT WORKIN,LFB/HQ,KIER BUILDING SERV ENGINEERS,51.07,1.00,51.07,,
KMR/00002,15/03/19,5981.71,NO CENTRAL HEATING ON SITE,LFB/HQ,KIER BUILDING SERV ENGINEERS,336.33,1.00,336.33,,
KMR/00002,15/03/19,5981.71,POC REPORTS THAT THE GENIE WINDER HAS BEEN FULLY PULLED OUR,LFB/HQ,KIER BUILDING SERV ENGINEERS,82.70,1.00,82.70,,
KMR/00002,15/03/19,5981.71,THE RADIATOR IN THE GND FLOOR MENS TOILET IS NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,42.76,1.00,42.76,,
KMR/00002,15/03/19,5981.71,OFFICES ABOVE LEWISHAM FIRE STATION - SOUTH EAST AREA SUPPOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,106.81,1.00,106.81,,
KMR/00002,15/03/19,5981.71,APPLIANCE BAY HEATERS NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,110.26,1.00,110.26,,
KMR/00002,15/03/19,5981.71,BASEMENT STORE - UNDER THE STAIRS NEAR THE GYM - FLOODING ON,LFB/HQ,KIER BUILDING SERV ENGINEERS,32.49,1.00,32.49,,
KMR/00002,15/03/19,5981.71,MICROWAVE DEFECTIVE - TOUCH PAD ASSEMBLY NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,27.57,1.00,27.57,,
KMR/00002,15/03/19,5981.71,THE LIGHT IN THE WATCH MANAGER OFFICE ROOM TOILET HAS BLOWN,LFB/HQ,KIER BUILDING SERV ENGINEERS,161.87,1.00,161.87,,
KMR/00002,15/03/19,5981.71,FIRE ALARM SYSTEM STARTED TO BUZZ - NOW SHOWING EARTH FAULT.,LFB/HQ,KIER BUILDING SERV ENGINEERS,27.57,1.00,27.57,,
KMR/00002,15/03/19,5981.71,WM ROOM - HOT TAP IS LOOSE AND IN NEED OF TIGHTENING.,LFB/HQ,KIER BUILDING SERV ENGINEERS,71.50,1.00,71.50,,
KMR/00002,15/03/19,5981.71,THE RADIATOR IN LOCKER ROOM 7 (JUNIOR OFFICERS ROOM) IS NOT,LFB/HQ,KIER BUILDING SERV ENGINEERS,53.45,1.00,53.45,,
KMR/00002,15/03/19,5981.71,THERE IS A FAULTY TAP OUTSIDE IN THE YARD - WASH DOWN AREA,LFB/HQ,KIER BUILDING SERV ENGINEERS,129.38,1.00,129.38,,
KMR/00002,15/03/19,5981.71,SEVERAL LIGHTS IN THE PICKING AREA IN THE WAREHOUSE WHICH AR,LFB/HQ,KIER BUILDING SERV ENGINEERS,101.07,1.00,101.07,,
KMR/00002,15/03/19,5981.71,X1 LIGHT OUT IN STSTION OFFICE GROUND FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,55.13,1.00,55.13,,
KMR/00002,15/03/19,5981.71,"EMERGENCY LIGHTING - ITS EITHER ON OR OFF, ITS NOT WORKING C",LFB/HQ,KIER BUILDING SERV ENGINEERS,164.47,1.00,164.47,,
KMR/00002,15/03/19,5981.71,WASTE DIPOSAL UNIT IN THE MESS ROOM IS FAULTY NEEDS REPAIRIN,LFB/HQ,KIER BUILDING SERV ENGINEERS,55.13,1.00,55.13,,
KMR/00002,15/03/19,5981.71,"2 BAY HEATERS HAVE STOPPED WORKING, PLEASE REPAIR.",LFB/HQ,KIER BUILDING SERV ENGINEERS,105.67,1.00,105.67,,
KMR/00002,15/03/19,5981.71,LIGHT OUT OUTSIDE TV ROOM 1ST FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,39.69,1.00,39.69,,
KMR/00002,15/03/19,5981.71,1ST FLOOR - KITCHEN - HOT WATER URN - LED PANEL SAYS FAULT,LFB/HQ,KIER BUILDING SERV ENGINEERS,8.91,1.00,8.91,,
KMR/00002,15/03/19,5981.71,2ND FLOOR - EVALUTIONS - MALE SHOWERS - SHOWER ISNT DRAINING,LFB/HQ,KIER BUILDING SERV ENGINEERS,12.77,1.00,12.77,,
KMR/00002,15/03/19,5981.71,TEA/ HOT WATER URN - NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,8.91,1.00,8.91,,
KMR/00002,15/03/19,5981.71,1X STRIP LIGHT BLOWN IN MESS ROOM- GROUND FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,144.48,1.00,144.48,,
KMR/00002,15/03/19,5981.71,FIRE CURTAIN ISNT WORKING PROPERLY -  NOT DESCENDING ON ALAR,LFB/HQ,KIER BUILDING SERV ENGINEERS,27.57,1.00,27.57,,
KMR/00002,15/03/19,5981.71,BROKEN PLUG SOCKET - MALE DORMITORY - 1ST FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,21.13,1.00,21.13,,
KMR/00002,15/03/19,5981.71,NO HEATING OR HOT WATER,LFB/HQ,KIER BUILDING SERV ENGINEERS,101.09,1.00,101.09,,
KMR/00002,15/03/19,5981.71,THE REAR SHOWER IN THE MALE DORMS ON THE FIRST FLOOR IS LETT,LFB/HQ,KIER BUILDING SERV ENGINEERS,17.82,1.00,17.82,,
KMR/00002,15/03/19,5981.71,LIGHTS OUT IN THE GYM,LFB/HQ,KIER BUILDING SERV ENGINEERS,50.76,1.00,50.76,,
KMR/00002,15/03/19,5981.71,SHOWER HEAD IS BLOCKED,LFB/HQ,KIER BUILDING SERV ENGINEERS,39.93,1.00,39.93,,
KMR/00002,15/03/19,5981.71,RIGHT HAND SINK HOT WATER TAP STUCK AND NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,16.85,1.00,16.85,,
KMR/00002,15/03/19,5981.71,THERE IS NO HOT WATER PRESSURE TO THE WATCH MANAGERS BATHROO,LFB/HQ,KIER BUILDING SERV ENGINEERS,104.69,1.00,104.69,,
KMR/00002,15/03/19,5981.71,THERE IS A TUBE LIGHT WHICH IS DEFECTIVE IN THE GAS TIGHT SU,LFB/HQ,KIER BUILDING SERV ENGINEERS,62.48,1.00,62.48,,
KMR/00002,15/03/19,5981.71,THE CREW MANAGERS SHOWER ON THE GROUND FLOOR. THERE ARE LIME,LFB/HQ,KIER BUILDING SERV ENGINEERS,30.64,1.00,30.64,,
KMR/00002,15/03/19,5981.71,TOILET - FIRST FLOOR - MALE TOILETS - BLOCKED,LFB/HQ,KIER BUILDING SERV ENGINEERS,26.73,1.00,26.73,,
KMR/00002,15/03/19,5981.71,BOROUGH COMMANDERS OFFICE - BOILER LEAKING WATER - OVERFLOW,LFB/HQ,KIER BUILDING SERV ENGINEERS,129.38,1.00,129.38,,
KMR/00002,15/03/19,5981.71,NO POWER IN THE STATION OFFICE ON THE GROUND FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,75.34,1.00,75.34,,
KYD/00184,25/03/19,8730.58,GYM EQUIP. - PROVIDE NEW ITEMS - 3 X ITEMS,LFB/HQ,SPORTSAFE UK LTD,"8,730.58",1.00,"8,730.58",KYD/00184,"8,730.58"
PGS/11122,08/01/19,8895.20,SPRING GUIDE WASHER           - PG1163   PACK OF 20,P.E. GROUP,DRAEGER SAFETY UK LIMITED,1.34,200.00,268.00,PGS/11122,"8,895.20"
PGS/11122,08/01/19,8895.20,SPRING GUIDE O-RING           - PG1176   PACK OF 20,P.E. GROUP,DRAEGER SAFETY UK LIMITED,0.27,100.00,27.00,,
PGS/11122,08/01/19,8895.20,PSS7000 SHOULDER PAD(LH)      PG7001,P.E. GROUP,DRAEGER SAFETY UK LIMITED,60.47,50.00,"3,023.50",,
PGS/11122,08/01/19,8895.20,FPS7000 FACEMASK HEAD HARNESS M/L CR BLACK            PG7065,P.E. GROUP,DRAEGER SAFETY UK LIMITED,12.91,150.00,"1,936.50",,
PGS/11122,08/01/19,8895.20,FPS 7000 FACE MASK LOWER      VISOR FRAME             PG7107,P.E. GROUP,DRAEGER SAFETY UK LIMITED,8.30,15.00,124.50,,
PGS/11122,08/01/19,8895.20,ESA LDV - ATB ASSY                                    PG7201,P.E. GROUP,DRAEGER SAFETY UK LIMITED,36.12,40.00,"1,444.80",,
PGS/11122,08/01/19,8895.20,ESA LDV HOSE ASSY (SHORT)     - PG7203,P.E. GROUP,DRAEGER SAFETY UK LIMITED,24.63,50.00,"1,231.50",,
PGS/11122,08/01/19,8895.20,ESA LDV - POSITIVE PRESSURE   SPRING   -  PG7205,P.E. GROUP,DRAEGER SAFETY UK LIMITED,2.50,10.00,25.00,,
PGS/11122,08/01/19,8895.20,ESA LDV - O RING (HP SEAL)    PG7210   PACK OF 20,P.E. GROUP,DRAEGER SAFETY UK LIMITED,0.19,60.00,11.40,,
PGS/11122,08/01/19,8895.20,PNEUMATICS - SINTERED FILTER  PG7251   PACK OF 5,P.E. GROUP,DRAEGER SAFETY UK LIMITED,3.21,250.00,803.00,,
PGS/11137,25/01/19,5400.30,SMOKE HOOD - PARAT 5550H,P.E. GROUP,DRAEGER SAFETY UK LIMITED,107.00,30.00,"3,210.00",PGS/11137,"5,400.30"
PGS/11137,25/01/19,5400.30,SMOKE HOOD POUCH 3701010,P.E. GROUP,DRAEGER SAFETY UK LIMITED,73.01,30.00,"2,190.30",,
PGS/11160,06/02/19,5448.00,TO REPAIR 50 EPD'S,P.E. GROUP,THERMO FISHER SCIENTIFIC MESST,121.00,43.00,"5,203.00",PGS/11160,"5,448.00"
PGS/11160,06/02/19,5448.00,IVESTIGATION FEE,P.E. GROUP,THERMO FISHER SCIENTIFIC MESST,35.00,7.00,245.00,,
PGS/11178,13/02/19,6415.00,SDBA ANTI ENTANGLEMENT        CYLINDER COVER YELLOW - PG7525,P.E. GROUP,USEL,31.75,200.00,"6,350.00",PGS/11178,"6,415.00"
PGS/11178,13/02/19,6415.00,POSTAGE & PACKING,P.E. GROUP,USEL,65.00,1.00,65.00,,
PGS/11187,15/02/19,5884.00,BOOSTER YLLW 18.3M X 22M C/W LM/SF 0715484,P.E. GROUP,CMT,233.20,25.00,"5,830.00",PGS/11187,"5,884.00"
PGS/11187,15/02/19,5884.00,POSTAGE & PACKING,P.E. GROUP,CMT,54.00,1.00,54.00,,
PGS/11189,15/02/19,5155.59,PSS7000 ADJUSTING STRAP SPARESPG7005   PACK OF 2,P.E. GROUP,DRAEGER SAFETY UK LIMITED,20.60,10.00,206.00,PGS/11189,"5,155.59"
PGS/11189,15/02/19,5155.59,FPS 7000 FACEMASK - MASK BODY EPDM-M FPS 7000 - PG7102,P.E. GROUP,DRAEGER SAFETY UK LIMITED,26.95,150.00,"4,042.50",,
PGS/11189,15/02/19,5155.59,FPS 7000 FACE MASK UPPER      VISOR FRAME             PG7106,P.E. GROUP,DRAEGER SAFETY UK LIMITED,8.02,40.00,320.80,,
PGS/11189,15/02/19,5155.59,FPS 7000 FACE MASK LOWER      VISOR FRAME             PG7107,P.E. GROUP,DRAEGER SAFETY UK LIMITED,8.30,30.00,249.00,,
PGS/11189,15/02/19,5155.59,ESA CONNECTION - SPRING       PG7153   PACK OF 10,P.E. GROUP,DRAEGER SAFETY UK LIMITED,3.30,100.00,329.60,,
PGS/11189,15/02/19,5155.59,9V ULTRALIFE LITHIUM BATTERY  PG7527,P.E. GROUP,DRAEGER SAFETY UK LIMITED,7.69,1.00,7.69,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRFH-0590 MERLIN MODEM REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,393.37,1.00,393.37,PGS/11198,"5,080.01"
PGS/11198,20/02/19,5080.01,REPAIR TO BRFK-0677 MERLIN MODEM REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,393.37,1.00,393.37,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRFJ-2087 MERLIN MODEM REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,393.37,1.00,393.37,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRFJ-1560 MERLIN MODEM REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,393.37,1.00,393.37,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRFJ-2032 MERLIN MODEM REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,393.37,1.00,393.37,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRCB-0022 BG REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRAL-0355 FOC,P.E. GROUP,DRAEGER SAFETY UK LIMITED,0.00,1.00,0.00,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRCC-0751 BG REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRDN-5062 BG REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,REPAIR TO BREH-5090 FOC,P.E. GROUP,DRAEGER SAFETY UK LIMITED,0.00,1.00,0.00,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRCB-0041 BG REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRAN-0269 BG REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRED-5779 FOC,P.E. GROUP,DRAEGER SAFETY UK LIMITED,0.00,1.00,0.00,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRAJ-0256 BG REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRBA-0068 BG REPLACMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRAN-0065 FOC,P.E. GROUP,DRAEGER SAFETY UK LIMITED,0.00,1.00,0.00,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRAN-0066 FOC,P.E. GROUP,DRAEGER SAFETY UK LIMITED,0.00,1.00,0.00,,
PGS/11198,20/02/19,5080.01,REPAIR TO BRAL-0145 BG REPLACEMENT,P.E. GROUP,DRAEGER SAFETY UK LIMITED,387.27,1.00,387.27,,
PGS/11198,20/02/19,5080.01,DELIVERY COST,P.E. GROUP,DRAEGER SAFETY UK LIMITED,15.00,1.00,15.00,,
PGS/11206,25/02/19,8115.60,PLAS-186 BESPOKE YELLOW TROLLEY,P.E. GROUP,PLASTOR,128.00,40.00,"5,120.00",PGS/11206,"8,115.60"
PGS/11206,25/02/19,8115.60,6 COMPARTMENT DIVIDER SET (3X2 COMPARTMENT - FLAT PACKED,P.E. GROUP,PLASTOR,28.44,80.00,"2,275.20",,
PGS/11206,25/02/19,8115.60,6MM THICK BLACK PP SHEET,P.E. GROUP,PLASTOR,0.00,1.00,0.00,,
PGS/11206,25/02/19,8115.60,EVA50BA030 - FOAM LAYER PAD - 555 X 355 X 9MM,P.E. GROUP,PLASTOR,5.63,80.00,450.40,,
PGS/11206,25/02/19,8115.60,CARRIAGE,P.E. GROUP,PLASTOR,270.00,1.00,270.00,,
PGS/11219,05/03/19,5994.30,SPRING GUIDE WASHER           - PG1163   PACK OF 20,P.E. GROUP,DRAEGER SAFETY UK LIMITED,1.34,200.00,268.00,PGS/11219,"5,994.30"
PGS/11219,05/03/19,5994.30,GAUGE COVER                   - PG1409,P.E. GROUP,DRAEGER SAFETY UK LIMITED,5.26,5.00,26.30,,
PGS/11219,05/03/19,5994.30,"FPS 7000 FACE MASK INNER      MASK 2,CPL - PG7108",P.E. GROUP,DRAEGER SAFETY UK LIMITED,14.60,20.00,292.00,,
PGS/11219,05/03/19,5994.30,FPS7000 FACEMASK - VISOR ANTI SCRATCH - PG7160,P.E. GROUP,DRAEGER SAFETY UK LIMITED,54.08,100.00,"5,408.00",,
PGS/11225,06/03/19,6420.00,SMOKE HOOD - PARAT 5550H,P.E. GROUP,DRAEGER SAFETY UK LIMITED,107.00,60.00,"6,420.00",PGS/11225,"6,420.00"
PGS/11237,18/03/19,6050.00,EPD'S FOR REPAIR,P.E. GROUP,THERMO FISHER SCIENTIFIC MESST,121.00,50.00,"6,050.00",PGS/11237,"6,050.00"
PSP/24377,02/01/19,6615.00,INSPECTION AND REPAIRS - ST COLOMBIA RS,PROPERTY SERVICES (3 US),LARS COMMUNICATIONS LIMITED,1.00,"2,465.00","2,465.00",PSP/24377,"6,615.00"
PSP/24377,02/01/19,6615.00,INSPECTION AND REPAIRS - SHOOTERS HILL RS,PROPERTY SERVICES (3 US),LARS COMMUNICATIONS LIMITED,1.00,"2,800.00","2,800.00",,
PSP/24377,02/01/19,6615.00,INSPECTION AND REPAIRS - HILLINGDON RS,PROPERTY SERVICES (3 US),LARS COMMUNICATIONS LIMITED,"1,350.00",1.00,"1,350.00",,
PSP/24379,02/01/19,9974.00,SHOWER REFURBISHMENT WORKS - EAST HAM FS,EAST HAM FIRE STATION,B NOKES CONTRACTS LTD,"9,974.00",1.00,"9,974.00",PSP/24379,"9,974.00"
PSP/24388,03/01/19,9105.75,CREW MANAGER'S SHOWER WORKS  LEYTON FS,LEYTON FIRE STATION,B NOKES CONTRACTS LTD,"9,105.75",1.00,"9,105.75",PSP/24388,"9,105.75"
PSP/24389,03/01/19,5134.00,YARD LINE MARKING WALTHAMSTOW FS,WALTHAMSTOW FIRE STATION,B NOKES CONTRACTS LTD,"5,134.00",1.00,"5,134.00",PSP/24389,"5,134.00"
PSP/24391,03/01/19,8365.00,DRILL TOWER REPAIR KENTISH TOWN FS,KENTISH TOWN FIRE STATION,FAHEY BUILDERS LTD,"8,365.00",1.00,"8,365.00",PSP/24391,"8,365.00"
PSP/24394,03/01/19,7389.00,DOOR WORKS WILLESDEN FS,WILLESDEN FIRE STATION,B NOKES CONTRACTS LTD,"7,389.00",1.00,"7,389.00",PSP/24394,"7,389.00"
PSP/24396,03/01/19,7433.05,REAR RAILING WORKS - ISLINGTON FS,ISLINGTON FIRE STATION,B NOKES CONTRACTS LTD,"7,433.05",1.00,"7,433.05",PSP/24396,"7,433.05"
PSP/24401,04/01/19,8270.00,STATION WINDOW WORKS FOREST HILL FS,FOREST HILL FIRE STATION,B NOKES CONTRACTS LTD,"8,270.00",1.00,"8,270.00",PSP/24401,"8,270.00"
PSP/24410,04/01/19,9999.10,REPOINTING TO DRILL TOWER LEE GREEN FS,LEE GREEN FIRE STATION,B NOKES CONTRACTS LTD,"9,999.10",1.00,"9,999.10",PSP/24410,"9,999.10"
PSP/24420,07/01/19,9988.50,FEMALE SHOWER/WC BASIN WORKS CHELSEA FS,CHELSEA FIRE STATION,B NOKES CONTRACTS LTD,"9,988.50",1.00,"9,988.50",PSP/24420,"9,988.50"
PSP/24421,07/01/19,9931.00,UNISECX SHOWER WORKS  CLAPHAM FS,CLAPHAM FIRE STATION,B NOKES CONTRACTS LTD,"9,931.00",1.00,"9,931.00",PSP/24421,"9,931.00"
PSP/24425,07/01/19,9927.00,MAIN GEAR ROOM WORKS CLAPHAM FS,CLAPHAM FIRE STATION,B NOKES CONTRACTS LTD,"9,927.00",1.00,"9,927.00",PSP/24425,"9,927.00"
PSP/24426,07/01/19,7892.50,SHOWER REPAIR FORSET HILL,FOREST HILL FIRE STATION,B NOKES CONTRACTS LTD,"7,892.50",1.00,"7,892.50",PSP/24426,"7,892.50"
PSP/24427,07/01/19,9988.50,SHOWER REPAIR HAINAULT FS,HAINAULT FIRE STATION,B NOKES CONTRACTS LTD,"9,988.50",1.00,"9,988.50",PSP/24427,"9,988.50"
PSP/24433,10/01/19,8956.00,REPAIR TO APPLIANCE FLOOR AND BRICK REPAIR TWICKENHAM FS,TWICKENHAM FIRE STATION,FAHEY BUILDERS LTD,"8,956.00",1.00,"8,956.00",PSP/24433,"8,956.00"
PSP/24434,10/01/19,7230.00,REPAIR TO APPLIANCE FLOOR  NEW CROSS FS,NEW CROSS FIRE STATION,FAHEY BUILDERS LTD,"7,230.00",1.00,"7,230.00",PSP/24434,"7,230.00"
PSP/24435,10/01/19,7330.00,SUPPLY/INSTALL SECURITY FENCING TOTTENHAM FS,TOTTENHAM FIRE STATION,FAHEY BUILDERS LTD,"7,330.00",1.00,"7,330.00",PSP/24435,"7,330.00"
PSP/24440,11/01/19,7188.80,ELECTRICAL VEICHLE CHARGING POINT INSTALLATION,EALING FIRE STATION,CHARGEMASTER PLC,"7,188.80",1.00,"7,188.80",PSP/24440,"7,188.80"
PSP/24442,14/01/19,6762.50,SUPPLY/INSTALL WINDOW SECURITY BARS,HAINAULT FIRE STATION,B NOKES CONTRACTS LTD,"6,762.50",1.00,"6,762.50",PSP/24442,"6,762.50"
PSP/24448,14/01/19,5290.50,REPLASTERING AND DECORATE NEW CROSS,NEW CROSS FIRE STATION,B NOKES CONTRACTS LTD,"5,290.50",1.00,"5,290.50",PSP/24448,"5,290.50"
PSP/24457,15/01/19,5340.00,DRAINAGE REPAIR WORKS TOTTENHAM FS,TOTTENHAM FIRE STATION,FAHEY BUILDERS LTD,"5,340.00",1.00,"5,340.00",PSP/24457,"5,340.00"
PSP/24458,15/01/19,8260.00,WINDOW REPAIRS  ISLINGTON FS,ISLINGTON FIRE STATION,FAHEY BUILDERS LTD,"8,260.00",1.00,"8,260.00",PSP/24458,"8,260.00"
PSP/24460,15/01/19,6182.00,CONCRETE REPAIR BIGGIN HILL FS,BIGGIN HILL FIRE STATION,B NOKES CONTRACTS LTD,"6,182.00",1.00,"6,182.00",PSP/24460,"6,182.00"
PSP/24461,15/01/19,5252.63,REPLACE EXISTING FLOOD LIGHTS NEW CROSS,NEW CROSS FIRE STATION,MERLIN ELECTRICAL SERVICES LTD,"5,252.63",1.00,"5,252.63",PSP/24461,"5,252.63"
PSP/24468,16/01/19,9159.26,RATING VALUATION APPEALS  PEGASUS SITE,PROPERTY SERVICES (3 US),DRON & WRIGHT,1.00,"9,159.26","9,159.26",PSP/24468,"9,159.26"
PSP/24470,17/01/19,7438.00,WORKS TO DAMAGED ROOF DOME EAST GREENWICH FS,E GREENWICH FIRE STATION,B NOKES CONTRACTS LTD,"7,438.00",1.00,"7,438.00",PSP/24470,"7,438.00"
PSP/24477,18/01/19,6757.40,PFI PROPERTY PROJECT,PROPERTY SERVICES (3 US),BLUE3 LONDON LTD OPERATING,"6,757.40",1.00,"6,757.40",PSP/24477,"6,757.40"
PSP/24490,24/01/19,8654.00,SAFETY HAND RAIL ERITH FS,ERITH FIRE STATION,FAHEY BUILDERS LTD,"8,654.00",1.00,"8,654.00",PSP/24490,"8,654.00"
PSP/24493,24/01/19,6200.00,DRAINAGE REPAIR AND CONCRETE WORKS KINGSTON FS,KINGSTON FIRE STATION,FAHEY BUILDERS LTD,"6,200.00",1.00,"6,200.00",PSP/24493,"6,200.00"
PSP/24496,24/01/19,7866.75,INSTALL OF PUSH FLUSH SYSTEM UNION ST,UNION STREET HQ - FM,B NOKES CONTRACTS LTD,"7,866.75",1.00,"7,866.75",PSP/24496,"7,866.75"
PSP/24498,25/01/19,7340.00,BRICKWORK REPAIR HESTON FS,HESTON FIRE STATION,FAHEY BUILDERS LTD,"7,340.00",1.00,"7,340.00",PSP/24498,"7,340.00"
PSP/24501,28/01/19,5891.26,ELECTRICAL VEICHLE CHARGING POINT INSTALLATION,BROMLEY FIRE STATION,CHARGEMASTER PLC,"5,891.26",1.00,"5,891.26",PSP/24501,"5,891.26"
PSP/24502,29/01/19,9120.00,TOILET AND ROOF REPAIR PLUMSTEAD FS,PLUMSTEAD FIRE STATION,FAHEY BUILDERS LTD,"9,120.00",1.00,"9,120.00",PSP/24502,"9,120.00"
PSP/24505,29/01/19,9650.00,INSTALL NEW DRILL TOWER GATES NEW CROSS FS,NEW CROSS FIRE STATION,FAHEY BUILDERS LTD,"9,650.00",1.00,"9,650.00",PSP/24505,"9,650.00"
