Order Number,Status Code,Type,Initial Entry Date (Display),Amt Tot Hcur,Line Number,Part Description,Centre Name,Vendor Name,Order Number Grouped,Unit Cost,Order Quantity,Line Cost,Order Cost (from Lines)
PSP/21312,5,P,26/05/2016,6938.75,16,ASBESTOS MANAGAMENT CONSULTANCY - KINGSTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,97.5,1,97.5,6938.75
PSP/21312,5,P,26/05/2016,6938.75,17,ASBESTOS MANAGAMENT CONSULTANCY - LEE GREEN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,97.5,1,97.5,6938.75
PSP/21312,5,P,26/05/2016,6938.75,18,ASBESTOS MANAGAMENT CONSULTANCY - NEW CROSS FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,300,1,300,6938.75
PSP/21312,5,P,26/05/2016,6938.75,19,ASBESTOS MANAGAMENT CONSULTANCY - NORTH KENSINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,103.75,1,103.75,6938.75
PSP/21312,5,P,26/05/2016,6938.75,20,ASBESTOS MANAGAMENT CONSULTANCY -  PADDINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,290,1,290,6938.75
PSP/21312,5,P,26/05/2016,6938.75,21,ASBESTOS MANAGAMENT CONSULTANCY - PECKHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,290,1,290,6938.75
PSP/21312,5,P,26/05/2016,6938.75,22,ASBESTOS MANAGAMENT CONSULTANCY - POPLAR FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,187.5,1,187.5,6938.75
PSP/21312,5,P,26/05/2016,6938.75,23,ASBESTOS MANAGAMENT CONSULTANCY - SIDCUP FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,290,1,290,6938.75
PSP/21312,5,P,26/05/2016,6938.75,24,ASBESTOS MANAGAMENT CONSULTANCY - SURBITON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,55,1,55,6938.75
PSP/21312,5,P,26/05/2016,6938.75,25,ASBESTOS MANAGAMENT CONSULTANCY - SUTTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,110,1,110,6938.75
PSP/21312,5,P,26/05/2016,6938.75,26,ASBESTOS MANAGAMENT CONSULTANCY - TOOTING FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,55,1,55,6938.75
PSP/21312,5,P,26/05/2016,6938.75,27,ASBESTOS MANAGAMENT CONSULTANCY - WALLINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,55,1,55,6938.75
PSP/21312,5,P,26/05/2016,6938.75,28,ASBESTOS MANAGAMENT CONSULTANCY - WEMBLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,97.5,1,97.5,6938.75
PSP/21312,5,P,26/05/2016,6938.75,29,ASBESTOS MANAGAMENT CONSULTANCY - WEST HAMPSTEAD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,55,1,55,6938.75
PSP/21313,5,P,26/05/2016,6858.75,1,ASBESTOS MANAGAMENT CONSULTANCY - LAMBETH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,97.5,1,97.5,6858.75
PSP/21313,5,P,26/05/2016,6858.75,2,ASBESTOS MANAGAMENT CONSULTANCY - BRIXTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,97.5,1,97.5,6858.75
PSP/21313,5,P,26/05/2016,6858.75,3,ASBESTOS MANAGAMENT CONSULTANCY - CHINGFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,292.5,1,292.5,6858.75
PSP/21313,5,P,26/05/2016,6858.75,4,ASBESTOS MANAGAMENT CONSULTANCY - CLAPHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,48.75,1,48.75,6858.75
PSP/21313,5,P,26/05/2016,6858.75,5,ASBESTOS MANAGAMENT CONSULTANCY - FELTHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,125,1,125,6858.75
PSP/21313,5,P,26/05/2016,6858.75,6,ASBESTOS MANAGAMENT CONSULTANCY - HARROW FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,146.25,1,146.25,6858.75
PSP/21313,5,P,26/05/2016,6858.75,7,ASBESTOS MANAGAMENT CONSULTANCY - HAYES FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,146.25,1,146.25,6858.75
PSP/21313,5,P,26/05/2016,6858.75,8,ASBESTOS MANAGAMENT CONSULTANCY - HILLINGDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,285,1,285,6858.75
PSP/21313,5,P,26/05/2016,6858.75,9,ASBESTOS MANAGAMENT CONSULTANCY - KENTISH TOWN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,146.25,1,146.25,6858.75
PSP/21313,5,P,26/05/2016,6858.75,10,ASBESTOS MANAGAMENT CONSULTANCY - LEWISHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,97.5,1,97.5,6858.75
PSP/21313,5,P,26/05/2016,6858.75,11,ASBESTOS MANAGAMENT CONSULTANCY - LEYTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,195,1,195,6858.75
PSP/21313,5,P,26/05/2016,6858.75,12,ASBESTOS MANAGAMENT CONSULTANCY - MILL HILL FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,97.5,1,97.5,6858.75
PSP/21313,5,P,26/05/2016,6858.75,13,ASBESTOS MANAGAMENT CONSULTANCY - NEW CROSS FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,415,1,415,6858.75
PSP/21313,5,P,26/05/2016,6858.75,14,ASBESTOS MANAGAMENT CONSULTANCY - NEW MALDEN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,146.25,1,146.25,6858.75
PSP/21313,5,P,26/05/2016,6858.75,15,ASBESTOS MANAGAMENT CONSULTANCY - PADDINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,243.75,1,243.75,6858.75
PSP/21313,5,P,26/05/2016,6858.75,16,ASBESTOS MANAGAMENT CONSULTANCY - PARK ROYAL FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,146.25,1,146.25,6858.75
PSP/21313,5,P,26/05/2016,6858.75,17,ASBESTOS MANAGAMENT CONSULTANCY - ROMFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,495,1,495,6858.75
PSP/21313,5,P,26/05/2016,6858.75,18,ASBESTOS MANAGAMENT CONSULTANCY - SOHO FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,292.5,1,292.5,6858.75
PSP/21313,5,P,26/05/2016,6858.75,19,ASBESTOS MANAGAMENT CONSULTANCY - STC,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,240,1,240,6858.75
PSP/21313,5,P,26/05/2016,6858.75,20,ASBESTOS MANAGAMENT CONSULTANCY -  STOKE NEWINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,195,1,195,6858.75
PSP/21313,5,P,26/05/2016,6858.75,21,ASBESTOS MANAGAMENT CONSULTANCY - UNION ST,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,300,1,300,6858.75
PSP/21313,5,P,26/05/2016,6858.75,22,ASBESTOS MANAGAMENT CONSULTANCY - WEMBLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,48.75,1,48.75,6858.75
PSP/21313,5,P,26/05/2016,6858.75,23,ASBESTOS MANAGAMENT CONSULTANCY - WENNINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,300,1,300,6858.75
PSP/21313,5,P,26/05/2016,6858.75,24,ASBESTOS MANAGAMENT CONSULTANCY - WHITECHAPEL FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,195,1,195,6858.75
PSP/21313,5,P,26/05/2016,6858.75,25,ASBESTOS MANAGAMENT CONSULTANCY - WILLESDEN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,146.25,1,146.25,6858.75
PSP/21313,5,P,26/05/2016,6858.75,26,ASBESTOS MANAGAMENT CONSULTANCY - HOURLY RATE,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21313,1920,1,1920,6858.75
PSP/21315,5,P,26/05/2016,8800,1,SEE  PROJECT  WEEK 30 -FULHAM FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,2,SEE  PROJECT  WEEK 30 -WANDSWORTH FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.14,1,463.14,8800
PSP/21315,5,P,26/05/2016,8800,3,SEE  PROJECT  WEEK 30 -HOMERTON FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.17,1,463.17,8800
PSP/21315,5,P,26/05/2016,8800,4,SEE  PROJECT  WEEK 30 - DOCKHEAD FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,5,SEE  PROJECT  WEEK 30 -DEPTFORD FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,6,SEE  PROJECT  WEEK 31 - BETHNAL GREEN FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,7,SEE  PROJECT  WEEK 31 - DOWGATE FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,8,SEE  PROJECT  WEEK 31 - MILWALL FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,9,SEE  PROJECT  WEEK 31 - HAYES FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,10,SEE  PROJECT  WEEK 31 - SOUTHALL FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,11,SEE  PROJECT  WEEK 31 - EALING FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,12,SEE  PROJECT  WEEK 31 - HEATHROW FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,13,SEE  PROJECT  WEEK 32 - ISLINGTON FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,14,SEE  PROJECT  WEEK 32 - WHITECHAPEL FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,15,SEE  PROJECT  WEEK 32 - SHOREDITCH FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,16,SEE  PROJECT  WEEK 32 - HAMMERSMITH FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,17,SEE  PROJECT  WEEK 33 - HARROW FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.15,1,463.15,8800
PSP/21315,5,P,26/05/2016,8800,18,SEE  PROJECT  WEEK 33 - NORTH KENSINGTON FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.17,1,463.17,8800
PSP/21315,5,P,26/05/2016,8800,19,SEE  PROJECT  WEEK 33 - KENSINGTON FS,PROPERTY SERVICES (3 US),B NOKES CONTRACTS LTD,PSP/21315,463.27,1,463.27,8800
PSP/21318,1,P,27/05/2016,7155,1,INTERCEPTOR CLEANING - HESTON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,2,INTERCEPTOR CLEANING - NORTHOLT FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,3,INTERCEPTOR CLEANING - RUISLIP FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,4,INTERCEPTOR CLEANING - SOUTHGATE FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,5,INTERCEPTOR CLEANING - MILL HILL FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,6,INTERCEPTOR CLEANING - BARKING FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,7,INTERCEPTOR CLEANING - LEYTON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,8,INTERCEPTOR CLEANING - SHOREDITCH FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21318,1,P,27/05/2016,7155,9,INTERCEPTOR CLEANING - WENNINGTON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21318,795,1,795,7155
PSP/21319,1,P,27/05/2016,8133,1,DRAINAGE DESCALE WORKS - WOODSIDE FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,725,1,725,8133
PSP/21319,1,P,27/05/2016,8133,2,DRAINAGE DESCALE WORKS - WOODFORD FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,788,1,788,8133
PSP/21319,1,P,27/05/2016,8133,3,DRAINAGE DESCALE WORKS - WALTHAMSTOW FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,1125,1,1125,8133
PSP/21319,1,P,27/05/2016,8133,4,DRAINAGE DESCALE WORKS - BROMLEY FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,420,1,420,8133
PSP/21319,1,P,27/05/2016,8133,5,DRAINAGE DESCALE WORKS - BIGGIN HILL FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,775,1,775,8133
PSP/21319,1,P,27/05/2016,8133,6,DRAINAGE DESCALE WORKS - BARNET FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,825,1,825,8133
PSP/21319,1,P,27/05/2016,8133,7,DRAINAGE DESCALE WORKS - LEYTON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,645,1,645,8133
PSP/21319,1,P,27/05/2016,8133,8,DRAINAGE DESCALE WORKS - TOTTENHAM FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,625,1,625,8133
PSP/21319,1,P,27/05/2016,8133,9,DRAINAGE DESCALE WORKS - TWICKENHAM FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,590,1,590,8133
PSP/21319,1,P,27/05/2016,8133,10,DRAINAGE DESCALE WORKS - KINGSTON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,725,1,725,8133
PSP/21319,1,P,27/05/2016,8133,11,DRAINAGE DESCALE WORKS - HAMMERSMITH FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21319,890,1,890,8133
PSP/21333,5,P,02/06/2016,6045,1,HAND BASIN WORKS - EALING FS,EALING FIRE STATION,B NOKES CONTRACTS LTD,PSP/21333,6045,1,6045,6045
PSP/21335,5,P,08/06/2016,7318,1,REPAIR TO MENS SHOWERS,WOODFORD FIRE STATION,FAHEY BUILDERS LTD============,PSP/21335,7318,1,7318,7318
PSP/21338,1,P,09/06/2016,9734.2,1,ROOF REPAIRS AND SCAFFOLD- STC - MATERIAL COSTS,"SITE MANAGER, STC",REACTIVE ROOFING (UK) LIMITED,PSP/21338,7334.2,1,7334.2,9734.2
PSP/21338,1,P,09/06/2016,9734.2,2,ROOF REPAIRS AND SCAFFOLD- STC  - LABOUR COSTS,"SITE MANAGER, STC",REACTIVE ROOFING (UK) LIMITED,PSP/21338,2400,1,2400,9734.2
PSP/21374,1,P,10/06/2016,5116.31,1,VARIABLE ORDERS MAR 2016 - DEPTFORD FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,596.35,1,596.35,5116.31
PSP/21374,1,P,10/06/2016,5116.31,2,VARIABLE ORDERS MAR 2016 -LAMBETH FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,799.53,1,799.53,5116.31
PSP/21374,1,P,10/06/2016,5116.31,3,VARIABLE ORDERS MAR 2016  - CLAPHAM FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,395.29,1,395.29,5116.31
PSP/21374,1,P,10/06/2016,5116.31,4,VARIABLE ORDERS MAR 2016 - LEE GREEN FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,92.37,1,92.37,5116.31
PSP/21374,1,P,10/06/2016,5116.31,5,VARIABLE ORDERS MAR 2016 - PECKHAM FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,657,1,657,5116.31
PSP/21374,1,P,10/06/2016,5116.31,6,VARIABLE ORDERS MAR 2016 - BRIXTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,1431.5,1,1431.5,5116.31
PSP/21374,1,P,10/06/2016,5116.31,7,VARIABLE ORDERS MAR 2016 - BECKENHAM FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,57.71,1,57.71,5116.31
PSP/21374,1,P,10/06/2016,5116.31,8,VARIABLE ORDERS MAR 2016 - ADDINGTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,261.39,1,261.39,5116.31
PSP/21374,1,P,10/06/2016,5116.31,9,VARIABLE ORDERS MAR 2016 - FOREST HILL FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,128.89,1,128.89,5116.31
PSP/21374,1,P,10/06/2016,5116.31,10,VARIABLE ORDERS MAR 2016 - KINGSTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,52.1,1,52.1,5116.31
PSP/21374,1,P,10/06/2016,5116.31,11,VARIABLE ORDERS MAR 2016 - NEW CROSS FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,75.58,1,75.58,5116.31
PSP/21374,1,P,10/06/2016,5116.31,12,VARIABLE ORDERS MAR 2016 - TOOTING FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,50.39,1,50.39,5116.31
PSP/21374,1,P,10/06/2016,5116.31,13,VARIABLE ORDERS MAR 2016 - NEW MALDEN FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,189.2,1,189.2,5116.31
PSP/21374,1,P,10/06/2016,5116.31,14,VARIABLE ORDERS MAR 2016 - WALLINGTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,170.55,1,170.55,5116.31
PSP/21374,1,P,10/06/2016,5116.31,15,VARIABLE ORDERS MAR 2016 - EAST GREENWICH FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,52,1,52,5116.31
PSP/21374,1,P,10/06/2016,5116.31,16,VARIABLE ORDERS MAR 2016 - SURBITON FFS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21374,106.46,1,106.46,5116.31
PSP/21376,1,P,10/06/2016,9460,1,REPAIR TO DRILL TOWER - BRIXTON FS,BRIXTON FIRE STATION,FAHEY BUILDERS LTD============,PSP/21376,9460,1,9460,9460
PSP/21379,1,P,13/06/2016,6045,1,SHOWER WORKS 2 AND 3 - HAROLD HILL FS,HAROLD HILL FIRE STATION,B NOKES CONTRACTS LTD,PSP/21379,6045,1,6045,6045
PSP/21380,1,P,13/06/2016,5075,1,DISPLAY ENERGY CERTIFICATE  - AUTHOURITY WIDE,PROPERTY SERVICES (3 US),ENERGY AUDITING AGENCY LTD====,PSP/21380,29,175,5075,5075
PSP/21385,1,P,16/06/2016,8250,1,SCAFFOLD TO DRILL TOWER,CHELSEA FIRE STATION,B NOKES CONTRACTS LTD,PSP/21385,8250,1,8250,8250
PSP/21386,1,P,20/06/2016,8178,1,BOILER ROOM/ SERVICE DUCT STRIP OUT & CLEAN-CHI/39-CHINGFORD,CHINGFORD FIRE STATION,ASBESTOS FIRST================,PSP/21386,8178,1,8178,8178
PSP/21392,5,P,21/06/2016,6719.52,1,BOILER ROOM FLOOD REPAIRS  - PARK ROYAL FS,PARK ROYAL FIRE STATION,ENGIE,PSP/21392,6719.52,1,6719.52,6719.52
PSP/21395,5,P,21/06/2016,5249.27,1,VARIABLE WORKS  DEC 2015 - ACTON,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,80.68,1,80.68,5249.27
PSP/21395,5,P,21/06/2016,5249.27,2,VARIABLE WORKS DEC 2015 - BARNET,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,144.35,1,144.35,5249.27
PSP/21395,5,P,21/06/2016,5249.27,3,VARIABLE WORKS  DEC 2015 - CHELSEA FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,38.49,1,38.49,5249.27
PSP/21395,5,P,21/06/2016,5249.27,4,VARIABLE WORKS DEC 2015 -CHINGFORD FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,226.13,1,226.13,5249.27
PSP/21395,5,P,21/06/2016,5249.27,5,VARIABLE WORKS  NOV 2015 - EALING FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,46.36,1,46.36,5249.27
PSP/21395,5,P,21/06/2016,5249.27,6,VARIABLE WORKS   DEC 2015 - EDMONTON FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,271.84,1,271.84,5249.27
PSP/21395,5,P,21/06/2016,5249.27,7,VARIABLE WORKS  DEC 2015 - FELTHAM FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,67.22,1,67.22,5249.27
PSP/21395,5,P,21/06/2016,5249.27,8,VARIABLE WORKS  DEC 2015 - FINCHLEY FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,44.21,1,44.21,5249.27
PSP/21395,5,P,21/06/2016,5249.27,9,VARIABLE WORKS  DEC 2015 - HILLINGDON FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,36.22,1,36.22,5249.27
PSP/21395,5,P,21/06/2016,5249.27,10,VARIABLE WORKS  DEC 2015 - FULHAM FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,34.41,1,34.41,5249.27
PSP/21395,5,P,21/06/2016,5249.27,11,VARIABLE WORKS  DEC 2015 - HAINAULT FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,175.04,1,175.04,5249.27
PSP/21395,5,P,21/06/2016,5249.27,12,VARIABLE WORKS  DEC 2015 - HAMMERSMITH FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,474.5,1,474.5,5249.27
PSP/21395,5,P,21/06/2016,5249.27,13,VARIABLE WORKS  DEC 2015 - HAYES FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,24.63,1,24.63,5249.27
PSP/21395,5,P,21/06/2016,5249.27,14,VARIABLE WORKS  DEC 2015 - HESTON FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,115.88,1,115.88,5249.27
PSP/21395,5,P,21/06/2016,5249.27,15,VARIABLE WORKS  DEC 2015 - HORNCHURCH FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,31.42,1,31.42,5249.27
PSP/21395,5,P,21/06/2016,5249.27,16,VARIABLE WORKS  NOV 2015 - ISLINGTON FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,1245,1,1245,5249.27
PSP/21395,5,P,21/06/2016,5249.27,17,VARIABLE WORKS  NOV 2015 - KENTISH TOWN FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,28.56,1,28.56,5249.27
PSP/21395,5,P,21/06/2016,5249.27,18,VARIABLE WORKS  DEC 2015 - MILL HILL FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,57.74,1,57.74,5249.27
PSP/21395,5,P,21/06/2016,5249.27,19,VARIABLE WORKS  DEC 2015 - NORTH KENSINGTON FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,34.19,1,34.19,5249.27
PSP/21395,5,P,21/06/2016,5249.27,20,VARIABLE WORKS  DEC 2015 - NORTHOLT FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,242.52,1,242.52,5249.27
PSP/21395,5,P,21/06/2016,5249.27,21,VARIABLE WORKS  NOV 2015 - PADDINGTON FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,26.57,1,26.57,5249.27
PSP/21395,5,P,21/06/2016,5249.27,22,VARIABLE WORKS  DEC 2015 - POPLAR FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,347.64,1,347.64,5249.27
PSP/21395,5,P,21/06/2016,5249.27,23,VARIABLE WORKS  DEC 2015 - SHOREDITCH FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,20.91,1,20.91,5249.27
PSP/21395,5,P,21/06/2016,5249.27,24,VARIABLE WORKS  DEC 2015 - SOHO FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,369.23,1,369.23,5249.27
PSP/21395,5,P,21/06/2016,5249.27,25,VARIABLE WORKS  NOV 2015 - STANMORE FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,116.9,1,116.9,5249.27
PSP/21395,5,P,21/06/2016,5249.27,26,VARIABLE WORKS  DEC 2015 - STOKE NEWINGTON FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,68.38,1,68.38,5249.27
PSP/21395,5,P,21/06/2016,5249.27,27,VARIABLE WORKS  DEC 2015 - STRATFORD FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,338.69,1,338.69,5249.27
PSP/21395,5,P,21/06/2016,5249.27,28,VARIABLE WORKS  DEC 2015 - TOTTENHAM FS,PROPERTY SERVICES (3 US),ENGIE,PSP/21395,186.68,1,186.68,5249.27
