Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,1,"4,474.01",FUEL,20/11/2014,"15,190.88",Business Continuity
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,2,729.63,FUEL,20/11/2014,,Procurement
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,3,574.46,FUEL,20/11/2014,,Operations Non Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,4,263.23,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,5,230.56,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,6,219,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,7,214.67,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,8,212.92,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,9,206.55,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,10,206.33,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,11,202.34,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,12,198.49,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,13,198.14,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,14,192.43,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,15,188.4,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,16,178.21,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,17,172.97,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,18,172.22,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,19,166.33,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,20,165.48,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,21,157.39,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,22,155.89,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,23,155.1,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,24,151.2,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,25,148.15,FUEL,20/11/2014,,Operations Non Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,26,147.92,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,27,144.29,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,28,140.31,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,29,139.52,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,30,136.1,FUEL,20/11/2014,,Operational Resilience
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,31,135.14,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,32,133.46,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,33,133.4,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,34,129.78,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,35,129.56,FUEL,20/11/2014,,Information and Communication Technology
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,36,128.08,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,37,127.71,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,38,127.45,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,39,126.67,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,40,126.59,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,41,125.12,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,42,121.03,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,43,116.93,FUEL,20/11/2014,,Regulatory Fire Safety
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,44,111.75,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,45,110.59,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,46,105.72,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,47,104.91,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,48,103.7,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,49,93.59,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,50,89.17,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,51,89.08,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,52,88.02,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,53,85.77,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,54,77.12,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,55,76.98,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,56,76.57,FUEL,20/11/2014,,Operational Resilience
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,57,74.67,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,58,74.03,FUEL,20/11/2014,,Operations Non Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,59,69.88,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,60,65.91,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,61,65.75,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,62,64.19,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,63,63.86,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,64,63.02,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,65,61.8,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,66,60.89,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,67,60.15,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,68,59.06,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,69,58.76,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,70,56.25,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,71,53.71,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,72,48.7,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,73,46.91,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,74,46.09,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,75,44.77,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,76,44.52,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,77,41.35,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,78,41.27,FUEL,20/11/2014,,Operational Procedures
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,79,41.18,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,80,40.92,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,81,38.53,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,82,38.53,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,83,37.89,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,84,35.64,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,85,33.46,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,86,32.78,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,87,30.26,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,88,28.38,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,89,26.75,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054800,E2003757985,90,24.89,FUEL,20/11/2014,,CBRN RRT
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,1,854.69,FUEL,20/11/2014,"17,827.51",Operations Non Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,2,513.37,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,3,509.21,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,4,503.49,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,5,492.2,FUEL,20/11/2014,,Procurement
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,6,485.59,FUEL,20/11/2014,,Business Continuity
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,7,379.73,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,8,351.93,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,9,323.5,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,10,307.57,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,11,306.03,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,12,300.8,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,13,287.21,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,14,281.11,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,15,271.98,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,16,264.71,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,17,254.85,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,18,253.01,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,19,251.62,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,20,250.5,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,21,249.38,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,22,242.75,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,23,231.21,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,24,229.51,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,25,227.87,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,26,226.99,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,27,222.88,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,28,221.29,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,29,217.22,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,30,215.89,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,31,206.3,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,32,202.33,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,33,200.94,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,34,200.75,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,35,197.2,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,36,196.49,FUEL,20/11/2014,,Regulatory Fire Safety
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,37,192.86,FUEL,20/11/2014,,Technical And Service Support
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,38,192.5,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,39,192.42,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,40,186.84,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,41,177.11,FUEL,20/11/2014,,Information and Communication Technology
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,42,168.3,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,43,167.93,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,44,165.58,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,45,164.83,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,46,157.68,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,47,157.45,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,48,156.38,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,49,155.95,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,50,152.29,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,51,149.58,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,52,148.53,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,53,144.52,FUEL,20/11/2014,,Operational Resilience
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,54,142.35,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,55,139.85,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,56,138.05,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,57,137.31,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,58,135.15,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,59,131.14,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,60,127.83,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,61,126.49,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,62,122.59,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,63,122.31,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,64,115.74,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,65,113.39,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,66,112.76,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,67,107.59,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,68,100.02,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,69,98.13,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,70,97.7,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,71,96.54,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,72,93.39,FUEL,20/11/2014,,Operational Resilience
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,73,91.28,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,74,87.05,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,75,86.77,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,76,81.87,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,77,80.91,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,78,79.62,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,79,77.25,FUEL,20/11/2014,,Operations Non Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,80,76.67,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,81,74,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,82,73.44,FUEL,20/11/2014,,Operations Non Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,83,72.98,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,84,69.88,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,85,69.79,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,86,67.27,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,87,64.91,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,88,64.77,FUEL,20/11/2014,,Targeted Development
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,89,62.95,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,90,62.52,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,91,62.5,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,92,60.82,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,93,56.39,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,94,51.87,FUEL,20/11/2014,,Command Units
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,95,45.27,FUEL,20/11/2014,,Technical And Service Support
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,96,42.68,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,97,40.31,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,98,40.01,FUEL,20/11/2014,,LIFE - LFB Funded
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,99,29.88,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,100,18.27,FUEL,20/11/2014,,CBRN RRT
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,101,7.52,FUEL,20/11/2014,,Operations Fire Stations
ALLSTAR BUSINESS SOLUTIONS LTD,800054801,E2003792617,102,6.88,FUEL,20/11/2014,,Operations Fire Stations
NCC SERVICES LTD==============,121114C,E877298,1,845,MAINTENANCE & SUPPORT,24/11/2014,845,Information and Communication Technology
KIER BUILDING SERV ENGINEERS==,301014E,F00050979,1,"1,925.35",STRATEGIC (NON CYCLICAL),06/11/2014,"2,125.35",Technical and Service Support
KIER BUILDING SERV ENGINEERS==,301014E,F00050979,2,200,STRATEGIC (NON CYCLICAL),06/11/2014,,Technical and Service Support
KIER BUILDING SERV ENGINEERS==,051114C,F00051051,1,"7,963.06",STRATEGIC (NON CYCLICAL),13/11/2014,"8,759.37",Technical And Service Support
KIER BUILDING SERV ENGINEERS==,051114C,F00051051,2,796.31,STRATEGIC (NON CYCLICAL),13/11/2014,,Technical And Service Support
KIER BUILDING SERV ENGINEERS==,191114C,F00051404,1,"1,396.80",TACTICAL DAY TO DAY,27/11/2014,"1,396.80",Technical And Service Support
KIER BUILDING SERV ENGINEERS==,191114C,F00051406,1,620.52,CATERING FIXTURES,24/11/2014,620.52,Technical And Service Support
FOOTPRINT UNIFORMS============,201114E,F4980,1,322,CLOTHING,27/11/2014,322,Community Safety Delivery
FOOTPRINT UNIFORMS============,201114E,F4983,1,276,CLOTHING,27/11/2014,276,Community Safety Delivery
CITY OF GHENT========,902466,FIRED UP,1,"136,953.08",FIRE AUTHS GRANT PAYMENTS,12/11/2014,"136,953.08",EU Fired-Up Project
ERNST AND YOUNG,061114E,GB10100074453,1,"4,938.00",EXTERNAL AUDIT,17/11/2014,"4,938.00",Central Finance
ERNST AND YOUNG,061114E,GB10100074454,1,"5,670.00",EXTERNAL AUDIT,17/11/2014,"5,670.00",Central Finance
ERNST AND YOUNG,061114C,GB10100074514,1,"22,494.00",EXTERNAL AUDIT,17/11/2014,"22,494.00",Central Finance
SGS UNITED KINGDOM LTD========,181114C,GBC0007646,1,"3,400.00",PROFESSIONAL DEVELOPMENT,24/11/2014,"3,400.00",Regulatory Fire Safety
ENVIRONMENT AGENCY============,241114E,HWAPPLFEPA11,1,90,TACTICAL DAY TO DAY,27/11/2014,"2,160.00",Technical And Service Support
ENVIRONMENT AGENCY============,241114E,HWAPPLFEPA11,2,792,TACTICAL DAY TO DAY,27/11/2014,,Technical And Service Support
ENVIRONMENT AGENCY============,241114E,HWAPPLFEPA11,3,648,TACTICAL DAY TO DAY,27/11/2014,,Technical And Service Support
ENVIRONMENT AGENCY============,241114E,HWAPPLFEPA11,4,630,TACTICAL DAY TO DAY,27/11/2014,,Technical And Service Support
WM ENGINEERING SERVICES LTD===,301014E,I-4796,1,"1,660.00",STRATEGIC (NON CYCLICAL),06/11/2014,"1,660.00",Technical and Service Support
WM ENGINEERING SERVICES LTD===,301014E,I-4797,1,"1,425.00",STRATEGIC (NON CYCLICAL),06/11/2014,"1,425.00",Technical and Service Support
WM ENGINEERING SERVICES LTD===,281014E,I-4798,1,385.75,TACTICAL DAY TO DAY,03/11/2014,385.75,Technical And Service Support
WM ENGINEERING SERVICES LTD===,281014E,I-4803,1,441.75,TACTICAL DAY TO DAY,03/11/2014,441.75,Technical And Service Support
WM ENGINEERING SERVICES LTD===,301014E,I-4805,1,"1,660.00",STRATEGIC (NON CYCLICAL),06/11/2014,"1,660.00",Technical and Service Support
WM ENGINEERING SERVICES LTD===,171114C,I-4812,1,"1,660.00",TACTICAL DAY TO DAY,20/11/2014,"1,660.00",Technical And Service Support
