Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
12949031858,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,8,"1,176.44",GAS,26/04/18,,Technical and Service Support,Utilities
12949031859,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,9,510.95,GAS,26/04/18,,Technical and Service Support,Utilities
129490318510,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,10,447.77,GAS,26/04/18,,Technical and Service Support,Utilities
129490318511,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,11,"2,359.74",GAS,26/04/18,,Technical and Service Support,Utilities
129490318512,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,12,851.57,GAS,26/04/18,,Technical and Service Support,Utilities
129490318513,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,13,115.34,GAS,26/04/18,,Technical and Service Support,Utilities
129490318514,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,14,69.76,GAS,26/04/18,,Technical and Service Support,Utilities
129490318515,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,15,636.17,GAS,26/04/18,,Technical and Service Support,Utilities
129490318516,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,16,480.05,GAS,26/04/18,,Technical and Service Support,Utilities
129490318517,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,17,"1,506.06",GAS,26/04/18,,Technical and Service Support,Utilities
129490318518,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,18,78.68,GAS,26/04/18,,Technical and Service Support,Utilities
129490318519,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,19,358.61,GAS,26/04/18,,Technical and Service Support,Utilities
129490318520,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,20,222.69,GAS,26/04/18,,Technical and Service Support,Utilities
129490318521,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,21,678.71,GAS,26/04/18,,Technical and Service Support,Utilities
129490318522,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,22,877.46,GAS,26/04/18,,Technical and Service Support,Utilities
129490318523,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,23,420.84,GAS,26/04/18,,Technical and Service Support,Utilities
129490318524,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,24,143.17,GAS,26/04/18,,Technical and Service Support,Utilities
129490318525,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,25,93.96,GAS,26/04/18,,Technical and Service Support,Utilities
129490318526,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,26,557.79,GAS,26/04/18,,Technical and Service Support,Utilities
129490318527,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,27,460.79,GAS,26/04/18,,Technical and Service Support,Utilities
129490318528,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,28,"1,222.78",GAS,26/04/18,,Technical and Service Support,Utilities
129490318529,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,29,513.38,GAS,26/04/18,,Technical and Service Support,Utilities
129490318530,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,30,"1,187.42",GAS,26/04/18,,Technical and Service Support,Utilities
129490318531,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,31,234.69,GAS,26/04/18,,Technical and Service Support,Utilities
129490318532,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,32,389.60,GAS,26/04/18,,Technical and Service Support,Utilities
129490318533,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,33,687.39,GAS,26/04/18,,Technical and Service Support,Utilities
129490318534,142230,CORONA ENERGY RETAIL 4 LTD,1294903185,34,694.04,GAS,26/04/18,,Technical and Service Support,Utilities
12949031861,142231,CORONA ENERGY RETAIL 4 LTD,1294903186,1,481.25,GAS,26/04/18,"3,634.24",Technical and Service Support,Utilities
12949031862,142231,CORONA ENERGY RETAIL 4 LTD,1294903186,2,934.70,GAS,26/04/18,,Technical and Service Support,Utilities
12949031863,142231,CORONA ENERGY RETAIL 4 LTD,1294903186,3,836.56,GAS,26/04/18,,Technical and Service Support,Utilities
12949031864,142231,CORONA ENERGY RETAIL 4 LTD,1294903186,4,690.79,GAS,26/04/18,,Technical and Service Support,Utilities
12949031865,142231,CORONA ENERGY RETAIL 4 LTD,1294903186,5,690.94,GAS,26/04/18,,Technical and Service Support,Utilities
15100331,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,1,40.00,PLANNED PEST CONTROL,26/04/18,"2,398.02",Technical and Service Support,Environmental Services
15100332,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,2,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
15100333,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,3,56.67,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
15100334,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,4,166.67,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
15100335,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,5,83.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
15100336,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,6,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
15100337,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,7,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
15100338,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,8,41.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
15100339,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,9,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003310,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,10,53.75,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003311,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,11,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003312,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,12,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003313,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,13,83.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003314,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,14,71.67,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003315,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,15,48.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003316,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,16,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003317,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,17,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003318,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,18,116.67,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003319,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,19,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003320,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,20,46.67,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003321,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,21,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003322,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,22,83.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003323,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,23,60.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003324,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,24,83.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003325,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,25,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003326,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,26,80.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003327,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,27,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003328,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,28,48.67,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003329,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,29,83.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003330,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,30,14.29,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003331,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,31,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003332,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,32,14.29,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003333,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,33,14.29,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003334,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,34,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003335,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,35,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003336,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,36,83.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003337,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,37,83.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003338,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,38,53.33,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003339,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,39,55.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003340,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,40,79.25,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003341,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,41,40.00,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003342,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,42,56.67,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003343,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,43,14.29,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003344,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,44,14.29,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003345,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,45,14.29,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
151003346,800113502,SAFEGUARD PEST CON. & ENV.LTD,1510033,46,14.29,PLANNED PEST CONTROL,26/04/18,,Technical and Service Support,Environmental Services
164474181,230418F,NISBETS,16447418,1,14.86,CATERING EQUIPMENT,26/04/18,313.25,Fire Stations (North West),Catering
164474182,230418F,NISBETS,16447418,2,9.26,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
164474183,230418F,NISBETS,16447418,3,2.47,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
164474184,230418F,NISBETS,16447418,4,37.81,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
164474185,230418F,NISBETS,16447418,5,15.64,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
164474186,230418F,NISBETS,16447418,6,8.83,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
164474187,230418F,NISBETS,16447418,7,4.14,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
164474188,230418F,NISBETS,16447418,8,12.87,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
164474189,230418F,NISBETS,16447418,9,30.34,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741810,230418F,NISBETS,16447418,10,14.30,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741811,230418F,NISBETS,16447418,11,1.07,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741812,230418F,NISBETS,16447418,12,15.64,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741813,230418F,NISBETS,16447418,13,9.63,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741814,230418F,NISBETS,16447418,14,11.24,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741815,230418F,NISBETS,16447418,15,15.64,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741816,230418F,NISBETS,16447418,16,37.81,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741817,230418F,NISBETS,16447418,17,4.93,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741818,230418F,NISBETS,16447418,18,2.47,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741819,230418F,NISBETS,16447418,19,2.57,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741820,230418F,NISBETS,16447418,20,6.77,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741821,230418F,NISBETS,16447418,21,11.97,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741822,230418F,NISBETS,16447418,22,21.80,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741823,230418F,NISBETS,16447418,23,13.13,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
1644741824,230418F,NISBETS,16447418,24,8.06,CATERING EQUIPMENT,26/04/18,,Fire Stations (North West),Catering
17916391,180418K,BANNER GROUP LIMITED,1791639,1,87.50,STATIONERY CONSUMABLES,26/04/18,426.92,Technical and Service Support,Stationery
17916392,180418K,BANNER GROUP LIMITED,1791639,2,44.40,STATIONERY CONSUMABLES,26/04/18,,Technical and Service Support,Stationery
17916393,180418K,BANNER GROUP LIMITED,1791639,3,16.20,STATIONERY CONSUMABLES,26/04/18,,Technical and Service Support,Stationery
17916394,180418K,BANNER GROUP LIMITED,1791639,4,23.10,STATIONERY CONSUMABLES,26/04/18,,Technical and Service Support,Stationery
17916395,180418K,BANNER GROUP LIMITED,1791639,5,79.80,STATIONERY CONSUMABLES,26/04/18,,Technical and Service Support,Stationery
17916396,180418K,BANNER GROUP LIMITED,1791639,6,28.20,STATIONERY CONSUMABLES,26/04/18,,Technical and Service Support,Stationery
17916397,180418K,BANNER GROUP LIMITED,1791639,7,114.00,STATIONERY CONSUMABLES,26/04/18,,Technical and Service Support,Stationery
17916398,180418K,BANNER GROUP LIMITED,1791639,8,33.72,STATIONERY CONSUMABLES,26/04/18,,Technical and Service Support,Stationery
17923791,130418K,BANNER GROUP LIMITED,1792379,1,32.70,STATIONERY CONSUMABLES,26/04/18,400.10,Communications,Stationery
17923792,130418K,BANNER GROUP LIMITED,1792379,2,218.00,PRINTER & PHOTOCOPIER PAPER,26/04/18,,Communications,Stationery
17923793,130418K,BANNER GROUP LIMITED,1792379,3,149.40,PRINTER & PHOTOCOPIER PAPER,26/04/18,,Communications,Stationery
18232122D1,142232,AFFINITY FOR BUSINESS LTD,18232122D,1,332.48,WATER & SEWERAGE RATES,26/04/18,332.48,Technical and Service Support,Utilities
1980591,190418K,ENTEL UK LTD,198059,1,192.00,RADIO,26/04/18,742.00,Information and Communication Technology,ICT
1980592,190418K,ENTEL UK LTD,198059,2,550.00,RADIO,26/04/18,,Information and Communication Technology,ICT
2022701,190418K,KENT FIRE & RESCUE SERVICE,202270,1,"2,038.50",FIRE AUTHS-MUTUAL ASSISTANCE,26/04/18,"2,038.50",Development and Training,Non Influenceable Spend
222021,100418K,REAM CONTRACTS LTD,22202,1,662.94,REACTIVE SMALL WORKS AND PROJ,26/04/18,662.94,Technical and Service Support,Works - Construction
222031,100418K,REAM CONTRACTS LTD,22203,1,"1,509.00",REACTIVE SMALL WORKS AND PROJ,26/04/18,"1,509.00",Technical and Service Support,Works - Construction
222071,110418K,REAM CONTRACTS LTD,22207,1,954.00,REACTIVE SMALL WORKS AND PROJ,26/04/18,954.00,Technical and Service Support,Works - Construction
222081,110418K,REAM CONTRACTS LTD,22208,1,985.00,REACTIVE SMALL WORKS AND PROJ,26/04/18,985.00,Technical and Service Support,Works - Construction
222091,110418K,REAM CONTRACTS LTD,22209,1,393.75,REACTIVE SMALL WORKS AND PROJ,26/04/18,393.75,Technical and Service Support,Works - Construction
222121,110418K,REAM CONTRACTS LTD,22212,1,393.75,REACTIVE SMALL WORKS AND PROJ,26/04/18,393.75,Technical and Service Support,Works - Construction
222191,170418K,REAM CONTRACTS LTD,22219,1,"1,790.00",REACTIVE SMALL WORKS AND PROJ,26/04/18,"1,790.00",Technical and Service Support,Works - Construction
222331,190418K,REAM CONTRACTS LTD,22233,1,"4,410.00",REACTIVE SMALL WORKS AND PROJ,26/04/18,"4,410.00",Technical and Service Support,Works - Construction
222421,190418K,REAM CONTRACTS LTD,22242,1,"9,868.20",REACTIVE SMALL WORKS AND PROJ,26/04/18,"9,868.20",Technical and Service Support,Works - Construction
230/0141/11,190418K,BRIGHT INTERACTIVE LTD,230/0141/1,1,450.00,SOFTWARE COTS,26/04/18,450.00,Information and Communication Technology,ICT
2353651,200418K,ENVIROGRAF,235365,1,"1,344.04",OPERATIONAL EQUIP-PURCHASE,26/04/18,"1,344.04",Community Safety,Fire & Rescue
2591420-11,142232,L B OF SOUTHWARK,2591420-1,1,"10,899.00",PROPERTY RATES,26/04/18,"10,899.00",Technical and Service Support,Facilities & Management Services
2591439-11,142232,L B OF SOUTHWARK,2591439-1,1,"10,899.00",PROPERTY RATES,26/04/18,"10,899.00",Technical and Service Support,Facilities & Management Services
2591716-1A1,142232,L B OF SOUTHWARK,2591716-1A,1,"4,000.50",PROPERTY RATES,26/04/18,"4,000.50",Technical and Service Support,Facilities & Management Services
2591725-1A1,142232,L B OF SOUTHWARK,2591725-1A,1,"8,442.00",PROPERTY RATES,26/04/18,"8,442.00",Technical and Service Support,Facilities & Management Services
29101203691,170418K,DRAEGER SAFETY UK LIMITED,2910120369,1,254.60,PROTECTIVE EQUIPT - PARTS,26/04/18,254.60,Technical and Service Support,Emergency Services
29101203701,090418K,DRAEGER SAFETY UK LIMITED,2910120370,1,864.00,OPERATIONAL EQUIP-PURCHASE,26/04/18,864.00,Operational Resilience,Fire & Rescue
29101207211,160418G,DRAEGER SAFETY UK LIMITED,2910120721,1,116.25,PROTECTIVE EQUIPT - PARTS,26/04/18,"1,954.75",Technical and Service Support,Emergency Services
29101207212,160418G,DRAEGER SAFETY UK LIMITED,2910120721,2,"1,838.50",PROTECTIVE EQUIPT - PARTS,26/04/18,,Technical and Service Support,Emergency Services
304101,230418K,WATERFRONT MANUFACTURING LTD,30410,1,199.22,UNIFORMS,26/04/18,567.22,Fire Stations (North West),Clothing
304102,230418K,WATERFRONT MANUFACTURING LTD,30410,2,175.40,UNIFORMS,26/04/18,,Fire Stations (North West),Clothing
304103,230418K,WATERFRONT MANUFACTURING LTD,30410,3,173.00,UNIFORMS,26/04/18,,Fire Stations (North West),Clothing
304104,230418K,WATERFRONT MANUFACTURING LTD,30410,4,19.60,CLOTHING,26/04/18,,Fire Stations (North West),Clothing
304321,200418K,WATERFRONT MANUFACTURING LTD,30432,1,600.00,UNIFORMS,26/04/18,"1,350.00",Fire Stations (Management),Clothing
304322,200418K,WATERFRONT MANUFACTURING LTD,30432,2,750.00,UNIFORMS,26/04/18,,Fire Stations (Management),Clothing
304341,200418K,WATERFRONT MANUFACTURING LTD,30434,1,600.00,UNIFORMS,26/04/18,"1,350.00",Fire Stations (Management),Clothing
304342,200418K,WATERFRONT MANUFACTURING LTD,30434,2,750.00,UNIFORMS,26/04/18,,Fire Stations (Management),Clothing
3612781,190418K,HUNTERS CONTRACTS LIMITED,361278,1,410.22,OFFICE FURNITURE,26/04/18,410.22,Fire Stations (North West),Furniture & Soft Furnishings
37800706751,230418K,COMPUTACENTRE,3780070675,1,261.00,ACQUISITIONS,26/04/18,261.00,Information and Communication Technology,ICT
380171,230418F,DELTOR COMMUNICATIONS LTD,38017,1,376.00,PRINTING,26/04/18,376.00,Communications,Facilities & Management Services
390025509D1,142232,L B OF LAMBETH,390025509D,1,"1,152.74",PROPERTY RATES,26/04/18,"1,152.74",Technical and Service Support,Facilities & Management Services
39D/LFB3/3A1,230418K,OPERATIONAL RESEARCH IN HEALTH,39D/LFB3/3A,1,"4,350.00",CONSULTANTS,26/04/18,"4,350.00",Central Operations,Consultancy
4000802851,180418K,EDINBURGH AIRPORT LIMITED,400080285,1,"7,748.73",FIRE AUTHS-MUTUAL ASSISTANCE,26/04/18,"7,748.73",National Operational Guidance Project,Non Influenceable Spend
44882831,190418K,TNT UK LIMITED,4488283,1,384.57,GENERATED ACCOUNT,26/04/18,384.57,Information and Communication Technology,Mail Services
45818*1,701767,DATA INTERCHANGE,45818*,1,343.00,MAINTENANCE & SUPPORT,26/04/18,343.00,Information and Communication Technology,ICT
484471,190418K,THE KINGDOM GROUP LT T/A KINGS,48447,1,558.60,FRS STAFF AGENCY,26/04/18,558.60,Communications,Human Resources
5037832241,142218,LEASEPLAN UK LIMITED,503783224,1,"3,545.43",LEASE CAR CHARGES,26/04/18,"3,594.67",Procurement,Vehicle Management
5037832242,142218,LEASEPLAN UK LIMITED,503783224,2,49.24,P/PAYMTS-CAR LEASG-RENTAL,26/04/18,,Procurement,Vehicle Management
5037832243,142218,LEASEPLAN UK LIMITED,503783224,3,-307.64,VAT CAR LEASING,26/04/18,,Finance Services,Vehicle Management
5037832244,142218,LEASEPLAN UK LIMITED,503783224,4,307.64,LEASE CAR CHARGES,26/04/18,,Procurement,Vehicle Management
625721,190418K,FOCUS & VISION TECHNOLOGY LTD,62572,1,626.80,MEDICAL EXPENSES CONTRACT,26/04/18,626.80,HR Management,Human Resources
650190331,090418K,BRE GLOBAL LTD,65019033,1,"4,203.66",PROFESSIONAL DEVELOPMENT,26/04/18,"4,203.66",Development and Training,Human Resources
721461,200418K,THORN & DERRICK INTERNATIONAL,72146,1,979.00,PROTECTIVE EQUIPT - PARTS,26/04/18,"1,219.65",Technical and Service Support,Emergency Services
721462,200418K,THORN & DERRICK INTERNATIONAL,72146,2,68.90,PROTECTIVE EQUIPT - PARTS,26/04/18,,Technical and Service Support,Emergency Services
721463,200418K,THORN & DERRICK INTERNATIONAL,72146,3,146.75,OPERATIONAL EQUIP-PURCHASE,26/04/18,,Technical and Service Support,Fire & Rescue
721464,200418K,THORN & DERRICK INTERNATIONAL,72146,4,25.00,OPERATIONAL EQUIP-PURCHASE,26/04/18,,Technical and Service Support,Fire & Rescue
821341,200418K,FIRMIN & SONS LTD,82134,1,326.30,UNIFORMS - POMS,26/04/18,326.30,Procurement,Clothing
8246761,800113269,HAYS SPECIALIST RECRUITMENT,824676,1,603.40,FRS STAFF AGENCY,26/04/18,603.40,Technical Support & Performance,Human Resources
8575501,800112504,HAYS SPECIALIST RECRUITMENT,857550,1,603.40,FRS STAFF AGENCY,26/04/18,603.40,Technical Support & Performance,Human Resources
8575511,800112505,HAYS SPECIALIST RECRUITMENT,857551,1,603.40,FRS STAFF AGENCY,26/04/18,603.40,Technical Support & Performance,Human Resources
8575521,800112506,HAYS SPECIALIST RECRUITMENT,857552,1,603.40,FRS STAFF AGENCY,26/04/18,603.40,Technical Support & Performance,Human Resources
8850721,200418K,*SP SERVICES,885072,1,112.50,MEDICAL SUPPLIES,26/04/18,"1,346.10",Development and Training,Healthcare
8850722,200418K,*SP SERVICES,885072,2,112.50,MEDICAL SUPPLIES,26/04/18,,Development and Training,Healthcare
8850723,200418K,*SP SERVICES,885072,3,420.00,MEDICAL SUPPLIES,26/04/18,,Development and Training,Healthcare
8850724,200418K,*SP SERVICES,885072,4,500.00,MEDICAL SUPPLIES,26/04/18,,Development and Training,Healthcare
8850725,200418K,*SP SERVICES,885072,5,137.10,MEDICAL SUPPLIES,26/04/18,,Development and Training,Healthcare
8850726,200418K,*SP SERVICES,885072,6,39.00,MEDICAL SUPPLIES,26/04/18,,Development and Training,Healthcare
8850727,200418K,*SP SERVICES,885072,7,25.00,MEDICAL SUPPLIES,26/04/18,,Development and Training,Healthcare
8904771,800113006,HAYS SPECIALIST RECRUITMENT,890477,1,706.86,FRS STAFF AGENCY,26/04/18,706.86,Development and Training,Human Resources
8904781,800113011,HAYS SPECIALIST RECRUITMENT,890478,1,691.32,FRS STAFF AGENCY,26/04/18,691.32,Information and Communication Technology,Human Resources
8904791,800112997,HAYS SPECIALIST RECRUITMENT,890479,1,"1,040.40",FRS STAFF AGENCY,26/04/18,"1,040.40",Operational Resilience,Human Resources
8904801,800113001,HAYS SPECIALIST RECRUITMENT,890480,1,"1,009.88",FRS STAFF AGENCY,26/04/18,"1,009.88",National Operational Guidance Project,Human Resources
8904811,800113002,HAYS SPECIALIST RECRUITMENT,890481,1,488.60,FRS STAFF AGENCY,26/04/18,488.60,Development and Training,Human Resources
8904821,800113000,HAYS SPECIALIST RECRUITMENT,890482,1,"1,346.92",FRS STAFF AGENCY,26/04/18,"1,346.92",Information and Communication Technology,Human Resources
8904831,800112996,HAYS SPECIALIST RECRUITMENT,890483,1,491.68,FRS STAFF AGENCY,26/04/18,491.68,HR Management,Human Resources
8904841,800113003,HAYS SPECIALIST RECRUITMENT,890484,1,491.68,FRS STAFF AGENCY,26/04/18,491.68,HR Management,Human Resources
8904851,800113010,HAYS SPECIALIST RECRUITMENT,890485,1,"1,093.40",FRS STAFF AGENCY,26/04/18,"1,093.40",Grenfell,Human Resources
8904861,800112999,HAYS SPECIALIST RECRUITMENT,890486,1,757.56,FRS STAFF AGENCY,26/04/18,757.56,Procurement,Human Resources
8904871,800113008,HAYS SPECIALIST RECRUITMENT,890487,1,491.68,FRS STAFF AGENCY,26/04/18,491.68,HR Management,Human Resources
8904881,800112993,HAYS SPECIALIST RECRUITMENT,890488,1,"1,093.45",FRS STAFF AGENCY,26/04/18,"1,093.45",Legal & Democratic Services,Human Resources
8904891,800112994,HAYS SPECIALIST RECRUITMENT,890489,1,"1,346.92",FRS STAFF AGENCY,26/04/18,"1,346.92",Information and Communication Technology,Human Resources
8904901,800112995,HAYS SPECIALIST RECRUITMENT,890490,1,703.04,FRS STAFF AGENCY,26/04/18,703.04,HR Management,Human Resources
8904911,800112992,HAYS SPECIALIST RECRUITMENT,890491,1,"1,683.65",FRS STAFF AGENCY,26/04/18,"1,683.65",Information and Communication Technology,Human Resources
8904931,800113005,HAYS SPECIALIST RECRUITMENT,890493,1,"1,040.40",FRS STAFF AGENCY,26/04/18,"1,040.40",Operational Resilience,Human Resources
8904941,800113004,HAYS SPECIALIST RECRUITMENT,890494,1,614.60,FRS STAFF AGENCY,26/04/18,614.60,Fire Stations (South East),Human Resources
8904951,800113009,HAYS SPECIALIST RECRUITMENT,890495,1,"1,093.40",FRS STAFF AGENCY,26/04/18,"1,093.40",Grenfell,Human Resources
8904961,800113007,HAYS SPECIALIST RECRUITMENT,890496,1,586.04,FRS STAFF AGENCY,26/04/18,586.04,Communications,Human Resources
