 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasws
170816K,CANON (UK) LTD===============,401792146,1,"1,452.24",OFFICE EQUIPMENT,22/08/2016,"1,452.24",Technical and Service Support,ICT
160816K,DEALERSHIP SERVICES LTD,4500,1,64.35,CLOTHING,22/08/2016,255.8,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,2,21.45,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,3,21.45,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,4,57.7,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,5,28.85,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,6,15.5,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,7,15.5,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,8,15.5,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,DEALERSHIP SERVICES LTD,4500,9,15.5,CLOTHING,22/08/2016,,Cadets,Clothing
160816K,EUROLOOS LTD,47422,1,"13,455.00",OPERATIONAL EQUIP-PURCHASE,22/08/2016,"13,455.00",Central Operations,Facilities & Management S
160816K,EUROLOOS LTD,47790,1,850,OPERATIONAL EQUIP-PURCHASE,22/08/2016,850,Central Operations,Facilities & Management S
160816K,EUROLOOS LTD,47791,1,"1,495.00",OPERATIONAL EQUIP-PURCHASE,22/08/2016,"1,495.00",Central Operations,Facilities & Management S
160816K,CARPETS & FLOOR COVERS DIRECT=,4835,1,460,TACTICAL DAY TO DAY,22/08/2016,460,Technical and Service Support,Building Constr Materials
170816K,UNDERSTANDING RECRUITMENT,5027,1,"9,135.00",FRS STAFF AGENCY,22/08/2016,"9,135.00",Information and Communication Technology,Human Resources
170816K,UNDERSTANDING RECRUITMENT,5028,1,"4,550.00",FRS STAFF AGENCY,22/08/2016,"4,550.00",Information and Communication Technology,Human Resources
160816K,CHAIN GANG,52,1,617.76,POSTAL SERVICES,22/08/2016,617.76,Information Management,Mail Services
030816G,RICARDO-AEA LTD,6165170,1,"4,950.00",PROFESSIONAL DEVELOPMENT,22/08/2016,"4,950.00",Operational Policy,Human Resources
090816K,MAYORS OFF FOR POLICING&CRIME,6800109859,1,"56,000.00",GLA GROUP SHARED SERVICES,22/08/2016,"56,000.00",Finance Services,Human Resources
160816K,INFICON GMBH==================,70854866,1,624.97,OPERATIONAL EQUIP-PURCHASE,22/08/2016,624.97,CBRN RRT,Fire & Rescue
170816K,CANON (UK) LTD===============,770558525,1,390.86,OFFICE EQUIPMENT,22/08/2016,390.86,Technical and Service Support,ICT
040816K,BANNER GROUP LIMITED,8367475,1,594,PUBLIC RELATIONS,22/08/2016,594,Corporate Management Team,ICT
160816K,TWO SERVICES LTD==============,89285,1,278.92,CATERING EQUIPMENT,22/08/2016,278.92,Fire Stations (North West),Catering
141586,DART CHARGE,AD5886,1,290,PUBLIC TRANSPORT,22/08/2016,290,Central Operations,Transport
170816K,THAMES WATER UTILITIES LTD====,CBA1606032,1,348,CURRENT HYDRANT COSTS,22/08/2016,348,Operational Resilience,Utilities
170816K,THAMES WATER UTILITIES LTD====,CBA1606047,1,348,CURRENT HYDRANT COSTS,22/08/2016,348,Operational Resilience,Utilities
170816K,THAMES WATER UTILITIES LTD====,CBA1606051,1,"1,273.00",CURRENT HYDRANT COSTS,22/08/2016,"1,273.00",Operational Resilience,Utilities
090816K,SURVITEC SERVICE &DISTRIBUTION,CD20161019015,1,174,PROTECTIVE EQUIPT - PARTS,22/08/2016,348,Technical and Service Support,Fire & Rescue
090816K,SURVITEC SERVICE &DISTRIBUTION,CD20161019015,2,174,PROTECTIVE EQUIPT - PARTS,22/08/2016,,Technical and Service Support,Fire & Rescue
160816K,E&S B DAVIS LTD,DAV/63347,1,295,OPERATIONAL EQUIP-PURCHASE,22/08/2016,295,Fire Stations (North East),Environmental Services
160816K,E&S B DAVIS LTD,DAV/63455,1,295,OPERATIONAL EQUIP-PURCHASE,22/08/2016,295,Fire Stations (South West),Environmental Services
160816K,E&S B DAVIS LTD,DAV63249,1,295,OPERATIONAL EQUIP-PURCHASE,22/08/2016,295,Fire Stations (South East),Environmental Services
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,1,595.78,FUEL,22/08/2016,"17,658.09",Procurement,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,2,511.98,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,3,469.54,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,4,461.27,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,5,404.12,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,6,375.05,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,7,353.45,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,8,353.09,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,9,348.79,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,10,335.62,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,11,327.22,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,12,310.58,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,13,309.86,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,14,305.97,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,15,301.45,FUEL,22/08/2016,,Fire Safety Regulation,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,16,294.19,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,17,294.1,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,18,292.99,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,19,288.41,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,20,285.1,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,21,283.55,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,22,271.72,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,23,266.17,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,24,264.18,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,25,260.73,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,26,259.01,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,27,250.38,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,28,240.05,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,29,237.43,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,30,227.17,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,31,226.98,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,32,221.02,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,33,217.89,FUEL,22/08/2016,,Central Operations,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,34,201.1,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,35,198.4,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,36,196.6,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,37,186.74,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,38,186.52,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,39,181.43,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,40,172.39,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,41,171.1,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,42,169.67,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,43,168.82,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,44,164.65,FUEL,22/08/2016,,Command Units,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,45,156.4,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,46,153.97,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,47,152.79,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,48,152.72,FUEL,22/08/2016,,Command Units,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,49,147.56,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,50,145.64,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,51,143.62,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,52,142.16,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,53,141.62,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,54,141.48,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,55,140.65,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,56,137.84,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,57,136.49,FUEL,22/08/2016,,Technical and Service Support,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,58,135.68,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,59,134.74,FUEL,22/08/2016,,Command Units,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,60,133.8,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,61,131.78,FUEL,22/08/2016,,Command Units,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,62,131.43,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,63,129.89,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,64,128.87,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,65,126.46,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,66,120.13,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,67,114.91,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,68,114.81,FUEL,22/08/2016,,Command Units,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,69,112.08,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,70,105.53,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,71,103.68,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,72,102.9,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,73,94.37,FUEL,22/08/2016,,CBRN RRT,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,74,93.61,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,75,90.14,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,76,87.23,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,77,80.76,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,78,72.33,FUEL,22/08/2016,,Operational Policy,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,79,70.22,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,80,69.93,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,81,65.29,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,82,64.22,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,83,61.43,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,84,60.31,FUEL,22/08/2016,,Fire Stations (North West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,85,60,FUEL,22/08/2016,,Operational Resilience,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,86,58.42,FUEL,22/08/2016,,Fire Stations (South West),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,87,57.91,FUEL,22/08/2016,,Command Units,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,88,56.72,FUEL,22/08/2016,,Fire Stations (North East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,89,53.95,FUEL,22/08/2016,,Information and Communication Technology,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,90,52.69,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,91,50.36,FUEL,22/08/2016,,Command Units,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,92,43.98,FUEL,22/08/2016,,Operational Resilience,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,93,41.89,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,94,33.94,FUEL,22/08/2016,,Technical and Service Support,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,95,33.34,FUEL,22/08/2016,,Cadets,Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,96,27.28,FUEL,22/08/2016,,Fire Stations (South East),Vehicle Management
800087996,ALLSTAR BUSINESS SOLUTIONS LTD,E2006978945,97,15.88,FUEL,22/08/2016,,LIFE - LFB Funded,Vehicle Management
170816K,WM ENGINEERING SERVICES LTD===,I-5104,1,307,TACTICAL DAY TO DAY,22/08/2016,307,Technical and Service Support,"Works - Construction, R&M"
170816K,QA LIMITED,ICE415594,1,399.5,PROFESSIONAL DEVELOPMENT,22/08/2016,399.5,Community Safety Delivery,Human Resources
170816K,BABCOCK CIVIL INFRASTRUCTURE,II5002697,1,"1,733.05",PLANNED BUILDING DECORATIONS,22/08/2016,"1,733.05",Technical and Service Support,"Works - Construction, R&M"
170816K,BABCOCK CIVIL INFRASTRUCTURE,II5002699,1,"3,667.50",STRATEGIC (CYCLICAL),22/08/2016,"3,667.50",Technical and Service Support,"Works - Construction, R&M"
170816K,BABCOCK CIVIL INFRASTRUCTURE,II5002705,1,482.91,PLANNED BUILDING DECORATIONS,22/08/2016,482.91,Technical and Service Support,"Works - Construction, R&M"
170816K,BABCOCK CIVIL INFRASTRUCTURE,II5002727,1,"31,161.87",STRATEGIC (CYCLICAL),22/08/2016,"31,161.87",Technical and Service Support,"Works - Construction, R&M"
170816K,BABCOCK CIVIL INFRASTRUCTURE,II5002728,1,"6,611.57",STRATEGIC (CYCLICAL),22/08/2016,"6,611.57",Technical and Service Support,"Works - Construction, R&M"
170816K,JACKSON LIFT GROUP============,JS480702M,1,50,STRATEGIC (CYCLICAL),22/08/2016,"1,243.75",Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,2,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,3,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,4,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,5,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,6,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,7,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,8,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,9,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,10,18.75,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,11,18.75,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,12,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,13,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,14,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,15,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,16,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,17,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,18,18.75,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,19,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,20,18.75,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,21,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,22,18.75,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,23,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,24,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,25,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,26,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,27,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
170816K,JACKSON LIFT GROUP============,JS480702M,28,50,STRATEGIC (CYCLICAL),22/08/2016,,Technical and Service Support,Facilities & Management S
100816G,CDW LTD,PSINV0170091,1,"1,224.44",MAINTENANCE & SUPPORT,22/08/2016,"1,224.44",Information and Communication Technology,Consultancy
170816K,PULLMAN MOTORS================,PULL376,1,"1,800.00",OPERATIONAL EQUIP-PURCHASE,22/08/2016,"1,800.00",Procurement,Vehicle Management
170816K,GLORIOUS GAZEBOS,SI-114,1,783,PUBLIC RELATIONS,22/08/2016,783,LFB 150th Anniversary,Arts & Leisure Services
120816K,GROUND CONTROL LIMITED,SIN077001,1,"1,868.50",PLANNED BUILDING DECORATIONS,22/08/2016,"1,868.50",Technical and Service Support,"Works - Construction, R&M"
170816K,BERENDSEN UK LTD,SN2455261,1,"7,017.12",LAUNDRY,22/08/2016,"7,017.12",Central Operations,Cleaning & Janitorial
170816K,THAMESCRAFT DRY DOCKING,TC/1458/16,1,"4,300.00",PLANNED BUILDING DECORATIONS,22/08/2016,"4,300.00",Technical and Service Support,Marine
160816K,VODAFONE PAGING LTD===========,VI1455877,1,350,CELLULAR TELEPHONES,22/08/2016,483.89,Information and Communication Technology,ICT
160816K,VODAFONE PAGING LTD===========,VI1455877,2,50,CELLULAR TELEPHONES,22/08/2016,,Information and Communication Technology,ICT
160816K,VODAFONE PAGING LTD===========,VI1455877,3,80,CELLULAR TELEPHONES,22/08/2016,,Information and Communication Technology,ICT
160816K,VODAFONE PAGING LTD===========,VI1455877,4,2,CELLULAR TELEPHONES,22/08/2016,,Information and Communication Technology,ICT
160816K,VODAFONE PAGING LTD===========,VI1455877,5,1.89,CELLULAR TELEPHONES,22/08/2016,,Information and Communication Technology,ICT
141587,DEPARTMENT FOR WORK & PENSIONS,9633,1,615,DWP NHS CHARGES,24/08/2016,615,Compensation Budgets,Statutory Bodies
220816K,HEALTH MANAGEMENT LIMITED=====,151226,1,368.5,THIRD PARTY REPORTS,25/08/2016,"2,081.45",HR Management,Healthcare
220816K,HEALTH MANAGEMENT LIMITED=====,151226,2,220,THIRD PARTY REPORTS,25/08/2016,,HR Management,Healthcare
220816K,HEALTH MANAGEMENT LIMITED=====,151226,3,"1,492.95",THIRD PARTY REPORTS,25/08/2016,,HR Management,Healthcare
220816K,HEALTH MANAGEMENT LIMITED=====,151245,1,"116,467.37",OHS CONTRACT,25/08/2016,"116,467.37",HR Management,Healthcare
141584,THAMES WATER UTILITIES LTD====,0084111204N,1,347.47,WATER & SEWERAGE RATES,25/08/2016,347.47,Technical and Service Support,Utilities
141584,THAMES WATER UTILITIES LTD====,213662018,1,"1,150.37",WATER & SEWERAGE RATES,25/08/2016,"1,150.37",Technical and Service Support,Utilities
141584,THAMES WATER UTILITIES LTD====,0421104556R,1,448.77,WATER & SEWERAGE RATES,25/08/2016,448.77,Technical and Service Support,Utilities
141584,THAMES WATER UTILITIES LTD====,1038570223H,1,324.93,WATER & SEWERAGE RATES,25/08/2016,324.93,Technical and Service Support,Utilities
220816K,PRENAX (UK),10683856,1,308.34,BOOKS & JOURNALS,25/08/2016,308.34,Information Management,Financial Services
120816K,*SPRUE SAFETY PRODUCTS LTD====,1095250,1,"3,708.00",FIRE DETECTORS,25/08/2016,"3,708.00",Fire Stations (South East),Health & Safety
141586,EDF ENERGY===================,1315210000A,1,"21,258.04",ELECTRICITY,25/08/2016,"21,258.04",Technical and Service Support,Utilities
190816K,CO-STAR ELECTRONIC COMPONENTS=,167823/191399,1,540.1,PURCHASE,25/08/2016,540.1,Information and Communication Technology,ICT
141583,HEARTFELT ROOFING LIMITED,1726,1,"13,219.07",DEVELOPMENT  EXPENSES-CONTRACT,25/08/2016,"60,675.54",Technical and Service Support,"Works - Construction, R&M"
141583,HEARTFELT ROOFING LIMITED,1726,2,"47,456.47",DEVELOPMENT  EXPENSES-CONTRACT,25/08/2016,,Technical and Service Support,"Works - Construction, R&M"
220816K,TOTAL MERCHANDISE LIMITED,187458,1,"4,138.80",GENERAL,25/08/2016,"4,138.80",National Operational Guidance Project,Facilities & Management S
180816K,PREMIER MOVES LTD=============,221532,1,263.18,REMOVALS,25/08/2016,263.18,Technical and Service Support,Facilities & Management S
190816K,FIRMSTEP====================,2269,1,"4,826.03",MAINTENANCE & SUPPORT,25/08/2016,"4,826.03",Information and Communication Technology,ICT
141586,MISS BO-EUN JUNG==============,233362E,1,"2,730.00",PROFESSIONAL FEES ENFORCEMENT,25/08/2016,"2,730.00",Legal & Democratic Services,Legal Services
