Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,58.36,1.00,58.36,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.88,1.00,53.88,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.92,1.00,57.92,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.57,1.00,57.57,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,58.36,1.00,58.36,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,82.97,1.00,82.97,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,67.23,1.00,67.23,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,65.07,1.00,65.07,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,82.97,1.00,82.97,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.16,1.00,55.16,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.31,1.00,74.31,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,72.58,1.00,72.58,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,51.57,1.00,51.57,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,70.75,1.00,70.75,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.89,1.00,60.89,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.57,1.00,64.57,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.70,1.00,68.70,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.04,1.00,61.04,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,104.37,1.00,104.37,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.17,1.00,61.17,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,83.48,1.00,83.48,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,94.15,1.00,94.15,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,86.48,1.00,86.48,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.06,1.00,61.06,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.74,1.00,64.74,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.83,1.00,64.83,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,44.02,1.00,44.02,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.44,1.00,69.44,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.04,1.00,60.04,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,67.69,1.00,67.69,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,85.37,1.00,85.37,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.77,1.00,55.77,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.92,1.00,60.92,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.15,1.00,56.15,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,41.53,1.00,41.53,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.10,1.00,54.10,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,63.07,1.00,63.07,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.87,1.00,54.87,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.11,1.00,60.11,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.24,1.00,57.24,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,92.76,1.00,92.76,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,79.31,1.00,79.31,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,70.22,1.00,70.22,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,80.80,1.00,80.80,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.06,1.00,74.06,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,99.31,1.00,99.31,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,58.71,1.00,58.71,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.40,1.00,68.40,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.46,1.00,61.46,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.59,1.00,53.59,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,73.64,1.00,73.64,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.87,1.00,57.87,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,51.13,1.00,51.13,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.27,1.00,54.27,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,80.02,1.00,80.02,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.71,1.00,75.71,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,77.61,1.00,77.61,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,85.83,1.00,85.83,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.93,1.00,56.93,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,127.06,1.00,127.06,,
KLG/00023,08/05/19,8206.36,SIREM - BELT TYPE SUSPENSION - RECOMMEND A PULSE TYPE MONITO,LFB/HQ,APEX LIFT & ESCALATOR,"8,206.36",1.00,"8,206.36",KLG/00023,"8,206.36"
KMK/00019,14/05/19,9011.88,NO HOT WATER TO THE WHOLE STATION,LFB/HQ,KIER BUILDING SERV ENGINEERS,"4,121.96",1.00,"4,121.96",KMK/00019,"9,011.88"
KMK/00019,14/05/19,9011.88,AIR CON IS FAULTY IN THE UNION STREET - SERVER ROOM,LFB/HQ,KIER BUILDING SERV ENGINEERS,"2,209.08",1.00,"2,209.08",,
KMK/00019,14/05/19,9011.88,FOLLOWING PPM WORKS - KIER TO ATTEND FOLLOWING THE CLOSURE S,LFB/HQ,KIER BUILDING SERV ENGINEERS,"2,680.84",1.00,"2,680.84",,
KMK/00021,25/06/19,7529.94,HOT WATER URN IS NOT WORKING - 1ST FLOOR - KITCHEN AREA,LFB/HQ,KIER BUILDING SERV ENGINEERS,332.94,1.00,332.94,KMK/00021,"7,529.94"
KMK/00021,25/06/19,7529.94,HOT WATER URN IS SHOWING A FAULT - JUST HAPPENED,LFB/HQ,KIER BUILDING SERV ENGINEERS,418.10,1.00,418.10,,
KMK/00021,25/06/19,7529.94,"PMREM - BATTERSEA, 10391158 - WATER TREATMENT - CLOSED LOOP",LFB/HQ,KIER BUILDING SERV ENGINEERS,457.16,1.00,457.16,,
KMK/00021,25/06/19,7529.94,DRAIN AND GUTTER IN THE APPLIANCE BAY THE DRAIN IS BLOCKED,LFB/HQ,KIER BUILDING SERV ENGINEERS,814.99,1.00,814.99,,
KMK/00021,25/06/19,7529.94,"SIREM - LEE GREEN, 10251111 - LIGHTNING PROTECTION - CAT B",LFB/HQ,KIER BUILDING SERV ENGINEERS,562.07,1.00,562.07,,
KMK/00021,25/06/19,7529.94,THE CHARGING UNIT FOR THE APPLIANCE THAT COMES FROM THE CEIL,LFB/HQ,KIER BUILDING SERV ENGINEERS,402.45,1.00,402.45,,
KMK/00021,25/06/19,7529.94,GROUND FLOOR KITCHEN.  DEFECTIVE WATER BOILER.,LFB/HQ,KIER BUILDING SERV ENGINEERS,53.73,1.00,53.73,,
KMK/00021,25/06/19,7529.94,"FOLLOWING F283660  - QUOTE FOR 4,443.72",LFB/HQ,KIER BUILDING SERV ENGINEERS,"4,443.72",1.00,"4,443.72",,
KMK/00021,25/06/19,7529.94,THERE IS NO HEATING ON THE GROUND FLOOR AT THE STATION,LFB/HQ,KIER BUILDING SERV ENGINEERS,44.78,1.00,44.78,,
KMP/00035,25/06/19,5551.91,SIREM - MILLWALL - EXTRACT SYSTEM (BOILER ROOM) - CAT A,LFB/HQ,SERVEST GROUP LIMITED,"2,503.51",1.00,"2,503.51",KMP/00035,"5,551.91"
KMP/00035,25/06/19,5551.91,SIREM - EALING - THERMOSTATIC MIXING VALVES REMEDIALS - CAT,LFB/HQ,SERVEST GROUP LIMITED,"1,161.00",1.00,"1,161.00",,
KMP/00035,25/06/19,5551.91,SIREM - HAROLD HILL - CWS - CAT B,LFB/HQ,SERVEST GROUP LIMITED,565.88,1.00,565.88,,
KMP/00035,25/06/19,5551.91,SIREM - HENDON - FIRE ALARMS - CAT B,LFB/HQ,SERVEST GROUP LIMITED,360.96,1.00,360.96,,
KMP/00035,25/06/19,5551.91,SIREM - EALING - SHOWER INSTALLATION - CAT B,LFB/HQ,SERVEST GROUP LIMITED,960.56,1.00,960.56,,
KMR/00012,21/06/19,6389.18,EXTRACTOR FAN IN MAIN APPLIANCE BAY,LFB/HQ,KIER BUILDING SERV ENGINEERS,40.43,1.00,40.43,KMR/00012,"6,389.18"
KMR/00012,21/06/19,6389.18,SITE HAVE DONE A FIRE ALARM TEST AND ONE OF THE ALARMS DID N,LFB/HQ,KIER BUILDING SERV ENGINEERS,179.17,1.00,179.17,,
KMR/00012,21/06/19,6389.18,FOLLOWING ON FROM ORDER F285045 - GENIE WINDER IS DEFECTIVE,LFB/HQ,KIER BUILDING SERV ENGINEERS,978.02,1.00,978.02,,
KMR/00012,21/06/19,6389.18,BROKEN LIGHT NEEDS REPLACING GROUND FLOOR FIRE GEAR ROOM A,LFB/HQ,KIER BUILDING SERV ENGINEERS,191.53,1.00,191.53,,
KMR/00012,21/06/19,6389.18,LIGHTS - MOTION SENSOR LIGHT FAULT - 1ST FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,251.19,1.00,251.19,,
KMR/00012,21/06/19,6389.18,THE TOILET HANDLE HAS COME LOOSE - GROUND FLOOR TOILET BY TH,LFB/HQ,KIER BUILDING SERV ENGINEERS,86.41,1.00,86.41,,
KMR/00012,21/06/19,6389.18,2X SHAVING LIGHTS OUT - MENS SHOWER ROOM - 1ST FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,136.63,1.00,136.63,,
KMR/00012,21/06/19,6389.18,LIGHT OUT ABOVE THE STATION COOKER IN THE MESS ROOM 1ST FLOO,LFB/HQ,KIER BUILDING SERV ENGINEERS,260.50,1.00,260.50,,
KMR/00012,21/06/19,6389.18,THERMOSTATIC RADIATOR VALVE DEFECTIVE - LADIES TOILETS - 1ST,LFB/HQ,KIER BUILDING SERV ENGINEERS,218.25,1.00,218.25,,
KMR/00012,21/06/19,6389.18,HOT TAP IN KITCHEN - LEAKING AND WATER RUNNING DOWN THE STEM,LFB/HQ,KIER BUILDING SERV ENGINEERS,173.44,1.00,173.44,,
KMR/00012,21/06/19,6389.18,2X LIGHTS OUT IN LECTURE AREA AND 1X IN FIREFIGHTERS DORM A,LFB/HQ,KIER BUILDING SERV ENGINEERS,332.97,1.00,332.97,,
KMR/00012,21/06/19,6389.18,ALL 3 X SHOWERS LEAK MOULD FORMING AROUND SHOWERS,LFB/HQ,KIER BUILDING SERV ENGINEERS,284.84,1.00,284.84,,
KMR/00012,21/06/19,6389.18,1X LIGHT OUT IN THE POLE HOUSE - OUTSIDE THE STATION OFFICE,LFB/HQ,KIER BUILDING SERV ENGINEERS,11.94,1.00,11.94,,
KMR/00012,21/06/19,6389.18,"DUCTING OUTSIDE OF LOCKER ROOMS TWO, THREE AND FOUR IS LEAKI",LFB/HQ,KIER BUILDING SERV ENGINEERS,44.10,1.00,44.10,,
KMR/00012,21/06/19,6389.18,"BROKEN ELECTRICAL BOX IN THE BREATHING APPARATUS ROOM,",LFB/HQ,KIER BUILDING SERV ENGINEERS,36.44,1.00,36.44,,
KMR/00012,21/06/19,6389.18,LIGHTS OUT IN THE WORK SHOP,LFB/HQ,KIER BUILDING SERV ENGINEERS,290.60,1.00,290.60,,
KMR/00012,21/06/19,6389.18,LOCK IS BROKEN ON THE CUPBOARD FOR THE BMS SYSTEM,LFB/HQ,KIER BUILDING SERV ENGINEERS,127.20,1.00,127.20,,
KMR/00012,21/06/19,6389.18,THE DOUBLE PLUG SOCKET IN THE DESIGN OFFICE HAS BECOME SCORC,LFB/HQ,KIER BUILDING SERV ENGINEERS,313.80,1.00,313.80,,
KMR/00012,21/06/19,6389.18,LIGHTS IN THE FEMALE SHOWER ARENT WORKING - 1X SQUARE LIGHT,LFB/HQ,KIER BUILDING SERV ENGINEERS,261.29,1.00,261.29,,
KMR/00012,21/06/19,6389.18,PMREM - NEW CROSS - FIRE ALARMS - CAT B,LFB/HQ,KIER BUILDING SERV ENGINEERS,279.51,1.00,279.51,,
KMR/00012,21/06/19,6389.18,PMREM - DEPTFORD - FIRE ALARMS - CAT B,LFB/HQ,KIER BUILDING SERV ENGINEERS,55.13,1.00,55.13,,
KMR/00012,21/06/19,6389.18,SINKS IN THE KITCHEN ARE BLOCKED ALL 3 SINKS ALL BLOCKED,LFB/HQ,KIER BUILDING SERV ENGINEERS,140.28,1.00,140.28,,
KMR/00012,21/06/19,6389.18,STATION MANAGERS BATHROOM - GROUND FLOOR - 1X SMALL STRIPLIG,LFB/HQ,KIER BUILDING SERV ENGINEERS,80.50,1.00,80.50,,
KMR/00012,21/06/19,6389.18,APPLIANCE BAY HEATER IS NOT WORKING HASN'T BEEN WORKING FOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,45.02,1.00,45.02,,
KMR/00012,21/06/19,6389.18,FEMALE TOILET - FLUSH NOT WORKING CORRECTLY - 4TH FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,17.02,1.00,17.02,,
KMR/00012,21/06/19,6389.18,THERE IS A LEAK IN THE GROUND FLOOR MALE FIRE FIGHTERS BATHR,LFB/HQ,KIER BUILDING SERV ENGINEERS,105.67,1.00,105.67,,
KMR/00012,21/06/19,6389.18,OUTSIDE TAP IN THE YARD -  THE TAP ISNT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,92.26,1.00,92.26,,
KMR/00012,21/06/19,6389.18,GROUND FLOOR    -   ON THE RIGHT HAD SIDE OF THE APPLIANCE B,LFB/HQ,KIER BUILDING SERV ENGINEERS,74.43,1.00,74.43,,
KMR/00012,21/06/19,6389.18,THE APPLIANCE BAY CHARGERS FOR THE MODULES ARE NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,82.70,1.00,82.70,,
KMR/00012,21/06/19,6389.18,WATCH MANAGERS DOWNSTAIRS TOILET LEAKING ALL OVER THE FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,84.92,1.00,84.92,,
KMR/00012,21/06/19,6389.18,2 BULBS NEED CHANGING IN THE WATCH MANAGERS ROOM AND CREW MA,LFB/HQ,KIER BUILDING SERV ENGINEERS,82.97,1.00,82.97,,
KMR/00012,21/06/19,6389.18,APPLIANCE BAY HEATERS ARE DEFECTIVE AND ARE NOT WORKING.,LFB/HQ,KIER BUILDING SERV ENGINEERS,118.53,1.00,118.53,,
KMR/00012,21/06/19,6389.18,THE SMALL STRIP LIGHT IN THE FIRST FLOOR - APPLIANCE BAY POL,LFB/HQ,KIER BUILDING SERV ENGINEERS,198.18,1.00,198.18,,
KMR/00012,21/06/19,6389.18,55,LFB/HQ,KIER BUILDING SERV ENGINEERS,27.57,1.00,27.57,,
KMR/00012,21/06/19,6389.18,LIGHT IN THE WATCH MANAGERS ROOM ON THE GROUND FLOOR BULB NE,LFB/HQ,KIER BUILDING SERV ENGINEERS,48.11,1.00,48.11,,
KMR/00012,21/06/19,6389.18,1 X LIGHT OUT IN THE CREW MANAGERS TOILET,LFB/HQ,KIER BUILDING SERV ENGINEERS,58.02,1.00,58.02,,
KMR/00012,21/06/19,6389.18,TWO TOILETS ARE BLOCKED IN THE WASH ROOM ON THE GROUND FLOOR,LFB/HQ,KIER BUILDING SERV ENGINEERS,333.80,1.00,333.80,,
KMR/00012,21/06/19,6389.18,IN LOCKER ROOM THERE A STRONG SMELL OF SEWAGE -,LFB/HQ,KIER BUILDING SERV ENGINEERS,45.02,1.00,45.02,,
KMR/00012,21/06/19,6389.18,LEAK COMING FROM PIPE - BA SERVICE ROOM IN THE FAR LEFT CORN,LFB/HQ,KIER BUILDING SERV ENGINEERS,110.51,1.00,110.51,,
KMR/00012,21/06/19,6389.18,MEN'S SHOWERS ARE NOT DRAINING,LFB/HQ,KIER BUILDING SERV ENGINEERS,90.28,1.00,90.28,,
KPF/00027,22/05/19,8372.80,MICE DROPPINGS HAVE BEEN SPOTTED IN THE WAREHOUSE,LFB/HQ,SERVEST PEST PATROL,120.00,1.00,120.00,KPF/00027,"8,372.80"
KPF/00027,22/05/19,8372.80,COCKROACHES SPOTTED ON THE GROUND FLOOR IN THE ENGINE BAY,LFB/HQ,SERVEST PEST PATROL,70.00,1.00,70.00,,
KPF/00027,22/05/19,8372.80,MOUSE INSIDE WATCH ROOM - GROUND FLOOR,LFB/HQ,SERVEST PEST PATROL,120.00,1.00,120.00,,
KPF/00027,22/05/19,8372.80,BAD SMELL COMING FROM THE CUPBOARD AT THE TOP OF THE MAIN ST,LFB/HQ,SERVEST PEST PATROL,40.00,1.00,40.00,,
KPF/00027,22/05/19,8372.80,EAST WING - TOP DOORM -  OPPISITE WASHROOM - SUSPECTED SPIDE,LFB/HQ,SERVEST PEST PATROL,35.00,1.00,35.00,,
KPF/00027,22/05/19,8372.80,SITE HAVE A DEAD FOX BY THE REAR GATE BY THE FIRE STATION,LFB/HQ,SERVEST PEST PATROL,45.00,1.00,45.00,,
KPF/00027,22/05/19,8372.80,DRILL TOWER IS COVERED IN BIRD DROPPINGS,LFB/HQ,SERVEST PEST PATROL,180.00,1.00,180.00,,
KPF/00027,22/05/19,8372.80,3RD FLOOR MESS KITCHEN AND THE TOP OF THE POLE HOUSE,LFB/HQ,SERVEST PEST PATROL,35.00,1.00,35.00,,
KPF/00027,22/05/19,8372.80,SUSPECTED INFESTATION OF FALSE WIDOW SPIDERS IN THE BREATHIN,LFB/HQ,SERVEST PEST PATROL,35.00,1.00,35.00,,
KPF/00027,22/05/19,8372.80,DEAD RAT OUTSIDE THE BUILDING IN A BAG RAT NEEDS TO BE REMOV,LFB/HQ,SERVEST PEST PATROL,25.00,1.00,25.00,,
KPF/00027,22/05/19,8372.80,FLIES INFESTION IN THE TRAINING CENTRE,LFB/HQ,SERVEST PEST PATROL,70.00,1.00,70.00,,
KPF/00027,22/05/19,8372.80,NETTING/PROOFING TO BE PUT IN PLACE IN THE APPLIANCE BAY AT,LFB/HQ,SERVEST PEST PATROL,"7,597.80",1.00,"7,597.80",,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,50.54,1.00,50.54,KPG/00002,"6,369.74"
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.47,1.00,-0.47,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.35,1.00,-0.35,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.35,1.00,-0.35,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.35,1.00,-0.35,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,50.54,1.00,50.54,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.47,1.00,-0.47,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.35,1.00,-0.35,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.35,1.00,-0.35,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.35,1.00,-0.35,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
KPG/00002,23/05/19,6369.74,"PERFORMANCE DEDUCTIONS (F349197,F349213,F349224,F349068,F349",LFB/HQ,SERVEST PEST PATROL,-0.35,1.00,-0.35,,
KPG/00002,23/05/19,6369.74,P_PEST CONTROL_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SE,LFB/HQ,SERVEST PEST PATROL,38.00,1.00,38.00,,
