 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
800057011,*NPS (SHOES) LTD,13957,150,29.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,151,29.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,152,29.45,CLOTHING,26/01/2015,,Operations Fire Stations,Clothing
800057011,*NPS (SHOES) LTD,13957,153,29.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,154,29.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,155,29.45,CLOTHING,26/01/2015,,Command Units,Clothing
800057011,*NPS (SHOES) LTD,13957,156,29.45,CLOTHING,26/01/2015,,Operations Fire Stations,Clothing
800057011,*NPS (SHOES) LTD,13957,157,29.45,CLOTHING,26/01/2015,,Operations Fire Stations,Clothing
800057011,*NPS (SHOES) LTD,13957,158,29.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,159,29.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,160,29.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,161,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,162,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,163,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,164,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,165,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,166,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,167,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,168,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,169,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,170,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
800057011,*NPS (SHOES) LTD,13957,171,28.45,CLOTHING,26/01/2015,,Community Safety Delivery,Clothing
200115E,COMMUNITIES & LOCAL GOVERNMENT,1800020962,1,"3,387.28",GENERAL,26/01/2015,"3,387.28",Procurement,ICT
200115E,COMMUNITIES & LOCAL GOVERNMENT,1800020969,1,"2,994.50",GENERAL,26/01/2015,"2,994.50",Procurement,ICT
200115E,BRIGHT INTERACTIVE LTD========,191/0141/1,1,450,CONSULTANTS,26/01/2015,450,Strategy & Performance,ICT
140115C,FIRE SERVICES YOUTH TRAIN.ASS.,2506,1,454.8,SUBSCRIPTIONS,26/01/2015,454.8,Community Safety Delivery,Human Resources
140931,L B OF SOUTHWARK==============,2541480-1B,1,"16,615.50",PROPERTY RATES,26/01/2015,"16,615.50",Technical And Service Support,Statutory Bodies
200115E,ARKAS LIMITED=================,26039,1,214,STRATEGIC (CYCLICAL),26/01/2015,"1,568.50",Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26039,2,725.5,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26039,3,431.5,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26039,4,197.5,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26040,1,494.5,STRATEGIC (CYCLICAL),26/01/2015,"1,780.72",Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26040,2,346.72,TACTICAL DAY TO DAY,26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26040,3,709,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26040,4,230.5,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26233,1,181,STRATEGIC (CYCLICAL),26/01/2015,609,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26233,2,197.5,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26233,3,230.5,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26305,1,181,STRATEGIC (CYCLICAL),26/01/2015,"1,987.59",Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26305,2,214,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26305,3,"1,296.09",STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
200115E,ARKAS LIMITED=================,26305,4,296.5,STRATEGIC (CYCLICAL),26/01/2015,,Technical And Service Support,"Works - Construction, R&M"
210115C,ARKAS LIMITED=================,26441,1,795,STRATEGIC (NON CYCLICAL),26/01/2015,795,Technical and Service Support,"Works - Construction, R&M"
800057542,ADECCO UK LIMITED=============,26952685,1,"1,292.20",FRS STAFF AGENCY,26/01/2015,"1,292.20",Property PFI,Human Resources
800057543,ADECCO UK LIMITED=============,26952686,1,258.44,FRS STAFF AGENCY,26/01/2015,258.44,Property PFI,Human Resources
800057544,ADECCO UK LIMITED=============,26952687,1,"1,033.76",FRS STAFF AGENCY,26/01/2015,"1,033.76",Property PFI,Human Resources
800057545,ADECCO UK LIMITED=============,26952688,1,"1,292.20",FRS STAFF AGENCY,26/01/2015,"1,292.20",Property PFI,Human Resources
800057546,ADECCO UK LIMITED=============,26968299,1,"1,292.20",FRS STAFF AGENCY,26/01/2015,"1,292.20",Property PFI,Human Resources
800057553,ADECCO UK LIMITED=============,26968307,1,"1,165.36",FRS STAFF AGENCY,26/01/2015,"1,165.36",Technical and Service Support,Human Resources
800057554,ADECCO UK LIMITED=============,26976287,1,"1,165.36",FRS STAFF AGENCY,26/01/2015,"1,165.36",Technical and Service Support,Human Resources
800057589,ADECCO UK LIMITED=============,26998345,1,984.83,FRS STAFF AGENCY,26/01/2015,984.83,Legal & Democratic Services,Human Resources
800057203,ADECCO UK LIMITED=============,27012700,1,"1,900.00",FRS STAFF AGENCY,26/01/2015,"1,900.00",Information and Communication Technology,Human Resources
800057204,ADECCO UK LIMITED=============,27012701,1,"1,900.00",FRS STAFF AGENCY,26/01/2015,"1,900.00",Information and Communication Technology,Human Resources
800057278,ADECCO UK LIMITED=============,27015846,1,439.6,FRS STAFF AGENCY,26/01/2015,439.6,Operations Non Fire Stations,Human Resources
800057179,ADECCO UK LIMITED=============,27015868,1,624.4,FRS STAFF AGENCY,26/01/2015,624.4,Procurement,Human Resources
800057584,ADECCO UK LIMITED=============,27019662,1,"1,057.98",FRS STAFF AGENCY,26/01/2015,"1,057.98",Legal & Democratic Services,Human Resources
800057585,ADECCO UK LIMITED=============,27019665,1,"1,257.00",FRS STAFF AGENCY,26/01/2015,"1,257.00",Legal & Democratic Services,Human Resources
800057590,ADECCO UK LIMITED=============,27037589,1,"1,313.10",FRS STAFF AGENCY,26/01/2015,"1,313.10",Legal & Democratic Services,Human Resources
800057591,ADECCO UK LIMITED=============,27037590,1,"1,313.10",FRS STAFF AGENCY,26/01/2015,"1,313.10",Legal & Democratic Services,Human Resources
800053128,*BANNER BUSINESS SUPPLIES LTD=,28775763,1,302.4,OFFICE FURNITURE,26/01/2015,302.4,Operations Non Fire Stations,Stationery
140931,THAMES WATER UTILITIES LTD====,33449-72311#,1,830.53,WATER & SEWERAGE RATES,26/01/2015,830.53,Technical And Service Support,Utilities
200115E,CARPETS & FLOOR COVERS DIRECT=,3393,1,"2,868.00",STRATEGIC (NON CYCLICAL),26/01/2015,"2,868.00",Technical and Service Support,Building Constr Materials
080115E,UNDERSTANDING RECRUITMENT,3561,1,"7,140.00",FRS STAFF AGENCY,26/01/2015,"7,140.00",Information and Communication Technology,Human Resources
080115E,UNDERSTANDING RECRUITMENT,3568,1,"6,125.00",FRS STAFF AGENCY,26/01/2015,"6,125.00",Information and Communication Technology,Human Resources
080115C,UNDERSTANDING RECRUITMENT,3569,1,"3,680.00",FRS STAFF AGENCY,26/01/2015,"3,680.00",Information and Communication Technology,Human Resources
140932,MR STEVEN SNOWDEN=============,400647F,1,750,COUNSELS FEES,26/01/2015,750,Legal & Democratic Services,Legal Services
200115E,MITIE SECURITY (LONDON) LTD===,406/00051485,1,383.25,PREMISES SECURITY,26/01/2015,383.25,Technical And Service Support,Facilities & Management S
200115E,FLEXIFORM BUSINESS FURNITURE==,413075,1,"12,133.20",PURCHASES-FURNITURE,26/01/2015,"12,706.80",Technical and Service Support,Furniture
200115E,FLEXIFORM BUSINESS FURNITURE==,413075,2,573.6,DEVELOPMENT  EXPENSES-CONTRACT,26/01/2015,,Technical and Service Support,Furniture
140932,MR JACK FERRO=================,419451A,1,800,COUNSELS FEES,26/01/2015,800,Legal & Democratic Services,Legal Services
140932,MR JACK FERRO=================,421065,1,850,COUNSELS FEES,26/01/2015,850,Legal & Democratic Services,Legal Services
210115C,FOCUS & VISION TECHNOLOGY LTD,44080,1,731.2,MEDICAL EXPENSES CONTRACT,26/01/2015,731.2,HR Excluding Secondments,Healthcare
210115C,FOCUS & VISION TECHNOLOGY LTD,44105,1,322.95,MEDICAL EXPENSES CONTRACT,26/01/2015,322.95,HR Excluding Secondments,Healthcare
200115E,MITIE SECURITY (LONDON) LTD===,45/575504,1,619.92,PREMISES SECURITY,26/01/2015,619.92,Technical And Service Support,Facilities & Management S
200115E,MITIE SECURITY (LONDON) LTD===,45/575566,1,"1,262.80",PREMISES SECURITY,26/01/2015,"1,262.80",Technical And Service Support,Facilities & Management S
140931,THAMES WATER UTILITIES LTD====,45605-3-523O,1,540.25,WATER & SEWERAGE RATES,26/01/2015,540.25,Technical And Service Support,Utilities
140931,THAMES WATER UTILITIES LTD====,50163-75184N,1,301.62,WATER & SEWERAGE RATES,26/01/2015,301.62,Technical And Service Support,Utilities
140931,THAMES WATER UTILITIES LTD====,51792-16119^,1,355.96,WATER & SEWERAGE RATES,26/01/2015,355.96,Technical And Service Support,Utilities
210115C,INDEC BECKENHAM LTD===========,5689,1,"3,680.00",STRATEGIC (NON CYCLICAL),26/01/2015,"3,680.00",Technical and Service Support,"Works - Construction, R&M"
200115E,GAS & AIR SERVICES (UK)=======,6566,1,495,REPAIR & MAINTENANCE,26/01/2015,495,Technical And Service Support,Building Constr Materials
200115E,GAS & AIR SERVICES (UK)=======,6567,1,506.13,REPAIR & MAINTENANCE,26/01/2015,959.4,Technical And Service Support,Building Constr Materials
200115E,GAS & AIR SERVICES (UK)=======,6567,2,453.27,REPAIR & MAINTENANCE,26/01/2015,,Technical And Service Support,Building Constr Materials
210115C,MAYORS OFF FOR POLICING&CRIME,6800100296,1,"9,668.83",CONTRACT HIRE,26/01/2015,"9,668.83",HR Excluding Secondments,Human Resources
210115C,MAYORS OFF FOR POLICING&CRIME,6800100297,1,475.11,CONTRACT HIRE,26/01/2015,475.11,HR Excluding Secondments,Human Resources
210115C,MAYORS OFF FOR POLICING&CRIME,6800100298,1,253.81,CONTRACT HIRE,26/01/2015,253.81,HR Excluding Secondments,Human Resources
210115C,MAYORS OFF FOR POLICING&CRIME,6800100300,1,331.46,CONTRACT HIRE,26/01/2015,331.46,HR Excluding Secondments,Human Resources
210115C,MAYORS OFF FOR POLICING&CRIME,6800100301,1,"1,071.38",CONTRACT HIRE,26/01/2015,"1,071.38",HR Excluding Secondments,Human Resources
210115C,MAYORS OFF FOR POLICING&CRIME,6800100302,1,"2,075.86",CONTRACT HIRE,26/01/2015,"2,075.86",HR Excluding Secondments,Human Resources
210115C,MAYORS OFF FOR POLICING&CRIME,6800100303,1,295.63,CONTRACT HIRE,26/01/2015,295.63,HR Excluding Secondments,Human Resources
210115C,MAYORS OFF FOR POLICING&CRIME,6800100304,1,376.25,CONTRACT HIRE,26/01/2015,376.25,HR Excluding Secondments,Human Resources
210115C,ARGENT FM LTD=================,6944,1,"3,502.52",DEVELOPMENT  EXPENSES-CONTRACT,26/01/2015,"3,502.52",Technical and Service Support,"Works - Construction, R&M"
200115E,CANON (UK) LTD===============,770492212,1,390.86,OFFICE EQUIPMENT,26/01/2015,390.86,Technical And Service Support,ICT
200115E,CANON (UK) LTD===============,770497619,1,225.06,OFFICE EQUIPMENT,26/01/2015,"4,359.76",Operations Non Fire Stations,ICT
200115E,CANON (UK) LTD===============,770497619,2,225.06,OFFICE EQUIPMENT,26/01/2015,,Operations Fire Stations,ICT
200115E,CANON (UK) LTD===============,770497619,3,"3,909.64",OFFICE EQUIPMENT,26/01/2015,,Technical And Service Support,ICT
140115C,SHEILA PANTRY ASSOCIATES LTD==,798A/2015,1,825,BOOKS & JOURNALS,26/01/2015,825,Strategy & Performance,Education
140931,THAMES WATER UTILITIES LTD====,9524085193+,1,"1,045.62",WATER & SEWERAGE RATES,26/01/2015,"1,045.62",Technical And Service Support,Utilities
130115G,ASTEC SURVEYS LIMITED=========,ASL-15-001,1,395,ASBESTOS,26/01/2015,395,Technical and Service Support,Environmental Services
210115C,E&S B DAVIS LTD,DAV/53585,1,360,OPERATIONAL EQUIP-PURCHASE,26/01/2015,360,Operations Fire Stations,Environmental Services
190115C,HALL FUELS,I07287497,1,"3,165.75",FUEL,26/01/2015,"3,165.75",Operations Fire Stations,Vehicle Management
140115C,HALL FUELS,I07287498,1,"1,809.90",FUEL,26/01/2015,"1,809.90",Operations Fire Stations,Vehicle Management
140115C,HALL FUELS,I07287499,1,"2,713.50",FUEL,26/01/2015,"2,713.50",Operations Fire Stations,Vehicle Management
210115C,BABCOCK CIVIL INFRASTRUCTURE,II5000858,1,"31,161.87",STRATEGIC (CYCLICAL),26/01/2015,"31,161.87",Technical And Service Support,"Works - Construction, R&M"
210115C,BABCOCK CIVIL INFRASTRUCTURE,II5000877,1,"15,136.23",STRATEGIC (CYCLICAL),26/01/2015,"15,136.23",Technical And Service Support,"Works - Construction, R&M"
210115C,SERVOCA SECURE SOLUTIONS LTD,IN006783,1,"21,946.40",PREMISES SECURITY,26/01/2015,"21,946.40",Business Continuity,Facilities & Management S
210115C,SERVOCA SECURE SOLUTIONS LTD,IN006967,1,"5,592.60",PREMISES SECURITY,26/01/2015,"6,140.00",Business Continuity,Facilities & Management S
210115C,SERVOCA SECURE SOLUTIONS LTD,IN006967,2,547.4,PREMISES SECURITY,26/01/2015,,Business Continuity,Facilities & Management S
210115C,BENNETT MECHANICAL SERVICES LT,L5077,1,"25,683.25",PROF FEES-MISCELLANEOUS,26/01/2015,"25,683.25",Technical and Service Support,Building Constr Materials
210115C,COFELY WORKPLACE LIMITED,M130118,1,"2,869.98",STRATEGIC (NON CYCLICAL),26/01/2015,"2,869.98",Technical and Service Support,"Works - Construction, R&M"
210115C,COFELY WORKPLACE LIMITED,M130120,1,"2,869.98",STRATEGIC (NON CYCLICAL),26/01/2015,"2,869.98",Technical and Service Support,"Works - Construction, R&M"
210115C,COFELY WORKPLACE LIMITED,M132724,1,"1,901.59",STRATEGIC (NON CYCLICAL),26/01/2015,"1,901.59",Technical and Service Support,"Works - Construction, R&M"
210115C,PHOENIX SOFTWARE LTD==========,OP/I744643,1,"12,348.15",MAINTENANCE & SUPPORT,26/01/2015,"12,348.15",Information and Communication Technology,ICT
140923,ARVAL UK LTD,RI0001536011,1,962.74,LEASE CAR CHARGES,26/01/2015,"4,183.32",Procurement,Vehicle Management
140923,ARVAL UK LTD,RI0001536011,2,"3,220.58",P/PAYMTS-CAR LEASG-RENTAL,26/01/2015,,Finance Services,Vehicle Management
140923,ARVAL UK LTD,RI0001536011,3,-353.59,VAT CAR LEASING,26/01/2015,,Finance Services,Vehicle Management
140923,ARVAL UK LTD,RI0001536011,4,353.59,LEASE CAR CHARGES,26/01/2015,,Procurement,Vehicle Management
210115C,BERENDSEN UK LTD,SN1903047,1,"8,638.73",LAUNDRY,26/01/2015,"8,638.73",Operations Non Fire Stations,Cleaning & Janitorial
160115C,BRITISH TELECOM===============,VP71178070M121001,1,"2,338.56",CALL CHARGES,26/01/2015,"85,405.16",Information and Communication Technology,ICT
160115C,BRITISH TELECOM===============,VP71178070M121001,2,"83,066.60",OFFICE EQUIPMENT,26/01/2015,,Information and Communication Technology,ICT
080115C,SPEAKERS TRUST,WEB/004260,1,"3,730.00",PROFESSIONAL DEVELOPMENT,26/01/2015,"3,730.00",Community Safety Delivery,Human Resources
140939,ROYAL MAIL====================,AD5836,1,350,DAY TO DAY MINOR IMPS,28/01/2015,350,Property PFI,Financial Services
140939,ROYAL MAIL====================,AD5837,1,350,DAY TO DAY MINOR IMPS,28/01/2015,350,Property PFI,Financial Services
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,1,"248,220.58",VEHICLES,28/01/2015,"1,188,899.51",Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,2,"881,721.56",VEHICLES,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,3,"6,286.12",LOST & NFWT OPS EQUIPMENT,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,4,"11,924.73",VEHICLES NWFT,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,5,"3,146.00",ACCIDENT REPAIRS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,6,"3,078.33",ACCIDENT REPAIRS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,7,331.44,MODIFICATIONS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,8,889.28,MODIFICATIONS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,9,273.54,MODIFICATIONS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,10,262.73,MODIFICATIONS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,11,"9,780.70",MODIFICATIONS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,12,510.12,MODIFICATIONS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,13,"4,749.22",MODIFICATIONS,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,14,"2,386.91",VEHICLES,28/01/2015,,Procurement,Consultancy
902493,BABCOCK CRITICAL SERVICES LTD,SIMP014406,15,"15,338.25",VEHICLES,28/01/2015,,Business Continuity,Consultancy
260115G,HCD BUILDING CONTROL LTD,22883,1,700,PROF FEES-MISCELLANEOUS,29/01/2015,700,Technical and Service Support,Facilities & Management S
210115C,*SPRUE SAFETY PRODUCTS LTD====,1069748,1,800,FIRE DETECTORS,29/01/2015,800,Operations Non Fire Stations,Health & Safety
210115C,*SPRUE SAFETY PRODUCTS LTD====,1069749,1,440,FIRE DETECTORS,29/01/2015,440,Operations Non Fire Stations,Health & Safety
260115G,THE DOCUMENT WAREHOUSE UK LTD,1195,1,"3,603.44",GENERAL,29/01/2015,"3,603.44",Strategy & Performance,Facilities & Management S
260115G,THE DOCUMENT WAREHOUSE UK LTD,1273,1,"2,839.38",GENERAL,29/01/2015,"2,839.38",Strategy & Performance,Facilities & Management S
800057100,REDFERN TRAVEL LTD,1426692,1,445.29,PUBLIC TRANSPORT,29/01/2015,445.29,National Operational Guidance Project,Human Resources
260115G,SURREY BLIND & CURTAIN CO=====,14501,1,22,FIXTURES & FITTINGS,29/01/2015,597,Technical And Service Support,"Works - Construction, R&M"
260115G,SURREY BLIND & CURTAIN CO=====,14501,2,259,FIXTURES & FITTINGS,29/01/2015,,Technical And Service Support,"Works - Construction, R&M"
260115G,SURREY BLIND & CURTAIN CO=====,14501,3,93,FIXTURES & FITTINGS,29/01/2015,,Technical And Service Support,"Works - Construction, R&M"
260115G,SURREY BLIND & CURTAIN CO=====,14501,4,197,FIXTURES & FITTINGS,29/01/2015,,Technical And Service Support,"Works - Construction, R&M"
260115G,SURREY BLIND & CURTAIN CO=====,14501,5,26,FIXTURES & FITTINGS,29/01/2015,,Technical And Service Support,"Works - Construction, R&M"
260115G,HARRIS INSTALLATION SERVICES,17310,1,716.04,REMOVALS,29/01/2015,716.04,Technical And Service Support,Facilities & Management S
260115G,HARRIS INSTALLATION SERVICES,17311,1,416.75,REMOVALS,29/01/2015,416.75,Technical And Service Support,Facilities & Management S
220115E,PAUL EVERS,181214,1,250,PROFESSIONAL DEVELOPMENT,29/01/2015,750,LIFE - LFB Funded,Human Resources
220115E,PAUL EVERS,181214,2,250,PROFESSIONAL DEVELOPMENT,29/01/2015,,LIFE - LFB Funded,Human Resources
220115E,PAUL EVERS,181214,3,250,PROFESSIONAL DEVELOPMENT,29/01/2015,,LIFE - LFB Funded,Human Resources
220115E,*LOCKHART CATERING EQUIPMENT,2323969,1,4.94,CATERING EQUIPMENT,29/01/2015,"1,162.98",Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,2,5.18,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,3,65.08,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,4,14.48,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,5,23.06,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,6,16.26,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,7,9.32,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,8,56.16,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,9,9.92,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,10,22.68,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,11,46.52,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,12,33.84,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,13,10.78,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,14,16.58,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,15,7.84,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,16,3.06,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,17,6.69,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,18,27.64,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,19,21.2,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,20,6.4,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,21,51.92,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,22,12.42,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,23,5.58,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,24,12.4,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,25,12.4,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,26,12.4,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,27,12.4,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,28,12.4,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,29,12.4,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,30,20.16,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,31,2.54,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,32,12.28,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,33,3.6,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,34,20.08,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,35,50.52,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,36,3.58,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,37,13.94,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,38,5.39,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,39,25.78,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,40,11.1,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,41,35.7,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,42,12.78,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,43,14.48,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,44,4.96,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
