Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
50371,150319K,THE KINGDOM GROUP LT T/A KINGS,50371,1,704.20,FRS STAFF AGENCY,21/03/19,704.20,Communications,Human Resources
55,140319K,ACE VEHICLE SERVICES LIMITED,55,1,295.00,OPERATIONAL EQUIP-PURCHASE,21/03/19,295.00,Fire Stations (North East),Fire & Rescue
58,150319K,ACE VEHICLE SERVICES LIMITED,58,1,320.00,OPERATIONAL EQUIP-PURCHASE,21/03/19,320.00,Fire Stations (North West),Fire & Rescue
6545,140319K,CONTRACT CATERING CONSULTANTS,6545,1,500.00,CONSULTANTS,21/03/19,500.00,Technical and Service Support,Consultancy
66926,070319K,THE HEIGHTEC GROUP LTD,66926,1,"1,820.19",OPERATIONAL EQUIP-PURCHASE,21/03/19,"1,820.19",Technical and Service Support,Fire & Rescue
67292,180319G,FOCUS & VISION TECHNOLOGY LTD,67292,1,"2,227.82",MEDICAL EXPENSES CONTRACT,21/03/19,"2,227.82",People Services,Human Resources
67316,180319G,FOCUS & VISION TECHNOLOGY LTD,67316,1,365.18,MEDICAL EXPENSES CONTRACT,21/03/19,365.18,People Services,Human Resources
67442,180319G,FOCUS & VISION TECHNOLOGY LTD,67442,1,600.78,MEDICAL EXPENSES CONTRACT,21/03/19,600.78,People Services,Human Resources
67465,180319G,FOCUS & VISION TECHNOLOGY LTD,67465,1,944.97,MEDICAL EXPENSES CONTRACT,21/03/19,944.97,People Services,Human Resources
67495,180319G,FOCUS & VISION TECHNOLOGY LTD,67495,1,706.80,MEDICAL EXPENSES CONTRACT,21/03/19,706.80,People Services,Human Resources
67532,180319G,FOCUS & VISION TECHNOLOGY LTD,67532,1,470.80,MEDICAL EXPENSES CONTRACT,21/03/19,470.80,People Services,Human Resources
683,140319K,NWFS,683,1,"1,000.00",SUBSCRIPTIONS,21/03/19,"1,000.00",People Services,Financial Services
7042599,010319K,CURRIE & BROWN UK LIMITED,7042599,1,"3,078.74",PROF FEES-MISCELLANEOUS,21/03/19,"3,078.74",Technical and Service Support,"Works - Construction, R&M"
7042607,010319K,CURRIE & BROWN UK LIMITED,7042607,1,"4,431.13",PROF FEES-MISCELLANEOUS,21/03/19,"4,431.13",Technical and Service Support,"Works - Construction, R&M"
7043,140319K,CARPETS & FLOOR COVERS DIRECT,7043,1,"3,974.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"3,974.00",Technical and Service Support,Works - Construction
7044,140319K,CARPETS & FLOOR COVERS DIRECT,7044,1,"3,953.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"3,953.00",Technical and Service Support,Works - Construction
7045,150319V,CARPETS & FLOOR COVERS DIRECT,7045,1,"5,770.75",REACTIVE SMALL WORKS AND PROJ,21/03/19,"5,770.75",Technical and Service Support,Works - Construction
7046,150319V,CARPETS & FLOOR COVERS DIRECT,7046,1,"7,572.22",REACTIVE SMALL WORKS AND PROJ,21/03/19,"7,572.22",Technical and Service Support,Works - Construction
7048,150319K,CARPETS & FLOOR COVERS DIRECT,7048,1,433.40,REACTIVE BUILDING FABRIC,21/03/19,433.40,Technical and Service Support,Works - Construction
73,150319K,ACE VEHICLE SERVICES LIMITED,73,1,320.00,OPERATIONAL EQUIP-PURCHASE,21/03/19,320.00,Fire Stations (South West),Fire & Rescue
73512,800127183,SERVEST GROUP LIMITED,73512,1,635.08,REACTIVE MEP,21/03/19,"8,318.00",Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,2,107.40,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,3,493.56,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,4,286.40,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,5,214.80,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,6,71.60,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,7,80.55,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,8,152.15,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,9,179.00,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,10,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,11,107.40,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,12,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,13,53.70,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,14,53.70,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,15,659.32,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,16,107.40,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,17,109.38,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,18,89.50,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,19,71.60,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,20,107.40,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,21,23.92,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,22,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,23,115.64,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,24,71.60,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,25,297.88,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,26,214.80,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,27,89.50,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,28,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,29,74.34,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,30,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,31,36.46,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,32,289.56,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,33,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,34,108.04,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,35,72.92,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,36,8.95,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,37,70.54,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,38,47.81,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,39,17.90,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,40,141.08,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,41,195.59,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,42,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,43,66.08,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,44,89.50,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,45,71.60,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,46,164.50,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,47,143.20,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,48,99.12,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,49,71.60,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,50,71.60,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,51,125.30,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,52,18.23,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,53,152.15,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,54,35.88,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,55,17.90,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,56,11.96,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,57,109.38,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,58,71.60,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,59,33.04,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,60,16.52,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,61,9.11,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,62,123.08,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,63,138.74,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,64,108.04,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73512,800127183,SERVEST GROUP LIMITED,73512,65,111.00,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73516,800127232,SERVEST GROUP LIMITED,73516,1,170.05,REACTIVE MEP,21/03/19,"2,128.17",Technical and Service Support,Works - Construction
73516,800127232,SERVEST GROUP LIMITED,73516,2,942.24,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73516,800127232,SERVEST GROUP LIMITED,73516,3,862.04,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
73516,800127232,SERVEST GROUP LIMITED,73516,4,153.84,REACTIVE MEP,21/03/19,,Technical and Service Support,Works - Construction
815566,150319K,FIRE SERVICE COLLEGE LTD,815566,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
815567,150319K,FIRE SERVICE COLLEGE LTD,815567,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
815568,150319K,FIRE SERVICE COLLEGE LTD,815568,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
815569,150319K,FIRE SERVICE COLLEGE LTD,815569,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
815570,150319K,FIRE SERVICE COLLEGE LTD,815570,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
815571,150319K,FIRE SERVICE COLLEGE LTD,815571,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
815572,150319K,FIRE SERVICE COLLEGE LTD,815572,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
815573,150319K,FIRE SERVICE COLLEGE LTD,815573,1,708.92,HIRE OF FACILITIES,21/03/19,708.92,Operational Resilience,Facilities & Management Services
8600,130319V,VIGILANCE PROPERTIES,8600,1,"7,500.00",PREMISES SECURITY,21/03/19,"7,500.00",Technical and Service Support,Facilities & Management Services
8601,130319V,VIGILANCE PROPERTIES,8601,1,"5,000.00",PREMISES SECURITY,21/03/19,"5,000.00",Technical and Service Support,Facilities & Management Services
8602,130319K,VIGILANCE PROPERTIES,8602,1,"1,082.53",PREMISES SECURITY,21/03/19,"1,082.53",Technical and Service Support,Facilities & Management Services
8604/318/7E,180319G,H & V HEATING & VENTILATING,8604/318/7E,1,"1,495.65",DEVELOPMENT  EXPENSES-CONTRACT,21/03/19,"1,495.65",Technical and Service Support,Building Constr Materials
88729,180319G,SHARPE PRITCHARD,88729,1,735.00,DISPOSAL COSTS-ESTATES AGENTS,21/03/19,735.00,Technical and Service Support,Legal Services
900448216,180319G,L B OF BRENT,900448216,1,"1,000.00",GENERAL,21/03/19,"1,000.00",Community Safety,Consultancy
90052739,040319K,COLLEGE OF POLICING,90052739,1,480.00,PROFESSIONAL DEVELOPMENT,21/03/19,480.00,Training and Professional Development,Human Resources
9342018686,050319K,POLICE AND CRIME COMMISSIONER,9342018686,1,400.00,STATIONERY CONSUMABLES,21/03/19,400.00,Operational Resilience,Stationery
935067299,140319K,ARCO GROUP THE,935067299,1,283.77,OFFICE FURNITURE,21/03/19,283.77,Fire Stations (North West),Furniture & Soft Furnishings
AR/108959,142619,MR AARON RATHMELL,AR/108959,1,"2,075.00",COUNSELS FEES,21/03/19,"2,075.00",Compensation Budgets,Legal Services
CBA1809908,180319G,THAMES WATER UTILITIES LTD,CBA1809908,1,256.00,CURRENT HYDRANT COSTS,21/03/19,256.00,Procurement,Works - Construction
CBA1809909,180319G,THAMES WATER UTILITIES LTD,CBA1809909,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809910,150319K,THAMES WATER UTILITIES LTD,CBA1809910,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809911,180319G,THAMES WATER UTILITIES LTD,CBA1809911,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809917,150319K,THAMES WATER UTILITIES LTD,CBA1809917,1,256.00,CURRENT HYDRANT COSTS,21/03/19,256.00,Procurement,Works - Construction
CBA1809918,150319K,THAMES WATER UTILITIES LTD,CBA1809918,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809920,150319K,THAMES WATER UTILITIES LTD,CBA1809920,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809923,180319G,THAMES WATER UTILITIES LTD,CBA1809923,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809924,180319G,THAMES WATER UTILITIES LTD,CBA1809924,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809925,150319K,THAMES WATER UTILITIES LTD,CBA1809925,1,256.00,CURRENT HYDRANT COSTS,21/03/19,256.00,Procurement,Works - Construction
CBA1809938,150319K,THAMES WATER UTILITIES LTD,CBA1809938,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809944,150319K,THAMES WATER UTILITIES LTD,CBA1809944,1,348.00,CURRENT HYDRANT COSTS,21/03/19,348.00,Procurement,Works - Construction
CBA1809947,150319K,THAMES WATER UTILITIES LTD,CBA1809947,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809951,150319K,THAMES WATER UTILITIES LTD,CBA1809951,1,348.00,CURRENT HYDRANT COSTS,21/03/19,348.00,Procurement,Works - Construction
CBA1809954,150319K,THAMES WATER UTILITIES LTD,CBA1809954,1,256.00,CURRENT HYDRANT COSTS,21/03/19,256.00,Procurement,Works - Construction
CBA1809982,180319G,THAMES WATER UTILITIES LTD,CBA1809982,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809983,150319K,THAMES WATER UTILITIES LTD,CBA1809983,1,"1,273.00",CURRENT HYDRANT COSTS,21/03/19,"1,273.00",Procurement,Works - Construction
CBA1809985,150319K,THAMES WATER UTILITIES LTD,CBA1809985,1,348.00,CURRENT HYDRANT COSTS,21/03/19,348.00,Procurement,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,1,395.00,DAY TO DAY MINOR IMPS,21/03/19,"10,270.00",Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,2,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,3,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,4,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,5,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,6,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,7,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,8,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,9,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,10,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,11,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,12,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,13,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,14,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,15,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,16,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,17,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,18,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,19,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,20,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,21,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,22,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,23,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,24,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,25,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190462,150319V,CHARGEMASTER PLC,CM190462,26,395.00,DAY TO DAY MINOR IMPS,21/03/19,,Technical and Service Support,Works - Construction
CM190623,150319V,CHARGEMASTER PLC,CM190623,1,"9,547.64",DAY TO DAY MINOR IMPS,21/03/19,"9,547.64",Technical and Service Support,Works - Construction
GB10100165675,010319K,ERNST AND YOUNG,GB10100165675,1,295.00,PROFESSIONAL DEVELOPMENT,21/03/19,590.00,Training and Professional Development,Human Resources
GB10100165675,010319K,ERNST AND YOUNG,GB10100165675,2,295.00,PROFESSIONAL DEVELOPMENT,21/03/19,,Training and Professional Development,Human Resources
I10825682,150319K,HALL FUELS,I10825682,1,"2,054.80",FUEL,21/03/19,"2,054.80",Fire Stations (North West),Vehicle Management
I10840903,120319K,HALL FUELS,I10840903,1,"2,035.10",FUEL,21/03/19,"2,035.10",Fire Stations (North West),Vehicle Management
I10840904,120319K,HALL FUELS,I10840904,1,"3,096.00",FUEL,21/03/19,"3,096.00",Fire Stations (South East),Vehicle Management
I10850397,120319K,HALL FUELS,I10850397,1,"3,821.01",FUEL,21/03/19,"3,821.01",Fire Stations (North East),Vehicle Management
IA304_PR/70713,142619,CANADA LIFE LIMITED,IA304_PR/70713,1,"830,652.51",RENTS,21/03/19,"830,652.51",Technical and Service Support,Facilities & Management Services
IHO84034,180319G,AA WOODS,IHO84034,1,425.00,REACTIVE ASBESTOS,21/03/19,425.00,Technical and Service Support,Works - Construction
INV-2392,150319K,HAZMATLINK LIMITED,INV-2392,1,350.00,OPERATIONAL EQUIP-PURCHASE,21/03/19,350.00,Operational Resilience,Fire & Rescue
INV-3057,120319K,LC ENERGY LTD,INV-3057,1,898.67,GAS,21/03/19,898.67,Technical and Service Support,Utilities
INV-3897,050319K,ENERGY AUDITING AGENCY LTD,INV-3897,1,998.00,PROFESSIONAL SERVICES,21/03/19,998.00,Technical and Service Support,Consultancy
INV-3923,050319K,ENERGY AUDITING AGENCY LTD,INV-3923,1,"1,141.00",PROFESSIONAL SERVICES,21/03/19,"1,141.00",Technical and Service Support,Consultancy
INV-LFB-01,150319K,JUDY TAYLOR,INV-LFB-01,1,"15,000.00",CULTURAL CHANGE & TALENT,21/03/19,"15,000.00",People Services,Human Resources
INV000071528-10257,142614,FIELD FISHER LLP,INV000071528-10257,1,"57,538.80",LEGAL PROFESSIONAL FEES-GENERL,21/03/19,"57,538.80",Grenfell Investigation Legal Costs,Legal Services
INV507063,110319V,HEALTH MANAGEMENT LIMITED,INV507063,1,"120,941.79",OHS CONTRACT,21/03/19,"120,941.79",People Services,Human Resources
LFB01,150319K,ZOE AMAR COMMUNICATIONS LTD,LFB01,1,"3,717.20",CONSULTANTS,21/03/19,"3,717.20",Communications,Consultancy
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,1,139.16,REACTIVE CLEANING,21/03/19,"1,806.34",Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,2,139.16,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,3,208.75,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,4,197.89,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,5,230.87,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,6,197.89,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,7,197.89,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,8,263.86,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MANF023362,800127305,INTERSERVE ( FACILITIES MGMT),MANF023362,9,230.87,REACTIVE CLEANING,21/03/19,,Technical and Service Support,Cleaning & Janitorial
MCE587,140319V,B NOKES CONTRACTS LTD,MCE587,1,"6,182.00",REACTIVE MEP,21/03/19,"6,182.00",Technical and Service Support,Works - Construction
MCE659,180319V,B NOKES CONTRACTS LTD,MCE659,1,"5,536.50",REACTIVE BUILDING FABRIC,21/03/19,"5,536.50",Technical and Service Support,Works - Construction
MCE661,180319V,B NOKES CONTRACTS LTD,MCE661,1,"6,218.55",REACTIVE MEP,21/03/19,"6,218.55",Technical and Service Support,Works - Construction
MCE662,180319V,B NOKES CONTRACTS LTD,MCE662,1,"9,931.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"9,931.00",Technical and Service Support,Works - Construction
MCE663,180319V,B NOKES CONTRACTS LTD,MCE663,1,"9,927.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"9,927.00",Technical and Service Support,Works - Construction
MCE664,180319V,B NOKES CONTRACTS LTD,MCE664,1,"7,754.50",REACTIVE SMALL WORKS AND PROJ,21/03/19,"7,754.50",Technical and Service Support,Works - Construction
MCE665,180319V,B NOKES CONTRACTS LTD,MCE665,1,"9,931.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"9,931.00",Technical and Service Support,Works - Construction
MCE666,180319V,B NOKES CONTRACTS LTD,MCE666,1,"7,263.25",REACTIVE SMALL WORKS AND PROJ,21/03/19,"7,263.25",Technical and Service Support,Works - Construction
MCE667,180319V,B NOKES CONTRACTS LTD,MCE667,1,"9,238.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"9,238.00",Technical and Service Support,Works - Construction
MCE668,180319G,B NOKES CONTRACTS LTD,MCE668,1,"2,970.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"2,970.00",Technical and Service Support,Works - Construction
MCE669,180319V,B NOKES CONTRACTS LTD,MCE669,1,"7,294.50",REACTIVE SMALL WORKS AND PROJ,21/03/19,"7,294.50",Technical and Service Support,Works - Construction
MCE670,180319G,B NOKES CONTRACTS LTD,MCE670,1,"4,914.00",REACTIVE SMALL WORKS AND PROJ,21/03/19,"4,914.00",Technical and Service Support,Works - Construction
