 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
190215G,*NPS (SHOES) LTD,14113,31,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,32,30.05,CLOTHING,26/02/2015,,Regulatory Fire Safety,Clothing
190215G,*NPS (SHOES) LTD,14113,33,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,34,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,35,30.05,CLOTHING,26/02/2015,,Regulatory Fire Safety,Clothing
190215G,*NPS (SHOES) LTD,14113,36,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,37,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,38,60.1,CLOTHING,26/02/2015,,Regulatory Fire Safety,Clothing
190215G,*NPS (SHOES) LTD,14113,39,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,40,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,41,30.05,CLOTHING,26/02/2015,,Regulatory Fire Safety,Clothing
190215G,*NPS (SHOES) LTD,14113,42,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,43,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,44,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,45,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,46,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,47,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,48,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,49,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,50,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,51,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,52,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,53,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,54,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,55,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,56,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,57,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,58,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,59,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,60,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,61,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,62,30.05,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,63,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,64,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,65,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,66,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,67,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,68,29.45,CLOTHING,26/02/2015,,Operations Non Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,69,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,70,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,71,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,72,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
190215G,*NPS (SHOES) LTD,14113,73,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,74,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,75,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,76,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,77,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,78,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,79,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,80,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,81,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,82,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,83,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,84,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,85,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,86,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,87,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,88,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,89,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,90,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,91,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,92,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,93,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,94,58.9,CLOTHING,26/02/2015,,Firefighter Trainees,Clothing
190215G,*NPS (SHOES) LTD,14113,95,29.45,CLOTHING,26/02/2015,,Operations Fire Stations,Clothing
800058490,REDFERN TRAVEL LTD,1429736,1,"1,636.40",HIRE OF FACILITIES,26/02/2015,"1,636.40",Community Safety Delivery,Human Resources
800058494,REDFERN TRAVEL LTD,1431718,1,778.2,HIRE OF FACILITIES,26/02/2015,778.2,Operational Resilience,Human Resources
800058504,REDFERN TRAVEL LTD,1432773,1,"1,019.40",PUBLIC TRANSPORT,26/02/2015,"1,019.40",Information and Communication Technology,Human Resources
800058493,REDFERN TRAVEL LTD,1433880,1,280.4,PUBLIC TRANSPORT,26/02/2015,280.4,Regulatory Fire Safety,Human Resources
800058507,REDFERN TRAVEL LTD,1434734,1,490.2,PUBLIC TRANSPORT,26/02/2015,490.2,Business Continuity,Human Resources
800058508,REDFERN TRAVEL LTD,1434743,1,506.2,PUBLIC TRANSPORT,26/02/2015,506.2,Business Continuity,Human Resources
800058509,REDFERN TRAVEL LTD,1434758,1,506.2,PUBLIC TRANSPORT,26/02/2015,506.2,Business Continuity,Human Resources
800058502,REDFERN TRAVEL LTD,1434886,1,767.2,PUBLIC TRANSPORT,26/02/2015,767.2,Business Continuity,Human Resources
140966,REDFERN TRAVEL LTD,1436632,1,662.5,PUBLIC TRANSPORT,26/02/2015,662.5,National Operational Guidance Project,Human Resources
800058516,REDFERN TRAVEL LTD,1438550,1,307.94,PUBLIC TRANSPORT,26/02/2015,307.94,Operational Resilience,Human Resources
190215E,COLLINS (CONTRACTORS) LTD=====,1461/15LFEP01,1,"5,791.00",STRATEGIC (NON CYCLICAL),26/02/2015,"5,791.00",Technical and Service Support,"Works - Construction, R&M"
190215C,TORQUE CALIBRATION LTD,150181,1,245,REPAIR & MAINTENANCE,26/02/2015,260,Technical And Service Support,Building Constr Materials
190215C,TORQUE CALIBRATION LTD,150181,2,15,REPAIR & MAINTENANCE,26/02/2015,,Technical And Service Support,Building Constr Materials
200215C,FALTECH LIMITED,1502-015,1,"5,497.70",RADIO,26/02/2015,"6,654.20",Information and Communication Technology,ICT
200215C,FALTECH LIMITED,1502-015,2,821.7,RADIO,26/02/2015,,Information and Communication Technology,ICT
200215C,FALTECH LIMITED,1502-015,3,162.5,RADIO,26/02/2015,,Information and Communication Technology,ICT
200215C,FALTECH LIMITED,1502-015,4,172.3,RADIO,26/02/2015,,Information and Communication Technology,ICT
230215E,DRON & WRIGHT=================,17491,1,"4,195.66",PROFESSIONAL SERVICES,26/02/2015,"29,518.33",Technical And Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,2,270,PROFESSIONAL SERVICES,26/02/2015,,Technical And Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,3,395,PROFESSIONAL SERVICES,26/02/2015,,Technical And Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,4,692.5,DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,5,645,DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,6,"1,145.50",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,7,"1,462.00",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,8,969,DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,9,"2,363.00",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,10,"1,330.50",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,11,"1,775.00",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,12,807.5,DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,13,"1,692.50",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,14,"3,474.81",PROFESSIONAL SERVICES,26/02/2015,,Technical And Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,15,142.19,PROFESSIONAL SERVICES,26/02/2015,,Technical And Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,16,"1,431.00",PROFESSIONAL SERVICES,26/02/2015,,Technical And Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,17,416.67,PROFESSIONAL SERVICES,26/02/2015,,Technical And Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,18,"1,824.05",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,19,"3,633.45",DISPOSAL COSTS-ESTATES AGENTS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,20,598,PROF FEES-MISCELLANEOUS,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,DRON & WRIGHT=================,17491,21,255,PROF FEES-MISCELLANEOUS,26/02/2015,,Technical and Service Support,Facilities & Management S
190215E,BIGHAND LTD===================,20032392,1,"2,803.00",LICENCES,26/02/2015,"3,411.00",Operational Resilience,ICT
190215E,BIGHAND LTD===================,20032392,2,608,LICENCES,26/02/2015,,Operational Resilience,ICT
110215C,ENERGY AUDITING AGENCY LTD====,20151133,1,"1,793.00",PROFESSIONAL SERVICES,26/02/2015,"1,793.00",Technical And Service Support,Statutory Bodies
230215E,MITIE TECH FACILITIES MNGT LT,210956767,1,"6,914.42",DEVELOPMENT  EXPENSES-CONTRACT,26/02/2015,"56,861.71",Technical and Service Support,Facilities & Management S
230215E,MITIE TECH FACILITIES MNGT LT,210956767,2,"49,947.29",DEVELOPMENT  EXPENSES-CONTRACT,26/02/2015,,Technical and Service Support,Facilities & Management S
230215E,GRADIENT CONSULTANTS LLP======,2230,1,105,ASBESTOS,26/02/2015,"1,195.00",Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,2,105,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,3,105,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,4,105,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,5,55,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,6,105,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,7,105,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,8,105,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,9,55,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
230215E,GRADIENT CONSULTANTS LLP======,2230,10,350,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,1,245,ASBESTOS,26/02/2015,"2,205.00",Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,2,245,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,3,245,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,4,245,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,5,245,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,6,245,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,7,245,ASBESTOS,26/02/2015,,Technical And Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,8,245,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
200215C,GRADIENT CONSULTANTS LLP======,2231,9,245,ASBESTOS,26/02/2015,,Technical and Service Support,"Works - Construction, R&M"
130215C,CRISPIN HUGHES================,2278,1,359.9,GENERAL,26/02/2015,359.9,Communications,Facilities & Management S
190215E,LONDON MAINTENANCE CO LTD=====,2383,1,"2,300.80",STRATEGIC (NON CYCLICAL),26/02/2015,"2,300.80",Technical and Service Support,"Works - Construction, R&M"
190215E,B NOKES CONTRACTS LTD,2591,1,"1,236.50",TACTICAL DAY TO DAY,26/02/2015,"1,236.50",Technical And Service Support,"Works - Construction, R&M"
190215E,B NOKES CONTRACTS LTD,2592,1,"1,340.00",TACTICAL DAY TO DAY,26/02/2015,"1,340.00",Technical And Service Support,"Works - Construction, R&M"
190215E,B NOKES CONTRACTS LTD,2593,1,"1,236.50",TACTICAL DAY TO DAY,26/02/2015,"1,236.50",Technical And Service Support,"Works - Construction, R&M"
190215E,B NOKES CONTRACTS LTD,2594,1,883,TACTICAL DAY TO DAY,26/02/2015,883,Technical And Service Support,"Works - Construction, R&M"
190215E,B NOKES CONTRACTS LTD,2595,1,420,TACTICAL DAY TO DAY,26/02/2015,420,Technical And Service Support,"Works - Construction, R&M"
800058751,ADECCO UK LIMITED=============,26941525,1,531.6,FRS STAFF AGENCY,26/02/2015,531.6,Mobilising,Human Resources
800058427,ADECCO UK LIMITED=============,26941543,1,"1,835.15",FRS STAFF AGENCY,26/02/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800058479,ADECCO UK LIMITED=============,26948928,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Technical And Service Support,Human Resources
800058752,ADECCO UK LIMITED=============,26948931,1,996.48,FRS STAFF AGENCY,26/02/2015,996.48,Mobilising,Human Resources
800058480,ADECCO UK LIMITED=============,26956398,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Technical And Service Support,Human Resources
800058481,ADECCO UK LIMITED=============,26963821,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Technical And Service Support,Human Resources
800058484,ADECCO UK LIMITED=============,26986653,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Technical And Service Support,Human Resources
800058756,ADECCO UK LIMITED=============,26986678,1,747.36,FRS STAFF AGENCY,26/02/2015,747.36,Mobilising,Human Resources
800058206,ADECCO UK LIMITED=============,27046074,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Technical And Service Support,Human Resources
800058310,ADECCO UK LIMITED=============,27059155,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Regulatory Fire Safety,Human Resources
800058319,ADECCO UK LIMITED=============,27059161,1,"1,076.80",FRS STAFF AGENCY,26/02/2015,"1,076.80",Technical And Service Support,Human Resources
800058338,ADECCO UK LIMITED=============,27059169,1,973.14,FRS STAFF AGENCY,26/02/2015,973.14,Review of Property Services,Human Resources
800058333,ADECCO UK LIMITED=============,27059176,1,554.75,FRS STAFF AGENCY,26/02/2015,554.75,Regulatory Fire Safety,Human Resources
800058404,ADECCO UK LIMITED=============,27065521,1,439.6,FRS STAFF AGENCY,26/02/2015,439.6,HR Excluding Secondments,Human Resources
800058412,ADECCO UK LIMITED=============,27065530,1,"1,961.80",FRS STAFF AGENCY,26/02/2015,"1,961.80",Legal & Democratic Services,Human Resources
800058413,ADECCO UK LIMITED=============,27065531,1,"1,076.80",FRS STAFF AGENCY,26/02/2015,"1,076.80",Technical And Service Support,Human Resources
800058419,ADECCO UK LIMITED=============,27065537,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Technical And Service Support,Human Resources
800058411,ADECCO UK LIMITED=============,27065539,1,606.56,FRS STAFF AGENCY,26/02/2015,606.56,Operations Non Fire Stations,Human Resources
800058395,ADECCO UK LIMITED=============,27065546,1,554.75,FRS STAFF AGENCY,26/02/2015,554.75,Regulatory Fire Safety,Human Resources
800058396,ADECCO UK LIMITED=============,27065547,1,554.75,FRS STAFF AGENCY,26/02/2015,554.75,Regulatory Fire Safety,Human Resources
800058399,ADECCO UK LIMITED=============,27065550,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Procurement,Human Resources
800058400,ADECCO UK LIMITED=============,27065551,1,439.6,FRS STAFF AGENCY,26/02/2015,439.6,Community Safety Delivery,Human Resources
800058401,ADECCO UK LIMITED=============,27065552,1,475.5,FRS STAFF AGENCY,26/02/2015,475.5,Technical And Service Support,Human Resources
800058402,ADECCO UK LIMITED=============,27065553,1,624.4,FRS STAFF AGENCY,26/02/2015,624.4,Regulatory Fire Safety,Human Resources
800058422,ADECCO UK LIMITED=============,27065556,1,360.08,FRS STAFF AGENCY,26/02/2015,360.08,Strategy & Performance,Human Resources
800058423,ADECCO UK LIMITED=============,27065557,1,900.2,FRS STAFF AGENCY,26/02/2015,900.2,Strategy & Performance,Human Resources
800058425,ADECCO UK LIMITED=============,27065559,1,554.75,FRS STAFF AGENCY,26/02/2015,554.75,Strategy & Performance,Human Resources
190215C,DRAEGER SAFETY UK LIMITED=====,2910005884,1,196,PROTECTIVE EQUIPT - PARTS,26/02/2015,834.8,Technical and Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910005884,2,25,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910005884,3,23,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910005884,4,138.8,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910005884,5,452,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910006085,1,530.01,PROTECTIVE EQUIPT - PARTS,26/02/2015,530.01,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910006086,1,"1,793.88",PROTECTIVE EQUIPT - PARTS,26/02/2015,"1,793.88",Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910006182,1,"1,297.40",PROTECTIVE EQUIPT - PARTS,26/02/2015,"1,297.40",Technical and Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910006626,1,83.66,TELEMETRY MAINTENANCE,26/02/2015,973.13,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910006626,2,273.49,TELEMETRY MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910006626,3,273.49,TELEMETRY MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910006626,4,34.5,TELEMETRY MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910006626,5,273.49,TELEMETRY MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910006626,6,34.5,TELEMETRY MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
230215E,DRAEGER SAFETY UK LIMITED=====,2910006735,1,179.37,PROTECTIVE EQUIPT - PARTS,26/02/2015,378.87,Technical and Service Support,Fire & Rescue
230215E,DRAEGER SAFETY UK LIMITED=====,2910006735,2,199.5,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910006883,1,828.99,PROTECTIVE EQUIPT - PARTS,26/02/2015,828.99,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910007463,1,340.44,PROTECTIVE EQUIPT - PARTS,26/02/2015,340.44,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910007599,1,333.3,PROTECTIVE EQUIPT - PARTS,26/02/2015,"1,234.55",Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910007599,2,901.25,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
230215E,DRAEGER SAFETY UK LIMITED=====,2910007600,1,717.5,PROTECTIVE EQUIPT - PARTS,26/02/2015,717.5,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910007736,1,285.2,PROTECTIVE EQUIPT - PARTS,26/02/2015,285.2,Technical and Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910007779,1,34.5,REPAIR & MAINTENANCE,26/02/2015,280.49,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910007779,2,238.99,REPAIR & MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910007779,3,7,REPAIR & MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910007782,1,103.5,REPAIR & MAINTENANCE,26/02/2015,342.49,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,2910007782,2,238.99,REPAIR & MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,291000783,1,207,REPAIR & MAINTENANCE,26/02/2015,684.99,Technical And Service Support,Fire & Rescue
190215C,DRAEGER SAFETY UK LIMITED=====,291000783,2,477.99,REPAIR & MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
230215E,DRAEGER SAFETY UK LIMITED=====,2910007895,1,5.16,PROTECTIVE EQUIPT - PARTS,26/02/2015,"1,717.00",Technical and Service Support,Fire & Rescue
230215E,DRAEGER SAFETY UK LIMITED=====,2910007895,2,173.75,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
230215E,DRAEGER SAFETY UK LIMITED=====,2910007895,3,114.84,PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
230215E,DRAEGER SAFETY UK LIMITED=====,2910007895,4,"1,423.25",PROTECTIVE EQUIPT - PARTS,26/02/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910007896,1,61,REPAIR & MAINTENANCE,26/02/2015,850,Technical And Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910007896,2,789,REPAIR & MAINTENANCE,26/02/2015,,Technical And Service Support,Fire & Rescue
180215G,DRAEGER SAFETY UK LIMITED=====,2910008149,1,456,GENERAL CONSUMABLES,26/02/2015,456,Procurement,Fire & Rescue
230215E,STORM TECHNOLOGIES============,312483,1,"1,266.21",ACQUISITIONS,26/02/2015,"1,266.21",Information and Communication Technology,ICT
200215C,VIGILANCE PROPERTIES,3129,1,"4,625.00",PREMISES SECURITY,26/02/2015,"4,625.00",Technical and Service Support,Facilities & Management S
200215C,VIGILANCE PROPERTIES,3130,1,"4,625.00",PREMISES SECURITY,26/02/2015,"4,625.00",Technical and Service Support,Facilities & Management S
200215C,VIGILANCE PROPERTIES,3131,1,"6,937.50",PREMISES SECURITY,26/02/2015,"6,937.50",Technical and Service Support,Facilities & Management S
200215C,VIGILANCE PROPERTIES,3132,1,"4,625.00",PREMISES SECURITY,26/02/2015,"4,625.00",Technical and Service Support,Facilities & Management S
200215C,VIGILANCE PROPERTIES,3133,1,"4,625.00",PREMISES SECURITY,26/02/2015,"4,625.00",Technical and Service Support,Facilities & Management S
200215C,VIGILANCE PROPERTIES,3134,1,"4,625.00",PREMISES SECURITY,26/02/2015,"4,625.00",Technical and Service Support,Facilities & Management S
